,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
410,保生大帝雕像Statue of Bao-sheng-da-di,0,100.0,,,117.976114,24.494455,2,0.0,保生大帝雕像,StatueofBaoshengdadi
411,燕尾山午炮遗址Yanwei Mountain Wupao Relic Site,0,80.0,,,118.072413,24.458414,2,0.0,燕尾山午炮遗址,YanweiMountainWupaoRelicSite
412,嘉禾良库文化创意产业园Jiahe Liangku Cultural and Creative Industrial Park,0,88.0,,,118.1132460298,24.4705060455,15,0.0,嘉禾良库文化创意产业园,JiaheLiangkuCulturalandCreativeIndustrialPark
413,捕梦人间,0,0.0,,,118.127093,24.488442,0,0.0,捕梦人间,
414,"神奇的盔甲武士世界螃蟹馆House of Crabs, Amazing Warrior in Armor",0,100.0,,,118.1334726155,24.4307944567,0,0.0,神奇的盔甲武士世界螃蟹馆,HouseofCrabsAmazingWarriorinArmor
415,魔法森林探秘Enchanted Forest Quest,0,98.0,,,118.11267,24.521134,8,0.0,魔法森林探秘,EnchantedForestQuest
416,孤独的浴缸HiFun市集Lonely Bathtub HiFun Market,0,92.0,,,118.081474,24.489519,3,0.0,孤独的浴缸市集,HiFunLonelyBathtubHiFunMarket
417,从聿书店,0,90.0,,,118.129967,24.433618,4,0.0,从聿书店,
418,李府将军庙Lifu Jiangjun Temple,0,0.0,,,118.2434249905,24.4481534632,0,0.0,李府将军庙,LifuJiangjunTemple
419,鼓浪屿食物狂想馆Kulangsu Wonder Food Museum,0,96.0,,,118.075413,24.451154,89,0.0,鼓浪屿食物狂想馆,KulangsuWonderFoodMuseum
420,鹫峰堂Jiufeng Hall,0,80.0,,,118.121126,24.438553,1,0.0,鹫峰堂,JiufengHall
421,日本警察署及宿舍旧址Riben Jingchashu Ji Sushe Site,0,0.0,,,118.079266,24.450714,0,0.0,日本警察署及宿舍旧址,RibenJingchashuJiSusheSite
422,厦门木天林园林绿化有限公司,0,0.0,,,118.178656,24.4974,0,0.0,厦门木天林园林绿化有限公司,
423,同安城隍庙,0,0.0,,,118.140617,24.704866,0,0.0,同安城隍庙,
424,竹坝华侨农场Zhubahuaqiao Farm,0,0.0,,,118.2108579725,24.7821460805,0,0.0,竹坝华侨农场,ZhubahuaqiaoFarm
425,曾林社区继成堂相泼公宫,0,0.0,,,118.257025,24.690719,0,0.0,曾林社区继成堂相泼公宫,
426,好味亭博物馆,0,0.0,,,118.096695,24.449876,0,0.0,好味亭博物馆,
427,厦门家后生态农场,0,0.0,,,118.224205,24.794937,0,0.0,厦门家后生态农场,
428,遇见厦门-奇幻光影展,0,80.0,,,118.0874894321,24.4594576726,1,0.0,遇见厦门奇幻光影展,
429,"厦门同安影视城-长廊Long Corridor, Tong'an Movie Town, Xiamen",0,100.0,,,118.173994,24.751136,1,0.0,厦门同安影视城长廊,LongCorridorTonganMovieTownXiamen
430,"厦门同安影视城-凉亭Kiosk, Xiamen Tongan Movie Town",0,0.0,,,118.17384,24.750734,0,0.0,厦门同安影视城凉亭,KioskXiamenTonganMovieTown
431,丽缘园艺,0,0.0,,,118.127772,24.437318,0,0.0,丽缘园艺,
432,东坪山半领宫,0,0.0,,,118.126406,24.459678,0,0.0,东坪山半领宫,
433,白哈礁,0,0.0,,,118.381582,24.533959,0,0.0,白哈礁,
434,时空魔方Time-Space Rubik’s Cube,0,96.0,,,118.085365,24.461054,92,0.0,时空魔方,TimeSpaceRubiksCube
435,九龙塘文化园Kowloon Tong Cultural Park,0,0.0,,,118.1314208163,24.4479025166,0,0.0,九龙塘文化园,KowloonTongCulturalPark
436,名校风华园Elite Universities Fenghua Garden,0,0.0,,,118.073554,24.592134,0,0.0,名校风华园,EliteUniversitiesFenghuaGarden
437,深圳四季青园林花卉有限公司,0,0.0,,,118.129008,24.494488,0,0.0,深圳四季青园林花卉有限公司,
438,厦门失恋博物馆Xiamenshilian Museum,0,96.0,,,118.088782,24.460155,15,0.0,厦门失恋博物馆,XiamenshilianMuseum
439,鹫峰禅院,0,0.0,,,118.16867,24.858908,0,0.0,鹫峰禅院,
440,明代大炮Cannon of Ming Dynasty,0,0.0,,,118.112984,24.435884,0,0.0,明代大炮,CannonofMingDynasty
441,曾厝安水母世界Cengcuo'an Shuimu World,0,0.0,,,118.131585,24.433428,0,0.0,曾厝安水母世界,CengcuoanShuimuWorld
442,厦门怡亭绿化工程有限公司,0,0.0,,,118.132183,24.495354,0,0.0,厦门怡亭绿化工程有限公司,
443,大离浦屿,0,0.0,,,118.164131,24.560612,0,0.0,大离浦屿,
444,小离浦屿,0,0.0,,,118.145879,24.562183,0,0.0,小离浦屿,
445,星空失恋博物馆Xingkongshilian Museum,0,94.0,,,118.095719,24.441409,3,0.0,星空失恋博物馆,XingkongshilianMuseum
446,鼓浪屿管风琴艺术中心Gulangyu Guanfengqin Art Center,0,88.0,,,118.0753999695,24.4547908272,13,0.0,鼓浪屿管风琴艺术中心,GulangyuGuanfengqinArtCenter
447,海沧青礁慈济祖宫景区Haichang Qingjiaocijizugong Scenic Spot,0,60.0,,,117.978769,24.493055,0,0.0,海沧青礁慈济祖宫景区,HaichangQingjiaocijizugongScenicSpot
448,厦门文化博览馆WenHua BoLanGuan,0,0.0,,,118.104072719,24.4933045301,0,0.0,厦门文化博览馆,WenHuaBoLanGuan
449,厦门尚忠文明街ShangZhong WenMing Jie,0,0.0,,,118.153408326,24.5180739496,0,0.0,厦门尚忠文明街,ShangZhongWenMingJie
450,厦门博饼民俗街XiaMen BoBing MinSu Jie,0,0.0,,,118.0856004443,24.4598299325,0,0.0,厦门博饼民俗街,XiaMenBoBingMinSuJie
451,前埔不夜城QianPu BuYeCheng,0,94.0,,,118.1782661012,24.4737181305,10,0.0,前埔不夜城,QianPuBuYeCheng
452,厦门莲坂时尚地下街LianBan ShiShang DiXia Jie,0,100.0,,,118.1282664179,24.4829662295,0,0.0,厦门莲坂时尚地下街,LianBanShiShangDiXiaJie
453,厦门摩尔莲花美食街MoEr LianHua MeiShiJie,0,0.0,,,118.1366985751,24.4934235159,0,0.0,厦门摩尔莲花美食街,MoErLianHuaMeiShiJie
454,厦门闽台特色食品街MinTai TeSe ShiPin Jie,0,0.0,,,118.0915002636,24.4611678215,0,0.0,厦门闽台特色食品街,MinTaiTeSeShiPinJie
455,厦门金山花园商业街JinShan HuaYuan ShangYeJie,0,0.0,,,118.1622875217,24.5069666165,0,0.0,厦门金山花园商业街,JinShanHuaYuanShangYeJie
456,厦门假日集市地下步行街JiaRi JiShi DiXia BuXingJie,0,80.0,,,118.086058876,24.4618802924,0,0.0,厦门假日集市地下步行街,JiaRiJiShiDiXiaBuXingJie
457,厦门虎城美食街HuCheng MeiShiJie,0,0.0,,,118.0870473177,24.4592160328,0,0.0,厦门虎城美食街,HuChengMeiShiJie
458,湖里金街HuLiJin Jie,0,0.0,,,118.1847789365,24.5109360305,0,0.0,湖里金街,HuLiJinJie
459,厦门光华美食街GuangHua MeiShiJie,0,0.0,,,118.1250183463,24.4806774951,0,0.0,厦门光华美食街,GuangHuaMeiShiJie
460,厦门古城风云游览馆GuCheng FengYun YouLanGuan,0,0.0,,,118.0811029469,24.4500567939,0,0.0,厦门古城风云游览馆,GuChengFengYunYouLanGuan
461,厦门福满步行街FuMan BuXingJie,0,0.0,,,118.0996318599,24.4729393575,0,0.0,厦门福满步行街,FuManBuXingJie
462,厦门福津商业大街FuJin ShangYe DaJie,0,0.0,,,118.1227680057,24.4813641642,0,0.0,厦门福津商业大街,FuJinShangYeDaJie
463,厦门福隆美食街FuLong MeiShiJie,0,0.0,,,118.1367932333,24.4961431892,0,0.0,厦门福隆美食街,FuLongMeiShiJie
464,厦门服饰商业街FuShi ShangYeJie,0,0.0,,,118.1784030347,24.4751174046,0,0.0,厦门服饰商业街,FuShiShangYeJie
465,厦门都市恬园商业步行街DuShi TianYuan ShangYe BuXingJie,0,0.0,,,118.0473545737,24.4967252935,0,0.0,厦门都市恬园商业步行街,DuShiTianYuanShangYeBuXingJie
466,厦门CE尚品街CE ShangPin Jie,0,0.0,,,118.1285982535,24.4857088666,0,0.0,厦门尚品街,CECEShangPinJie
467,莲花森林公园Lianhua Forest Park,0,0.0,,,117.9748973033,24.7538179381,0,0.0,莲花森林公园,LianhuaForestPark
468,福建海洋珍稀物种自然保护区Fujian Rare Species of Marine Nature Reserve,0,0.0,,,118.0580066906,24.4650507284,0,0.0,福建海洋珍稀物种自然保护区,FujianRareSpeciesofMarineNatureReserve
469,东方龙珠城堡Dongfanglongzhu Castle,0,0.0,,,118.092922,24.444769,0,0.0,东方龙珠城堡,DongfanglongzhuCastle
470,厦门工学院Xiamengong College,0,0.0,,,118.073391,24.622652,0,0.0,厦门工学院,XiamengongCollege
471,星空魔幻城Star Magic City,0,90.0,,,118.0947218486,24.4424752763,9,0.0,星空魔幻城,StarMagicCity
472,濒危灭绝动物探索馆Museum of Endangered Species,0,96.0,,,118.180948,24.544987,4,0.0,濒危灭绝动物探索馆,MuseumofEndangeredSpecies
473,中非世野野生动物园Zhongfei Shiye Yesheng Zoo,0,70.0,,,118.33754,24.640705,13,0.0,中非世野野生动物园,ZhongfeiShiyeYeshengZoo
474,晓学堂·虫洞书店X-Readspace—Wormhole Bookstore,0,98.0,,,118.079536,24.449209,12,0.0,晓学堂虫洞书店,XReadspaceWormholeBookstore
475,香山公园Xiang Mountain Park,0,98.0,,,118.303732,24.633964,10,0.0,香山公园,XiangMountainPark
476,台湾街Taiwan Street,0,0.0,,,118.138853,24.49844,0,0.0,台湾街,TaiwanStreet
477,千波亭Qianbo Pavilion,0,0.0,,,118.075572,24.444518,1,0.0,千波亭,QianboPavilion
478,林氏府Mansion of Family Lin,0,100.0,,,118.0803247498,24.4501475936,0,0.0,林氏府,MansionofFamilyLin
479,厦大群贤楼群Cluster of Qunxian Buildings in Xiamen University,0,94.0,,,118.101908,24.443165,3,0.0,厦大群贤楼群,ClusterofQunxianBuildingsinXiamenUniversity
480,厦门大学(思明校区)-钟林美广场Xiamen Daxue Zhonglinmei Square,0,100.0,,,118.1003000101,24.4432547497,5,0.0,厦门大学思明校区钟林美广场,XiamenDaxueZhonglinmeiSquare
481,厦门海关验货员公寓旧址Xiamen Haiguan Yanhuoyuan Gongyu Site,0,100.0,,,118.077457,24.447292,0,0.0,厦门海关验货员公寓旧址,XiamenHaiguanYanhuoyuanGongyuSite
482,瞰青别墅Kanqing Villa,0,100.0,,,118.073275,24.448994,1,0.0,瞰青别墅,KanqingVilla
483,英国伦敦差会女传教士宅Former London Women Missionary Society Residence,0,98.0,,,118.0721880381,24.4487454758,4,0.0,英国伦敦差会女传教士宅,FormerLondonWomenMissionarySocietyResidence
484,英商亚细亚火油公司旧址Former Office Building of British Asiatic Petroleum Company,0,0.0,,,118.076398,24.449183,0,0.0,英商亚细亚火油公司旧址,FormerOfficeBuildingofBritishAsiaticPetroleumCompany
485,厦门表白墙Xiamen Confession Wall,0,0.0,,,118.083118,24.458106,0,0.0,厦门表白墙,XiamenConfessionWall
486,雨林世界Yulin World,0,94.0,,,118.104317,24.455921,19,0.0,雨林世界,YulinWorld
487,海堤公园Xiamen Haidi Jinian Park,0,90.0,,,118.1151692612,24.5558843862,6,0.0,海堤公园,XiamenHaidiJinianPark
488,天湖大厦,0,0.0,,,118.116892,24.486317,0,0.0,天湖大厦,
489,环岛路烂尾楼,1,60.0,面朝大海的白色烂尾楼，背景是一览无余的蓝色大海，加上废墟感的简约楼梯，是小众又好看的拍照地，这里又被喻为废墟版纪念碑谷。,,118.111335687,24.4373018585,1,0.0,环岛路烂尾楼,
490,悦成老爷车博物馆A.Change Classic Car Museum,0,90.0,,,118.3427373982,24.5689375459,5,0.0,悦成老爷车博物馆,AChangeClassicCarMuseum
491,厦门红点设计博物馆Xiamen Hongdian Sheji Museum,0,86.0,,,118.198256,24.5327,15,0.0,厦门红点设计博物馆,XiamenHongdianShejiMuseum
492,凌云玉石博物馆Lingyunyushi Museum,0,98.0,,,118.162152,24.535226,36,0.0,凌云玉石博物馆,LingyunyushiMuseum
493,舫山儿童公园Fang Mountain Children Park,0,100.0,,,118.2482608987,24.6662319999,3,0.0,舫山儿童公园,FangMountainChildrenPark
494,厦门紫云岩Xiamen Ziyun Rock,0,0.0,,,118.1041865635,24.4550909347,0,0.0,厦门紫云岩,XiamenZiyunRock
495,弘晏庄木偶艺术馆Hongyanzhuang Mu'ou Art Museum,0,100.0,,,118.1335610292,24.4313473205,0,0.0,弘晏庄木偶艺术馆,HongyanzhuangMuouArtMuseum
496,Art.pop泡泡艺术中心Art.pop Paopao Center,0,58.0,,,118.164567,24.447678,14,0.0,泡泡艺术中心,ArtpopArtpopPaopaoCenter
497,片仔癀博物馆Pianzaihuang Museum,0,82.0,,,118.074702,24.452641,10,0.0,片仔癀博物馆,PianzaihuangMuseum
498,厦门火车站-南广场,0,90.0,,,118.123,24.4728,10,0.0,厦门火车站南广场,
499,青礁村院前社Qingjiao Village Yuanqian Club,0,90.0,,,117.9789189933,24.4882310085,2,0.0,青礁村院前社,QingjiaoVillageYuanqianClub
500,珊瑚礁海洋世界Shanhujiao Haiyang World,0,90.0,,,118.0897186043,24.4604589808,36,0.0,珊瑚礁海洋世界,ShanhujiaoHaiyangWorld
501,林文庆别野Lin Wenqing Villa,0,100.0,,,118.073911,24.45207,1,0.0,林文庆别野,LinWenqingVilla
502,莲福美术馆Lianfu Gallery,0,0.0,,,118.114448,24.494219,0,0.0,莲福美术馆,LianfuGallery
503,"青礁慈济祖宫-凉亭Kiosk, Qingjiao Ciji Ancestral Palace",0,60.0,,,117.979,24.4932,2,0.0,青礁慈济祖宫凉亭,KioskQingjiaoCijiAncestralPalace
504,三国广场Sanguo Square,0,0.0,,,118.166,24.4834,0,0.0,三国广场,SanguoSquare
505,财富广场Caifu Square,0,0.0,,,118.166,24.4832,0,0.0,财富广场,CaifuSquare
506,奥永广场Aoyong Square,0,90.0,,,118.116512,24.493845,2,0.0,奥永广场,AoyongSquare
507,东屿堂Dongyu Church,0,0.0,,,118.0466398081,24.4976667798,0,0.0,东屿堂,DongyuChurch
508,林语花溪体验中心Linyuhuaxi Tiyan Center,0,0.0,,,118.032,24.4661,0,0.0,林语花溪体验中心,LinyuhuaxiTiyanCenter
509,萨本栋广场Sabendong Square,0,0.0,,,118.103,24.4409,0,0.0,萨本栋广场,SabendongSquare
510,厦门吕塘香山Xiamen Lvtang Xiangshan Mountain,0,100.0,,,118.2798340148,24.6130329576,0,0.0,厦门吕塘香山,XiamenLvtangXiangshanMountain
511,国际园中心广场Guojiyuan Center Square,0,0.0,,,118.078,24.5826,0,0.0,国际园中心广场,GuojiyuanCenterSquare
512,棋乐广场Qile Square,0,0.0,,,118.037,24.4912,0,0.0,棋乐广场,QileSquare
513,静志寺塔基地宫Jingzhi Pagoda Base Palace,0,0.0,,,117.9807314761,24.4915336237,0,0.0,静志寺塔基地宫,JingzhiPagodaBasePalace
514,画廊旅馆(故驿店),0,100.0,,,118.074281,24.456322,7,0.0,画廊旅馆故驿店,
515,天衢古道公园(建设中),0,0.0,,,118.016,24.5101,0,0.0,天衢古道公园建设中,
516,日东公园-音乐广场Ridong Gongyuan-Yinyue Square,0,0.0,,,118.042,24.5663,0,0.0,日东公园音乐广场,RidongGongyuanYinyueSquare
517,"古楼龙山宫Longshan Palace, Gulou",0,0.0,,,118.177057,24.470672,0,0.0,古楼龙山宫,LongshanPalaceGulou
518,埭头慈济宫Daitou Ciji Palace (South Gate),0,0.0,,,118.125,24.4865,0,0.0,埭头慈济宫,DaitouCijiPalaceSouthGate
519,湖里街道仙岳山激情广场Huli Residential District Xianyueshan Jiqing Square,0,96.0,,,118.118,24.5068,2,0.0,湖里街道仙岳山激情广场,HuliResidentialDistrictXianyueshanJiqingSquare
520,集美始祖墓Jimei Ancestor Tomb,0,90.0,,,118.099557,24.572428,1,0.0,集美始祖墓,JimeiAncestorTomb
521,崎头妈祖宫Qitou Mazu Palace,0,0.0,,,118.196,24.665,0,0.0,崎头妈祖宫,QitouMazuPalace
522,北大生物园(金尚路)Peking University Biological Park (Jinshang Road),0,0.0,,,118.15366,24.490392,0,0.0,北大生物园金尚路,PekingUniversityBiologicalParkJinshangRoad
523,小坪森林公园-莲花国家森林公园Xiaoping Senlin Gongyuan-Lianhua National Forest Park,0,0.0,,,118.030367016,24.8531640213,0,0.0,小坪森林公园莲花国家森林公园,XiaopingSenlinGongyuanLianhuaNationalForestPark
524,莲坂村五岳兴莲北山宫Lianbancun Wuyue Xinglian Beishan Palace,0,0.0,,,118.125,24.4855,0,0.0,莲坂村五岳兴莲北山宫,LianbancunWuyueXinglianBeishanPalace
525,"厦门市集美区后溪镇苏营皇渡庵(皇帝井)Suying Huangdu Nunnery (Emperor Well), Houxi Town, Jimei District, Xiamen",0,0.0,,,118.041,24.6504,0,0.0,厦门市集美区后溪镇苏营皇渡庵皇帝井,SuyingHuangduNunneryEmperorWellHouxiTownJimeiDistrictXiamen
526,甘露寺Ganlu Temple,0,80.0,,,118.099674,24.45644,1,0.0,甘露寺,GanluTemple
527,分源宫Fenyuangong,0,0.0,,,118.1061451942,24.5322417282,0,0.0,分源宫,Fenyuangong
528,太岁殿Taisui Palace,0,0.0,,,118.1181123304,24.5065221844,0,0.0,太岁殿,TaisuiPalace
529,正顺宫Zhengshun Palace,0,0.0,,,118.053,24.5015,0,0.0,正顺宫,ZhengshunPalace
530,洪山柄东堂宫Hongshan Bingdong Tanggong,0,0.0,,,118.16,24.4806,0,0.0,洪山柄东堂宫,HongshanBingdongTanggong
531,厦门儿童公园一期Xiamen Children's Park Phase I,0,0.0,,,118.044,24.4727,0,0.0,厦门儿童公园一期,XiamenChildrensParkPhaseI
532,红十字文化广场Hongshizi Culture Square,0,98.0,,,118.1773,24.541973,4,0.0,红十字文化广场,HongshiziCultureSquare
533,坂美公园Banmei Park,0,0.0,,,118.1881401855,24.5230241536,0,0.0,坂美公园,BanmeiPark
534,郎天府宫戏台Langtianfugong Stage,0,0.0,,,118.15,24.5216,0,0.0,郎天府宫戏台,LangtianfugongStage
535,天鹅广场Tian'e Square,0,80.0,,,118.099182518,24.4805200838,0,0.0,天鹅广场,TianeSquare
536,时代广场Shidai Square,0,94.0,,,118.081897,24.639886,1,0.0,时代广场,ShidaiSquare
537,"吕厝保安宫Baoan Palace, Lvcuo",0,80.0,,,118.137,24.5001,1,0.0,吕厝保安宫,BaoanPalaceLvcuo
538,妈祖宫Mazu Palace,0,0.0,,,118.104003005,24.5076800379,0,0.0,妈祖宫,MazuPalace
539,半岭土地公庙Banling Earth God Temple,0,60.0,,,118.106,24.4604,1,0.0,半岭土地公庙,BanlingEarthGodTemple
540,台湾免税公园Dadeng Xiaozhen Taiwan Mianshui Park,0,98.0,,,118.3428035873,24.5687323237,3,0.0,台湾免税公园,DadengXiaozhenTaiwanMianshuiPark
541,濠头社区-文化广场Haotou Shequ- Culture Square,0,0.0,,,118.093,24.5024,0,0.0,濠头社区文化广场,HaotouShequCultureSquare
542,汇丰银行职员公寓旧址Huifeng Yinhang Zhiyuan Gongyu Site,0,86.0,,,118.07287,24.454384,5,0.0,汇丰银行职员公寓旧址,HuifengYinhangZhiyuanGongyuSite
543,仔树礼拜堂Zaishu Chapel,0,0.0,,,118.081,24.4659,0,0.0,仔树礼拜堂,ZaishuChapel
544,新区福音堂(永升聚会点)Yongsheng Gathering Place of New District Gospel Church,0,0.0,,,118.1192484173,24.5236934937,0,0.0,新区福音堂永升聚会点,YongshengGatheringPlaceofNewDistrictGospelChurch
545,"厦门市鼓浪屿风景名胜区-鼓浪屿码头遗迹Gulangyu Wharf Relics, Gulangyu Island Scenic Area, Xiamen City",0,86.0,,,118.075892,24.455832,4,0.0,厦门市鼓浪屿风景名胜区鼓浪屿码头遗迹,GulangyuWharfRelicsGulangyuIslandScenicAreaXiamenCity
546,厦门金尚法治文化广场Xiamen Jinshang Fazhi Culture Square,0,0.0,,,118.157,24.4987,0,0.0,厦门金尚法治文化广场,XiamenJinshangFazhiCultureSquare
547,中国交通运输部中国救捞,0,0.0,,,118.164,24.541,0,0.0,中国交通运输部中国救捞,
548,保提教会Baoti Church,0,0.0,,,118.111,24.4771,0,0.0,保提教会,BaotiChurch
549,竹坝芳都观光果园(厦门芳都观光果园有限公司),0,0.0,,,118.221,24.7874,0,0.0,竹坝芳都观光果园厦门芳都观光果园有限公司,
550,一善禅,0,0.0,,,118.156,24.5234,0,0.0,一善禅,
551,英国亚细亚火油公司旧址,0,0.0,,,118.076,24.4493,1,0.0,英国亚细亚火油公司旧址,
552,杏林市民广场Xinglinshimin Square,0,94.0,,,118.052,24.5578,4,0.0,杏林市民广场,XinglinshiminSquare
553,厦门机场-园林广场Xiamen Jichang-Yuanlin Square,0,94.0,,,118.139365,24.53904,23,0.0,厦门机场园林广场,XiamenJichangYuanlinSquare
554,益城教会Yicheng Church,0,0.0,,,118.117,24.4752,0,0.0,益城教会,YichengChurch
555,金领广场Jinling Square,0,0.0,,,118.118,24.4816,0,0.0,金领广场,JinlingSquare
556,厦门火车站-北广场,0,0.0,,,118.122,24.4746,0,0.0,厦门火车站北广场,
557,七星音乐岛Seven-Star Music Island,0,0.0,,,118.039,24.4655,0,0.0,七星音乐岛,SevenStarMusicIsland
558,杏林杏西广场Xinglinxingxi Square,0,0.0,,,118.037,24.5711,0,0.0,杏林杏西广场,XinglinxingxiSquare
559,水晶森林二期,0,0.0,,,118.161,24.5206,0,0.0,水晶森林二期,
560,古楼广场Gulou Square,0,0.0,,,118.17793,24.474165,0,0.0,古楼广场,GulouSquare
561,湖畔广场Hupan Square,0,0.0,,,118.089,24.4837,0,0.0,湖畔广场,HupanSquare
562,首开领翔国际二期-首开花郡,0,0.0,,,118.248,24.6092,0,0.0,首开领翔国际二期首开花郡,
563,停车场山游乐园西南,0,0.0,,,118.112,24.5116,0,0.0,停车场山游乐园西南,
564,水晶森林一期,0,0.0,,,118.163,24.5203,0,0.0,水晶森林一期,
565,芸溪廉政文化园Yunxi Clean Government Culture Park,0,0.0,,,118.141,24.7343,0,0.0,芸溪廉政文化园,YunxiCleanGovernmentCulturePark
566,安全文化广场Anquan Culture Square,0,0.0,,,118.252,24.6191,0,0.0,安全文化广场,AnquanCultureSquare
567,幸福广场Xingfu Square,0,0.0,,,118.194,24.5124,0,0.0,幸福广场,XingfuSquare
568,人口文化园Population Cultural Park,0,0.0,,,117.943,24.5702,0,0.0,人口文化园,PopulationCulturalPark
569,厦门火车站-小广场,0,0.0,,,118.122,24.4755,0,0.0,厦门火车站小广场,
570,顶溪头村文化园Dingxitou Village Cultural Park,0,0.0,,,118.179,24.726,0,0.0,顶溪头村文化园,DingxitouVillageCulturalPark
571,闽王广场Minwang Square,0,0.0,,,118.249,24.7957,0,0.0,闽王广场,MinwangSquare
572,孔子广场Kongzi Square,0,0.0,,,118.073,24.6216,0,0.0,孔子广场,KongziSquare
573,旋律广场Xuanlv Square,0,0.0,,,118.071,24.4479,0,0.0,旋律广场,XuanlvSquare
574,霞梧广场Xiawu Square,0,0.0,,,118.111266,24.600526,0,0.0,霞梧广场,XiawuSquare
575,"厦门·集美法治文化苑Jimei Legal Culture Garden, Xiamen",0,96.0,,,118.052,24.5589,2,0.0,厦门集美法治文化苑,JimeiLegalCultureGardenXiamen
576,曾营社区月美文化广场Cengying Shequ Yuemei Culture Square,0,0.0,,,118.052,24.5639,0,0.0,曾营社区月美文化广场,CengyingShequYuemeiCultureSquare
577,风情广场Fengqing Square,0,0.0,,,118.343,24.5689,0,0.0,风情广场,FengqingSquare
578,法治文化苑Rule of Law Culture Garden,0,0.0,,,118.195,24.5125,0,0.0,法治文化苑,RuleofLawCultureGarden
579,咖啡公园(湖明店)Coffee Park (Huming Branch),0,0.0,,,118.123,24.4892,0,0.0,咖啡公园湖明店,CoffeeParkHumingBranch
580,奥永城市休闲广场停车场(入口),0,0.0,,,118.117,24.4938,0,0.0,奥永城市休闲广场停车场入口,
581,南门妈祖庙Nanmen Mazu Temple,0,0.0,,,118.1619118206,24.7352150048,0,0.0,南门妈祖庙,NanmenMazuTemple
582,定琳院,0,0.0,,,118.018392,24.707624,0,0.0,定琳院,
583,西山郊野公园Xishanjiaoye Park,0,0.0,,,118.100493,24.715584,0,0.0,西山郊野公园,XishanjiaoyePark
584,铜钵岩寺Tongboyan Temple,0,0.0,,,118.099,24.7808,0,0.0,铜钵岩寺,TongboyanTemple
585,龙虎宫Dragon and Tiger Palace,0,0.0,,,118.165,24.7288,0,0.0,龙虎宫,DragonandTigerPalace
586,地震公园(同安)Dizhen Park (tong'an),0,0.0,,,118.190038,24.785096,0,0.0,地震公园同安,DizhenParktongan
587,渡桥公园Duqiao Park,0,0.0,,,118.254,24.6668,0,0.0,渡桥公园,DuqiaoPark
588,华侨大学-校史馆,0,0.0,,,118.091,24.6104,0,0.0,华侨大学校史馆,
589,如醉初醒,0,0.0,,,118.101,24.5862,0,0.0,如醉初醒,
590,张氏宗祠Ancestral Hall of Family Zhang,0,100.0,,,118.115,24.6096,2,0.0,张氏宗祠,AncestralHallofFamilyZhang
591,福星宫Fuxing Palace,0,0.0,,,118.123,24.6092,0,0.0,福星宫,FuxingPalace
592,名松生态园Mingsong Ecological Park,0,0.0,,,118.282,24.6134,0,0.0,名松生态园,MingsongEcologicalPark
593,白头公园Baitou Park,0,0.0,,,118.3235169818,24.5963109778,0,0.0,白头公园,BaitouPark
594,211工程院校展示厅-天津大学211 Gongcheng Yuanxiao Zhanshiting-Tianjin University,0,0.0,,,118.073,24.5909,0,0.0,工程院校展示厅天津大学,GongchengYuanxiaoZhanshitingTianjinUniversity
595,颐和殿Yihe Palace,0,0.0,,,118.079,24.5851,0,0.0,颐和殿,YihePalace
596,林氏祠堂Linshi Ancestral Hall,0,0.0,,,118.059,24.5796,0,0.0,林氏祠堂,LinshiAncestralHall
597,锦园教堂Jinyuan Church,0,0.0,,,118.032,24.596,0,0.0,锦园教堂,JinyuanChurch
598,三富翁庙Temple of Three Rich Men,0,0.0,,,118.199,24.5305,0,0.0,三富翁庙,TempleofThreeRichMen
599,游乐设施店,0,0.0,,,118.183,24.5112,0,0.0,游乐设施店,
600,金汤宫,0,100.0,,,118.179211,24.516817,1,0.0,金汤宫,
601,九朝汇宝美术馆Dynasty Treasure,0,0.0,,,118.1769296282,24.5354889417,0,0.0,九朝汇宝美术馆,DynastyTreasure
602,瑞云宫Ruiyun Palace,0,0.0,,,118.205,24.5204,0,0.0,瑞云宫,RuiyunPalace
603,华侨大学华文学院-校史馆,0,86.0,,,118.103,24.5718,3,0.0,华侨大学华文学院校史馆,
604,龙海宫Longhai Palace,0,0.0,,,118.3561387868,24.5658688711,0,0.0,龙海宫,LonghaiPalace
605,友唱,0,0.0,,,118.167,24.4807,0,0.0,友唱,
606,智趣儿童乐园,0,0.0,,,118.037,24.572,0,0.0,智趣儿童乐园,
607,关帝庙Emperor Guan Temple,0,86.0,,,118.058,24.5676,1,0.0,关帝庙,EmperorGuanTemple
608,路达厨艺文化艺术博物馆Ludachuyi Culture Art Museum,0,90.0,,,118.051,24.5578,2,0.0,路达厨艺文化艺术博物馆,LudachuyiCultureArtMuseum
609,林后青龙宫Linhou Qinglong Palace,0,0.0,,,118.14546,24.532487,0,0.0,林后青龙宫,LinhouQinglongPalace
610,福隆体育公园Fulongtiyu Park,0,0.0,,,118.1,24.5091,0,0.0,福隆体育公园,FulongtiyuPark
611,寒江雪博物馆Hanjiangxue Museum,0,0.0,,,118.092509,24.498327,0,0.0,寒江雪博物馆,HanjiangxueMuseum
612,至善大礼堂Supreme Good Hall,0,0.0,,,118.094,24.5006,0,0.0,至善大礼堂,SupremeGoodHall
613,六一物语,0,0.0,,,118.165,24.4831,0,0.0,六一物语,
