,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,图片url,中文名,英文名
456,厦门假日集市地下步行街JiaRi JiShi DiXia BuXingJie,0,80.0,,,118.086058876,24.4618802924,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门假日集市地下步行街,JiaRiJiShiDiXiaBuXingJie
457,厦门虎城美食街HuCheng MeiShiJie,0,0.0,,,118.0870473177,24.4592160328,0,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/94c96c51-629b-46db-9984-2ea2be992bc8.jpg_480x360_8dc4b9ab.jpg_480x360_03ef175d.jpg,厦门虎城美食街,HuChengMeiShiJie
458,湖里金街HuLiJin Jie,0,0.0,,,118.1847789365,24.5109360305,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/7e8dfc3d813ee8f9342f53045a8e6884.jpg_r_480x360x95_c579fc21.jpg,湖里金街,HuLiJinJie
459,厦门光华美食街GuangHua MeiShiJie,0,0.0,,,118.1250183463,24.4806774951,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/0087b3164f4b736671069168d83669d7.jpg_r_480x360x95_c721c28d.jpg,厦门光华美食街,GuangHuaMeiShiJie
460,厦门古城风云游览馆GuCheng FengYun YouLanGuan,0,0.0,,,118.0811029469,24.4500567939,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门古城风云游览馆,GuChengFengYunYouLanGuan
461,厦门福满步行街FuMan BuXingJie,0,0.0,,,118.0996318599,24.4729393575,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门福满步行街,FuManBuXingJie
462,厦门福津商业大街FuJin ShangYe DaJie,0,0.0,,,118.1227680057,24.4813641642,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门福津商业大街,FuJinShangYeDaJie
463,厦门福隆美食街FuLong MeiShiJie,0,0.0,,,118.1367932333,24.4961431892,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门福隆美食街,FuLongMeiShiJie
464,厦门服饰商业街FuShi ShangYeJie,0,0.0,,,118.1784030347,24.4751174046,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门服饰商业街,FuShiShangYeJie
465,厦门都市恬园商业步行街DuShi TianYuan ShangYe BuXingJie,0,0.0,,,118.0473545737,24.4967252935,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门都市恬园商业步行街,DuShiTianYuanShangYeBuXingJie
466,厦门CE尚品街CE ShangPin Jie,0,0.0,,,118.1285982535,24.4857088666,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门尚品街,CECEShangPinJie
467,莲花森林公园Lianhua Forest Park,0,0.0,,,117.9748973033,24.7538179381,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,莲花森林公园,LianhuaForestPark
468,福建海洋珍稀物种自然保护区Fujian Rare Species of Marine Nature Reserve,0,0.0,,,118.0580066906,24.4650507284,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,福建海洋珍稀物种自然保护区,FujianRareSpeciesofMarineNatureReserve
469,东方龙珠城堡Dongfanglongzhu Castle,0,0.0,,,118.092922,24.444769,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,东方龙珠城堡,DongfanglongzhuCastle
470,厦门工学院Xiamengong College,0,0.0,,,118.073391,24.622652,0,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/d0fa87b9-47a0-4596-bd22-79137f0c6e9f.jpg_480x360_58a3263e.jpg_480x360_e136d808.jpg,厦门工学院,XiamengongCollege
471,星空魔幻城Star Magic City,0,90.0,,,118.0947218486,24.4424752763,9,0.0,https://flight-feed.qunarzz.com/as3/267/image/poi_vishnu/0052dd97-93a3-46b8-a131-7d1f3108de94.jpg_480x360_a7e6f15d.jpg_480x360_127ae204.jpg,星空魔幻城,StarMagicCity
472,濒危灭绝动物探索馆Museum of Endangered Species,0,96.0,,,118.180948,24.544987,4,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,濒危灭绝动物探索馆,MuseumofEndangeredSpecies
473,中非世野野生动物园Zhongfei Shiye Yesheng Zoo,0,70.0,,,118.33754,24.640705,13,0.0,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/fusion/202112/a3133e511c61d5f7784e4dd6eaaa842d.jpg_r_480x360x95_22e0a1cb.jpg,中非世野野生动物园,ZhongfeiShiyeYeshengZoo
474,晓学堂·虫洞书店X-Readspace—Wormhole Bookstore,0,98.0,,,118.079536,24.449209,12,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/614bd28b14487bfa1dc18a2954bc9881.jpg_r_480x360x95_ca2dc946.jpg,晓学堂虫洞书店,XReadspaceWormholeBookstore
475,香山公园Xiang Mountain Park,0,98.0,,,118.303732,24.633964,10,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/d7e735f444d84519ef232b70147268ec.jpg_r_480x360x95_45726cc2.jpg,香山公园,XiangMountainPark
476,台湾街Taiwan Street,0,0.0,,,118.138853,24.49844,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/3617e44632bb7bd95e5665402611edef.jpg_r_480x360x95_4c656052.jpg,台湾街,TaiwanStreet
477,千波亭Qianbo Pavilion,0,0.0,,,118.075572,24.444518,1,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/d5ec18cd-53ea-4ea0-9661-2ba06a91727e.jpg_480x360_084e5e9f.jpg_480x360_f2171650.jpg,千波亭,QianboPavilion
478,林氏府Mansion of Family Lin,0,100.0,,,118.0803247498,24.4501475936,0,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/740c863f-6193-4c47-966a-cebde34a0565.jpg_480x360_f030431e.jpg_480x360_7b1ed5f7.jpg,林氏府,MansionofFamilyLin
479,厦大群贤楼群Cluster of Qunxian Buildings in Xiamen University,0,94.0,,,118.101908,24.443165,3,0.0,https://flight-feed.qunarzz.com/as3/203/image/poi_vishnu/fa2fea96-5423-4d0c-aafd-fca92b67be85.jpg_480x360_71cd2484.jpg_480x360_2bbf5ace.jpg,厦大群贤楼群,ClusterofQunxianBuildingsinXiamenUniversity
480,厦门大学(思明校区)-钟林美广场Xiamen Daxue Zhonglinmei Square,0,100.0,,,118.1003000101,24.4432547497,5,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/585fff0d08e65b169d5ed326e54ca345.jpg_r_480x360x95_fe5bf005.jpg,厦门大学思明校区钟林美广场,XiamenDaxueZhonglinmeiSquare
481,厦门海关验货员公寓旧址Xiamen Haiguan Yanhuoyuan Gongyu Site,0,100.0,,,118.077457,24.447292,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/5390a9feada378b31e0d6d07319b60a2.jpg_r_480x360x95_022253ae.jpg,厦门海关验货员公寓旧址,XiamenHaiguanYanhuoyuanGongyuSite
482,瞰青别墅Kanqing Villa,0,100.0,,,118.073275,24.448994,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,瞰青别墅,KanqingVilla
483,英国伦敦差会女传教士宅Former London Women Missionary Society Residence,0,98.0,,,118.0721880381,24.4487454758,4,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/671b3ad464128474b22df99f8c5d4328.jpg_r_480x360x95_11f8574c.jpg,英国伦敦差会女传教士宅,FormerLondonWomenMissionarySocietyResidence
484,英商亚细亚火油公司旧址Former Office Building of British Asiatic Petroleum Company,0,0.0,,,118.076398,24.449183,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,英商亚细亚火油公司旧址,FormerOfficeBuildingofBritishAsiaticPetroleumCompany
485,厦门表白墙Xiamen Confession Wall,0,0.0,,,118.083118,24.458106,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门表白墙,XiamenConfessionWall
486,雨林世界Yulin World,0,94.0,,,118.104317,24.455921,19,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/a5f8ea0a-b897-4fdf-9aa5-f38402534a8b.jpg_480x360_f32c981d.jpg_480x360_91fe195a.jpg,雨林世界,YulinWorld
487,海堤公园Xiamen Haidi Jinian Park,0,90.0,,,118.1151692612,24.5558843862,6,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/d26f9156-565a-4286-ba32-9b7601a17eaa.jpg_480x360_ff472c7f.jpg_480x360_c63daebf.jpg,海堤公园,XiamenHaidiJinianPark
488,天湖大厦,0,0.0,,,118.116892,24.486317,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,天湖大厦,
489,环岛路烂尾楼,1,60.0,面朝大海的白色烂尾楼，背景是一览无余的蓝色大海，加上废墟感的简约楼梯，是小众又好看的拍照地，这里又被喻为废墟版纪念碑谷。,,118.111335687,24.4373018585,1,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/80fda845762ffdc23b1b0246f08d8501.jpg_r_480x360x95_83559d9a.jpg,环岛路烂尾楼,
490,悦成老爷车博物馆A.Change Classic Car Museum,0,90.0,,,118.3427373982,24.5689375459,5,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,悦成老爷车博物馆,AChangeClassicCarMuseum
491,厦门红点设计博物馆Xiamen Hongdian Sheji Museum,0,86.0,,,118.198256,24.5327,15,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/f76f68a3bbac5d2e59f176dcfcf20304.jpeg_r_480x360x95_e513eaa3.jpeg,厦门红点设计博物馆,XiamenHongdianShejiMuseum
492,凌云玉石博物馆Lingyunyushi Museum,0,98.0,,,118.162152,24.535226,36,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/e0b1acf4369b180418950b4ebfd69a31.jpg_r_480x360x95_1acda229.jpg,凌云玉石博物馆,LingyunyushiMuseum
493,舫山儿童公园Fang Mountain Children Park,0,100.0,,,118.2482608987,24.6662319999,3,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/64ab46e7bfb9494b15f7337629c78507.jpg_r_480x360x95_50b1a656.jpg,舫山儿童公园,FangMountainChildrenPark
494,厦门紫云岩Xiamen Ziyun Rock,0,0.0,,,118.1041865635,24.4550909347,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门紫云岩,XiamenZiyunRock
495,弘晏庄木偶艺术馆Hongyanzhuang Mu'ou Art Museum,0,100.0,,,118.1335610292,24.4313473205,0,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/66f92752-f180-4d32-bd67-d2eb7d202781.jpg_480x360_c841af1a.jpg_480x360_181c92fc.jpg,弘晏庄木偶艺术馆,HongyanzhuangMuouArtMuseum
496,Art.pop泡泡艺术中心Art.pop Paopao Center,0,58.0,,,118.164567,24.447678,14,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,泡泡艺术中心,ArtpopArtpopPaopaoCenter
497,片仔癀博物馆Pianzaihuang Museum,0,82.0,,,118.074702,24.452641,10,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/77469142-604c-472e-997c-e33371de8b9f.jpg_480x360_bd1ffa92.jpg_480x360_8e4e8e96.jpg,片仔癀博物馆,PianzaihuangMuseum
498,厦门火车站-南广场,0,90.0,,,118.123,24.4728,10,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门火车站南广场,
499,青礁村院前社Qingjiao Village Yuanqian Club,0,90.0,,,117.9789189933,24.4882310085,2,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/9abbdac8-c520-436e-9209-7660ec26756e.jpg_480x360_1ee044d0.jpg_480x360_6f884584.jpg,青礁村院前社,QingjiaoVillageYuanqianClub
500,珊瑚礁海洋世界Shanhujiao Haiyang World,0,90.0,,,118.0897186043,24.4604589808,36,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/05a740d5-de40-4302-b4cf-02c5a7a1df3d.jpg_480x360_97b3558c.jpg_480x360_9ad5a4fb.jpg,珊瑚礁海洋世界,ShanhujiaoHaiyangWorld
501,林文庆别野Lin Wenqing Villa,0,100.0,,,118.073911,24.45207,1,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/58bd937bded090aea4b49b881729b950.jpg_r_480x360x95_e261a3b8.jpg,林文庆别野,LinWenqingVilla
502,莲福美术馆Lianfu Gallery,0,0.0,,,118.114448,24.494219,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,莲福美术馆,LianfuGallery
503,"青礁慈济祖宫-凉亭Kiosk, Qingjiao Ciji Ancestral Palace",0,60.0,,,117.979,24.4932,2,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/bfd8498ca066d1de536d7aac39297869.jpg_r_480x360x95_74c6c797.jpg,青礁慈济祖宫凉亭,KioskQingjiaoCijiAncestralPalace
504,三国广场Sanguo Square,0,0.0,,,118.166,24.4834,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,三国广场,SanguoSquare
505,财富广场Caifu Square,0,0.0,,,118.166,24.4832,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,财富广场,CaifuSquare
506,奥永广场Aoyong Square,0,90.0,,,118.116512,24.493845,2,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/63d6dde3-f224-4834-8292-0addc237c4d9.jpg_480x360_dca8d4bc.jpg_480x360_70827df1.jpg,奥永广场,AoyongSquare
507,东屿堂Dongyu Church,0,0.0,,,118.0466398081,24.4976667798,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,东屿堂,DongyuChurch
508,林语花溪体验中心Linyuhuaxi Tiyan Center,0,0.0,,,118.032,24.4661,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,林语花溪体验中心,LinyuhuaxiTiyanCenter
509,萨本栋广场Sabendong Square,0,0.0,,,118.103,24.4409,0,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/181d5dafd0c6bacf266132ec6e7da1c3.jpg_r_480x360x95_7225d0d5.jpg,萨本栋广场,SabendongSquare
510,厦门吕塘香山Xiamen Lvtang Xiangshan Mountain,0,100.0,,,118.2798340148,24.6130329576,0,0.0,https://flight-feed.qunarzz.com/as3/202/image/poi_vishnu/407d5a0d-6c43-43f2-aba7-fbb7df8f2e89.jpg_480x360_edd1d347.jpg_480x360_7722eb0d.jpg,厦门吕塘香山,XiamenLvtangXiangshanMountain
511,国际园中心广场Guojiyuan Center Square,0,0.0,,,118.078,24.5826,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,国际园中心广场,GuojiyuanCenterSquare
512,棋乐广场Qile Square,0,0.0,,,118.037,24.4912,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,棋乐广场,QileSquare
513,静志寺塔基地宫Jingzhi Pagoda Base Palace,0,0.0,,,117.9807314761,24.4915336237,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,静志寺塔基地宫,JingzhiPagodaBasePalace
514,画廊旅馆(故驿店),0,100.0,,,118.074281,24.456322,7,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/ca764b28e2b3d1936c22373777a44057.jpg_r_480x360x95_fb9e08f3.jpg,画廊旅馆故驿店,
515,天衢古道公园(建设中),0,0.0,,,118.016,24.5101,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,天衢古道公园建设中,
516,日东公园-音乐广场Ridong Gongyuan-Yinyue Square,0,0.0,,,118.042,24.5663,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,日东公园音乐广场,RidongGongyuanYinyueSquare
517,"古楼龙山宫Longshan Palace, Gulou",0,0.0,,,118.177057,24.470672,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,古楼龙山宫,LongshanPalaceGulou
518,埭头慈济宫Daitou Ciji Palace (South Gate),0,0.0,,,118.125,24.4865,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,埭头慈济宫,DaitouCijiPalaceSouthGate
519,湖里街道仙岳山激情广场Huli Residential District Xianyueshan Jiqing Square,0,96.0,,,118.118,24.5068,2,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/372c86d6-28ab-465e-b83d-fcc33f494b69.jpg_480x360_a5e3a924.jpg_480x360_ddc0a85d.jpg,湖里街道仙岳山激情广场,HuliResidentialDistrictXianyueshanJiqingSquare
520,集美始祖墓Jimei Ancestor Tomb,0,90.0,,,118.099557,24.572428,1,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/ea1e5edd7d029b70e4e3308a10da1e2f.jpg_r_480x360x95_490d3871.jpg,集美始祖墓,JimeiAncestorTomb
521,崎头妈祖宫Qitou Mazu Palace,0,0.0,,,118.196,24.665,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,崎头妈祖宫,QitouMazuPalace
522,北大生物园(金尚路)Peking University Biological Park (Jinshang Road),0,0.0,,,118.15366,24.490392,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,北大生物园金尚路,PekingUniversityBiologicalParkJinshangRoad
523,小坪森林公园-莲花国家森林公园Xiaoping Senlin Gongyuan-Lianhua National Forest Park,0,0.0,,,118.030367016,24.8531640213,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,小坪森林公园莲花国家森林公园,XiaopingSenlinGongyuanLianhuaNationalForestPark
524,莲坂村五岳兴莲北山宫Lianbancun Wuyue Xinglian Beishan Palace,0,0.0,,,118.125,24.4855,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,莲坂村五岳兴莲北山宫,LianbancunWuyueXinglianBeishanPalace
525,"厦门市集美区后溪镇苏营皇渡庵(皇帝井)Suying Huangdu Nunnery (Emperor Well), Houxi Town, Jimei District, Xiamen",0,0.0,,,118.041,24.6504,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门市集美区后溪镇苏营皇渡庵皇帝井,SuyingHuangduNunneryEmperorWellHouxiTownJimeiDistrictXiamen
526,甘露寺Ganlu Temple,0,80.0,,,118.099674,24.45644,1,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/289ccaa3be8eb835c05415a2704a3e5f.jpg_r_480x360x95_294c6f04.jpg,甘露寺,GanluTemple
527,分源宫Fenyuangong,0,0.0,,,118.1061451942,24.5322417282,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,分源宫,Fenyuangong
528,太岁殿Taisui Palace,0,0.0,,,118.1181123304,24.5065221844,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,太岁殿,TaisuiPalace
529,正顺宫Zhengshun Palace,0,0.0,,,118.053,24.5015,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,正顺宫,ZhengshunPalace
530,洪山柄东堂宫Hongshan Bingdong Tanggong,0,0.0,,,118.16,24.4806,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,洪山柄东堂宫,HongshanBingdongTanggong
531,厦门儿童公园一期Xiamen Children's Park Phase I,0,0.0,,,118.044,24.4727,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门儿童公园一期,XiamenChildrensParkPhaseI
532,红十字文化广场Hongshizi Culture Square,0,98.0,,,118.1773,24.541973,4,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/81187f6ccd08b0515acf57275a3440e5.jpg_r_480x360x95_c6bacbbd.jpg,红十字文化广场,HongshiziCultureSquare
533,坂美公园Banmei Park,0,0.0,,,118.1881401855,24.5230241536,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,坂美公园,BanmeiPark
534,郎天府宫戏台Langtianfugong Stage,0,0.0,,,118.15,24.5216,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,郎天府宫戏台,LangtianfugongStage
535,天鹅广场Tian'e Square,0,80.0,,,118.099182518,24.4805200838,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,天鹅广场,TianeSquare
536,时代广场Shidai Square,0,94.0,,,118.081897,24.639886,1,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/dc845971-3f35-40ab-853c-ba4ec3fa668c.jpg_480x360_1633511f.jpg_480x360_f892cc7b.jpg,时代广场,ShidaiSquare
537,"吕厝保安宫Baoan Palace, Lvcuo",0,80.0,,,118.137,24.5001,1,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/cab8c45aa864f7deecf0ac983444a519.jpg_r_480x360x95_ea6d6ce9.jpg,吕厝保安宫,BaoanPalaceLvcuo
538,妈祖宫Mazu Palace,0,0.0,,,118.104003005,24.5076800379,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,妈祖宫,MazuPalace
539,半岭土地公庙Banling Earth God Temple,0,60.0,,,118.106,24.4604,1,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/9a0daa0027dc6e6332ced565dbb34c0a.jpg_r_480x360x95_1aaa70ff.jpg,半岭土地公庙,BanlingEarthGodTemple
540,台湾免税公园Dadeng Xiaozhen Taiwan Mianshui Park,0,98.0,,,118.3428035873,24.5687323237,3,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/0157e01c-f656-4f93-8b0d-716248d957c4.jpg_480x360_96760c88.jpg_480x360_882c7b56.jpg,台湾免税公园,DadengXiaozhenTaiwanMianshuiPark
541,濠头社区-文化广场Haotou Shequ- Culture Square,0,0.0,,,118.093,24.5024,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,濠头社区文化广场,HaotouShequCultureSquare
542,汇丰银行职员公寓旧址Huifeng Yinhang Zhiyuan Gongyu Site,0,86.0,,,118.07287,24.454384,5,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/14fbe46efefa74b9a8ae7f11dd14cd75.jpg_r_480x360x95_6ca10e9c.jpg,汇丰银行职员公寓旧址,HuifengYinhangZhiyuanGongyuSite
543,仔树礼拜堂Zaishu Chapel,0,0.0,,,118.081,24.4659,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,仔树礼拜堂,ZaishuChapel
544,新区福音堂(永升聚会点)Yongsheng Gathering Place of New District Gospel Church,0,0.0,,,118.1192484173,24.5236934937,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,新区福音堂永升聚会点,YongshengGatheringPlaceofNewDistrictGospelChurch
545,"厦门市鼓浪屿风景名胜区-鼓浪屿码头遗迹Gulangyu Wharf Relics, Gulangyu Island Scenic Area, Xiamen City",0,86.0,,,118.075892,24.455832,4,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/40a1b7ab2ab202a145b041b81fe959cf.jpg_r_480x360x95_8f7242d7.jpg,厦门市鼓浪屿风景名胜区鼓浪屿码头遗迹,GulangyuWharfRelicsGulangyuIslandScenicAreaXiamenCity
546,厦门金尚法治文化广场Xiamen Jinshang Fazhi Culture Square,0,0.0,,,118.157,24.4987,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,厦门金尚法治文化广场,XiamenJinshangFazhiCultureSquare
547,中国交通运输部中国救捞,0,0.0,,,118.164,24.541,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,中国交通运输部中国救捞,
548,保提教会Baoti Church,0,0.0,,,118.111,24.4771,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,保提教会,BaotiChurch
549,竹坝芳都观光果园(厦门芳都观光果园有限公司),0,0.0,,,118.221,24.7874,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,竹坝芳都观光果园厦门芳都观光果园有限公司,
550,一善禅,0,0.0,,,118.156,24.5234,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,一善禅,
