sid,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,图片url,经纬度
9784650,玄武门,4,92.0,,627.0,118.79062,32.076326,160,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/18968159bf3eda97b20bafea002e7e91.jpg_r_480x360x95_8143b8c5.jpg,[118.79062   32.076326]
10073563,熙南里,1,90.0,,336.0,118.7878272396,32.0310797837,43,0.0,https://flight-feed.qunarzz.com/as3/288/image/poi_vishnu/728bc30b-ee1a-494e-93fd-8af6e28caaea.jpg_480x360_58ecc3f0.jpg_480x360_dbf2637f.jpg,[118.78782724  32.03107978]
701724,紫金山天文台,2,88.0,中国现代天文机构鼻祖，明清天文仪器很精美。,106.0,118.835738,32.071496,338,0.11,https://img1.qunarzz.com/travel/d7/1507/9e/987cc116e9a9a3.jpg_r_480x360x95_0aa2103d.jpg,[118.835738  32.071496]
37192919,无想水镇,0,70.0,,,119.0398543993,31.6290080491,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[119.0398544   31.62900805]
9478148,紫霞湖,5,88.0,湖水静谧，适合避暑、散步，是一片休闲“秘境”。,1166.0,118.849969,32.065826,171,0.0,https://img1.qunarzz.com/travel/d3/1506/5a/5c5ce8d054260.jpg_r_480x360x95_929b76aa.jpg,[118.849969  32.065826]
10066228,石山下村,0,90.0,,372.0,119.065952,31.515513,8,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[119.065952  31.515513]
7469854,周园,0,66.0,周园位于南京市溧水区白马镇，是中国最大的私人收藏馆，由英籍华人周贺桐先生建设，占地面积100多亩，形之吉祥之“如意”，由周园、文化艺术展示中心及徽文化精品体验中心三部分组成。,104.0,119.19814,31.634716,16,0.0,https://img1.qunarzz.com/travel/poi/1408/28/e941e7bb9824fdaffffffffc8d65eac.jpg_r_480x360x95_cd35e802.jpg,[119.19814   31.634716]
5784867,中山码头,5,92.0,充满浓郁民国风情的码头，文艺青年和摄影爱好者的聚集地。,4.0,118.7401,32.093342,103,0.0,https://img1.qunarzz.com/travel/poi/1411/61/61b76f20f8ebe0c0213a9cdb.jpg_r_480x360x95_71cc0bae.jpg,[118.7401    32.093342]
9478137,龙王山风景区,0,60.0,,1176.0,118.7200046345,32.2049803086,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.72000463  32.20498031]
7646589,南京古生物博物馆,1,90.0,了解地球和生命演化历史的故事，启发对自然历史的兴趣和认识。,131.0,118.801606,32.066006,103,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/e55efaa2-3123-46e4-8d55-8d7ad1d9123f.jpg_480x360_c16d19c3.jpg_480x360_e7cf70e8.jpg,[118.801606  32.066006]
701544,阅江楼,9,94.0,登阅江楼眺望南京长江大桥和滚滚长江，日落时景色尤其美。,26.0,118.753125,32.099745,1304,0.04,https://img1.qunarzz.com/travel/d6/201311/19/f97a29fe971fb595ddb12cfb.jpg_r_480x360x95_aa9a9188.jpg,[118.753125  32.099745]
712390,中山植物园,5,90.0,中国四大植物园之一，明城墙环绕，11月底可在红枫岗赏枫。,92.0,118.837679,32.060434,299,0.01,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/e4c5f461-008c-4203-9a69-de99880d3e94.jpg_480x360_a2a21e8a.jpg_480x360_acfdeab0.jpg,[118.837679  32.060434]
38145269,宝卡湖,0,100.0,,,119.0007328686,32.0083011672,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[119.00073287  32.00830117]
9478950,侯冲风景区,2,84.0,,736.0,118.567341,32.136767,15,0.0,https://img1.qunarzz.com/p/tts4/1806/8a/41c2dcefee126702.jpg_r_480x360x95_72dd4dda.jpg,[118.567341  32.136767]
703809,珍珠泉风景区,1,90.0,欣赏碧绿清澈的珍珠泉，爬长城挑战自我，观看动物园的精彩表演。,151.0,118.6694507436,32.1306464601,571,0.0,https://img1.qunarzz.com/travel/poi/1707/bd/322177d50d189137.jpg_r_480x360x95_946608e4.jpg,[118.66945074  32.13064646]
708700,鼓楼,5,88.0,感受古时报时文化，品味历史，还可登楼欣赏秦淮美景。,49.0,118.788485,32.064864,251,0.1,https://img1.qunarzz.com/travel/d1/1706/72/75799da0ea4365b5.jpg_r_480x360x95_e01ca258.jpg,[118.788485  32.064864]
706521,梅园新村纪念馆,1,90.0,品味复古风情建筑，参观各式纪念馆。,81.0,118.808153,32.048913,141,0.02,https://img1.qunarzz.com/piao/fusion/1811/df/8d83e65f64296d02.jpg_r_480x360x95_f0b1bbf3.jpg,[118.808153  32.048913]
9141854,圣保罗教堂,4,94.0,,71.0,118.79705,32.035992,64,0.0,https://img1.qunarzz.com/travel/d0/1512/7d/72a5a717ae3521f7.jpg_r_480x360x95_5103ca66.jpg,[118.79705   32.035992]
709440,金牛湖风景区,3,84.0,南京市最大的人工湖泊，被称为“江北第一景”。,89.0,118.975246,32.47569,171,0.0,https://img1.qunarzz.com/travel/d8/1707/cf/535b78a81b4d38b5.jpg_r_480x360x95_fb53c581.jpg,[118.975246  32.47569 ]
5850245,南京云锦博物馆,1,88.0,中国唯一的云锦专业博物馆，欣赏1500多年手工织造历史的南京云锦。,6.0,118.7514,32.042043,172,0.01,https://img1.qunarzz.com/piao/fusion/1809/35/46fc449afd644602.jpg_r_480x360x95_3d21cd0e.jpg,[118.7514    32.042043]
7524565,南京明故宫遗址公园,9,84.0,原明朝皇宫的所在地，现只剩下地下埋藏的石构件，但依然能窥见当年皇宫的雄伟。,24.0,118.824416,32.047681,357,0.01,https://img1.qunarzz.com/travel/d8/1703/42/6f3cfb68dbc9a3b5.jpg_r_480x360x95_75644089.jpg,[118.824416  32.047681]
7565590,南京理工大学,4,94.0,,246.0,118.863225,32.031429,175,0.0,https://img1.qunarzz.com/travel/d8/1703/e1/23ef754fd2f1bab5.jpg_r_480x360x95_831a2d3e.jpg,[118.863225  32.031429]
29541205,止马岭风景区,0,88.0,,,118.5906320292,32.5765443472,4,0.0,https://flight-feed.qunarzz.com/as3/363/image/poi_vishnu/272c45ea-99ce-4dbf-bb48-0a4ab04688d1.jpg_480x360_3ee9accd.jpg_480x360_f17efecf.jpg,[118.59063203  32.57654435]
27390761,乡伴苏家文创小镇,0,0.0,典型的江南农家乐庄,,118.732793,31.809898,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.732793  31.809898]
23055034,汤山矿坑公园,0,88.0,,,119.045561,32.044703,39,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[119.045561  32.044703]
10071278,百家湖美术馆,0,90.0,,338.0,118.814027313,31.945984288,7,0.0,https://img1.qunarzz.com/p/tts2/1801/f4/4531788de4bd7b02.jpg_r_480x360x95_8b3b9a63.jpg,[118.81402731  31.94598429]
10012475,南京国防园,0,92.0,,544.0,118.761335,32.057966,67,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.761335  32.057966]
709195,莫愁湖景区,11,84.0,了解莫愁女的凄清故事，漫步河畔、园林建筑间，春赏海棠夏赏荷。,45.0,118.767697,32.042376,700,0.11,https://img1.qunarzz.com/travel/d3/1503/e3/3a9a3865394acc.jpg_r_480x360x95_a45388a2.jpg,[118.767697  32.042376]
704181,江心洲,1,90.0,,120.0,118.703644,32.014231,21,0.0,https://img1.qunarzz.com/travel/poi/1803/d5/b04aba947e1e9937.jpg_r_480x360x95_fab85ca1.jpg,[118.703644  32.014231]
7469809,大金山,0,86.0,,253.0,119.124897,31.701949,49,0.0,https://img1.qunarzz.com/travel/poi/1408/28/498d416a371f3828ffffffffc8d65eac.jpg_r_480x360x95_0424590e.jpg,[119.124897  31.701949]
5220390,蒋介石温泉别墅,1,88.0,,4.0,119.070108,32.059347,38,0.0,https://img1.qunarzz.com/travel/d9/1801/89/702aeff3fcac4db5.jpg_r_480x360x95_57138f6c.jpg,[119.070108  32.059347]
35198902,无想山,0,90.0,,,119.032355,31.615588,3,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/a2bd3223ba7e234b35f5d67b3ce9c1f0.jpg_r_480x360x95_e44cb219.jpg,[119.032355  31.615588]
23344665,不老村,0,86.0,,,118.616498,32.098005,20,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.616498  32.098005]
707035,甘家大院,3,92.0,,40.0,118.788467,32.032443,190,0.01,https://img1.qunarzz.com/travel/d3/1610/7c/44717d8c81547b5.jpg_r_480x360x95_d0ea3470.jpg,[118.788467  32.032443]
7469793,南京长江大桥公园,1,86.0,,66.0,118.758692,32.115443,162,0.0,https://img1.qunarzz.com/travel/poi/1408/28/47965d85ab1fa9e3ffffffffc8d65eac.jpg_r_480x360x95_0da5d29d.jpg,[118.758692  32.115443]
7525623,河海大学,2,94.0,,268.0,118.76578,32.061096,63,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/c7dfea0202342b8cfce07f950dd2c5ea.gif_r_480x360x95_46d2b34c.gif,[118.76578   32.061096]
706399,胭脂河,1,92.0,,133.0,118.99019,31.648413,41,0.0,https://img1.qunarzz.com/travel/poi/1411/a5/a51550f6d9dc9ca8213a9cdb.jpg_r_480x360x95_a1cc0bcc.jpg,[118.99019   31.648413]
715509,固城遗址,1,76.0,,291.0,118.9903700829,31.3163719177,9,0.0,https://flight-feed.qunarzz.com/as3/202/image/poi_vishnu/15fcb769-9171-433a-8a2a-390a02276cef.jpg_480x360_fbc81e2e.jpg_480x360_333d4e64.jpg,[118.99037008  31.31637192]
3570613,水街,1,92.0,,2350.0,118.802187,32.020797,25,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/face6f0ba3f9b502282c03f1af1f0efe.jpg_r_480x360x95_488c53eb.jpg,[118.802187  32.020797]
35216132,大塘金香草谷,0,80.0,,,118.737735,31.854229,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.737735  31.854229]
19527740,,0,0.0,,,118.900182668,31.8941664937,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.90018267  31.89416649]
10034405,紫峰大厦观光层,1,90.0,站在南京最高的地方，俯瞰南京美景，是非常好的城市观景点。,72.0,118.789719,32.066918,129,0.0,https://img1.qunarzz.com/piao/fusion/1804/c5/c2d3d12052703f02.jpg_r_480x360x95_58281d17.jpg,[118.789719  32.066918]
9784991,丁香园,0,0.0,,594.0,118.787671,32.00254,0,0.0,https://img1.qunarzz.com/travel/poi/1708/a7/04b3f974d4dd0637.jpg_r_480x360x95_624609eb.jpg,[118.787671  32.00254 ]
9478501,黄龙岘金陵茶文化旅游村,1,90.0,,181.0,118.6976880385,31.786187218,3,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/0fe0684804047b2b8d099d9faa6d6d76.jpeg_r_480x360x95_ac1015ad.jpeg,[118.69768804  31.78618722]
9478200,方山风景旅游度假区,1,90.0,,1124.0,118.882102,31.901793,66,0.0,https://img1.qunarzz.com/piao/fusion/1904/9f/0dff22f593f2d602.jpg_r_480x360x95_02f62f05.jpg,[118.882102  31.901793]
708257,中山陵音乐台,6,78.0,纪念孙中山先生仪式时的音乐表演及集会演讲。,152.0,118.861552763,32.0614649177,61,0.05,https://img1.qunarzz.com/travel/d9/1505/83/6a0ce45f9cd4e3.jpg_r_480x360x95_894b379e.jpg,[118.86155276  32.06146492]
10066347,南京林业大学,2,92.0,,368.0,118.823369,32.085309,100,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/ec23e5dca43b69cb563c352ba55bcabc.gif_r_480x360x95_8c6a150b.gif,[118.823369  32.085309]
703105,南唐二陵,1,78.0,,302.0,118.744832,31.893164,72,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/995ddb65592dda43886e68bba76f9d04.jpg_r_480x360x95_b3efc22e.jpg,[118.744832  31.893164]
38340338,颠倒博物馆南京店,0,0.0,,,118.785551,32.047807,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.785551  32.047807]
37998383,汤山涵田臻温泉,0,88.0,,,119.0639,32.051817,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[119.0639    32.051817]
37158297,紫清湖野生动物世界,0,92.0,,,119.045848,32.06965,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[119.045848  32.06965 ]
35213808,佘村水库,0,0.0,,,118.9329803858,31.9795757146,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.93298039  31.97957571]
32788799,下关火车主题园,0,96.0,,,118.7504584176,32.109559988,4,0.0,https://flight-feed.qunarzz.com/as3/271/image/poi_vishnu/45833139-09b9-4c64-83cf-074a1cfa4ef3.jpg_480x360_bb7c656b.jpg_480x360_7a9c68ee.jpg,[118.75045842  32.10955999]
26577278,观音阁,0,90.0,,,118.820114,32.150519,1,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.820114  32.150519]
23343714,南京国际画家村,0,72.0,,,118.8080197815,32.3055696191,3,0.0,https://flight-feed.qunarzz.com/as3/271/image/poi_vishnu/aa771ba9-01f4-4bf1-97d9-7cabf5150150.jpg_480x360_291c8f64.jpg_480x360_1ce79da3.jpg,[118.80801978  32.30556962]
10020267,无想寺,1,86.0,,467.0,119.037525,31.601763,9,0.0,https://img1.qunarzz.com/travel/poi/1712/cf/49d6fa9cd2048e37.jpg_r_480x360x95_3b8a1147.jpg,[119.037525  31.601763]
9599869,南京大学鼓楼校区,2,90.0,南京大学鼓楼校区是南大的老校区，建筑多为独特的民国风格。,87.0,118.786078,32.061531,12,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/9dc696298a60a70cd7050b9b5e9d5ef9.jpg_r_480x360x95_f7c3d653.jpg,[118.786078  32.061531]
9478658,南京保利大剧院,2,94.0,,690.0,118.714052,31.997675,63,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/21cae0046bdcd52c7cea1e2849e58f6a.jpg_r_480x360x95_459b6f6c.jpg,[118.714052  31.997675]
9478399,国立美术馆旧址,0,86.0,,981.0,118.800036,32.050327,26,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/230825a817a37c4b7cbcabc73f2d0220.jpg_r_480x360x95_3d35aebd.jpg,[118.800036  32.050327]
7646166,南京航空航天大学,3,94.0,,1219.0,118.8242924098,32.0385627747,99,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/288bace419c86b2d06881cc145eda349.jpg_r_480x360x95_74b6521f.jpg,[118.82429241  32.03856277]
7642274,鱼嘴湿地公园,2,60.0,南京鱼嘴湿地公园位于南京市建邺区河西新城最南端，长江、夹江、秦淮新河三水交汇处。,1223.0,118.667737,31.975373,2,0.0,https://tr-osdcp.qunarzz.com/tr-osd-vs-dapp-ugc/img/3a90fb3d746070f561d706a009d7d8cf.jpeg_r_480x360x95_7f3f6314.jpeg,[118.667737  31.975373]
7642125,南京师范大学,4,92.0,,64.0,118.774042,32.059131,231,0.0,https://img1.qunarzz.com/travel/d6/1711/c8/a19b8e7d9144dfb5.jpg_r_480x360x95_c6572f7e.jpg,[118.774042  32.059131]
7524005,南京信息工程大学,2,86.0,南京信息工程大学是一所具有国际影响的综合性大学，座落在中国江苏省南京市。起源于1923年竺可桢在国立东南大学创办的气象系，1960年建院时称“南京大学气象学院”， 独立后改名为“南京气象学院”； 1978年被确定为全国重点高校，2000年学校由原隶…,261.0,118.729585,32.210505,9,0.0,https://img1.qunarzz.com/travel/d3/1604/5e/55e4b304bd5476f7.jpg_r_480x360x95_2104db77.jpg,[118.729585  32.210505]
715388,傅家边科技园区,1,82.0,,278.0,119.032563,31.569034,43,0.0,https://img1.qunarzz.com/p/tts7/1801/73/965847b55ed75202.jpg_r_480x360x95_3e91846b.jpg,[119.032563  31.569034]
38806331,龙出没梦幻小镇,0,0.0,,,118.933828,31.984274,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.933828  31.984274]
23352956,魔法师的图书馆,0,0.0,魔术互动+科学实验,,118.8321838851,31.9334605756,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.83218389  31.93346058]
10077086,三江学院四号门夜市,0,70.0,,313.0,118.756037,31.965242,31,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/20a1a865f326209f87cfe93a5e17114b.jpg_r_480x360x95_7a570221.jpg,[118.756037  31.965242]
9478671,南京游子山休闲旅游区,0,88.0,登高望远，赏千姿百态的群峰列锦，感受“游子”文化的深厚底蕴。,797.0,119.020801,31.355616,32,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[119.020801  31.355616]
9478565,平山森林公园,1,90.0,,844.0,118.848229,32.457979,35,0.0,https://img1.qunarzz.com/travel/d4/1707/71/852acb83433494b5.jpg_r_480x360x95_93c9b5cf.jpg,[118.848229  32.457979]
8682553,中山门,2,94.0,,1207.0,118.833864,32.044598,65,0.0,https://img1.qunarzz.com/travel/d4/1509/45/cbce625f60bd58.jpg_r_480x360x95_9a5585dc.jpg,[118.833864  32.044598]
7525626,江苏省美术馆,1,90.0,采用乱纹罗马洞石作为外墙的现代美术馆，与周围建筑大环境相融合。,159.0,118.805187,32.047859,174,0.0,https://img1.qunarzz.com/travel/poi/1410/27/ff661080f80b9878ffffffffc8d65eac.jpg_r_480x360x95_7260534a.jpg,[118.805187  32.047859]
713081,灵谷景区,17,92.0,环境清幽，观宏伟的明代无梁殿，登灵谷塔，在墓园缅怀革命烈士。,34.0,118.873765,32.061501,628,0.1,https://img1.qunarzz.com/travel/d8/1508/19/5e38add16ee79c.jpg_r_480x360x95_f9fa8d20.jpg,[118.873765  32.061501]
704199,清凉山公园,4,90.0,历史文化名园，又有“七朝胜迹”之称，是漫步歇息的绝佳去处。,90.0,118.767278,32.056272,146,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/fc251ac7-c684-4499-af18-054511cd148e.jpg_480x360_f4379504.jpg_480x360_14f8bfbc.jpg,[118.767278  32.056272]
703552,太平天国历史博物馆,2,90.0,,150.0,118.791595,32.027273,72,0.01,https://img1.qunarzz.com/travel/d2/1611/db/3f0dc1c81cc8bcb5.jpg_r_480x360x95_23a27a55.jpg,[118.791595  32.027273]
7523970,晨光科技创意产业园,1,88.0,,69.0,118.79444,32.012103,50,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/90b0fa87b87d370ce39729d14056a532.jpg_r_480x360x95_30aa16c0.jpg,[118.79444   32.012103]
38596002,玄武湖菱洲,0,0.0,,,118.806196,32.076947,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.806196  32.076947]
38001365,固城湾,0,98.0,,,118.879593,31.322903,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.879593  31.322903]
37806382,文化创意园,0,0.0,,,118.8585273024,31.9361526582,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.8585273   31.93615266]
37527569,南京松鼠部落森林假日公园,0,82.0,,,118.545165,32.104731,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.545165  32.104731]
37198115,地铁时光星街区,0,0.0,,,118.9663251503,32.1147180151,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.96632515  32.11471802]
36411167,象山湖市民公园,0,88.0,,,118.6318502142,32.1000909968,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.63185021  32.100091  ]
25921106,直立人化石遗址博物馆,0,0.0,,,118.883038,31.901771,15,0.0,https://img1.qunarzz.com/p/tts3/1801/1b/9d71b1a6be7e3802.jpg_r_480x360x95_8dffde2c.jpg,[118.883038  31.901771]
23344647,黄龙岘,0,86.0,,,118.69607,31.786226,11,0.0,https://flight-feed.qunarzz.com/as3/424/image/poi_vishnu/e6c80922-4981-4266-a271-1d549f17e588.jpg_480x360_d6657e1d.jpg_480x360_ec9f5742.jpg,[118.69607   31.786226]
20043471,清风亭,0,0.0,,,118.8455019382,31.9606151959,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.84550194  31.9606152 ]
19556487,中国福利彩票,0,0.0,,,118.916912532,31.9117700151,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.91691253  31.91177002]
19494484,苏码图文设计工作室,0,0.0,,,118.893332322,31.9392119151,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.89333232  31.93921192]
10013517,溧水周园,0,90.0,,533.0,119.198369,31.633592,90,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[119.198369  31.633592]
10006634,汤山风景区,1,90.0,,4.0,119.036688,32.076308,45,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/96ce46978e8bcaaf0138759344e514cb.jpg_r_480x360x95_affdfa13.jpg,[119.036688  32.076308]
9478662,三国村,0,88.0,,29.0,119.107641228,31.9146046959,25,0.0,https://img1.qunarzz.com/p/tts0/1806/7b/774fed9273e39102.jpg_r_480x360x95_915a67a5.jpg,[119.10764123  31.9146047 ]
9478586,颐和路民国时期公馆风貌区,2,90.0,,827.0,118.7766136136,32.0692046765,9,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/31e0eb24e504ceb15fc36047bb3330d2.jpg_r_480x360x95_de385102.jpg,[118.77661361  32.06920468]
9478428,红叶谷,1,88.0,,955.0,118.970772,32.162914,28,0.0,https://flight-feed.qunarzz.com/as3/180/image/poi_vishnu/d619ec9c-1e25-42e8-82ee-7f4460506cdc.jpg_480x360_338162e3.jpg_480x360_1d953136.jpg,[118.970772  32.162914]
9478327,古秦淮夫子庙步行街,3,92.0,,172.0,118.7947641565,32.0255575982,8,0.0,https://img1.qunarzz.com/travel/d9/1702/13/14f1540453e303b5.jpg_r_480x360x95_c16cbe62.jpg,[118.79476416  32.0255576 ]
9478254,愚园,1,92.0,,1083.0,118.78004,32.022021,84,0.0,https://img1.qunarzz.com/travel/d4/1809/49/0c1d1002343c26b5.jpg_r_480x360x95_edccc7e4.jpg,[118.78004   32.022021]
715116,横梁雨花石博物馆,1,86.0,,236.0,118.790404,32.003234,39,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.790404  32.003234]
709263,午朝门公园,2,92.0,,238.0,118.824049,32.044408,71,0.0,https://img1.qunarzz.com/travel/d7/1705/da/13112caa910160b5.jpg_r_480x360x95_34556eb9.jpg,[118.824049  32.044408]
704242,九华山公园,1,90.0,,44.0,118.814403,32.066029,68,0.0,https://img1.qunarzz.com/travel/d9/1603/18/1b91e7a35e2144f7.jpg_r_480x360x95_e75c9562.jpg,[118.814403  32.066029]
707391,北极阁,1,0.0,鸡笼山位于鼓楼广场东面，北依台城，紧临玄武湖，因山形似鸡笼，故名鸡笼山。南朝宋时在山顶上建立了第一个日观台，观天象，测风候。山下还建立了中国第一所大学，全国有名的文史学家常聚集在这里，鸡笼山堪称当时的学术中心。这个中心随南朝的衰败…,244.0,118.7996098753,32.0650919188,0,0.0,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif,[118.79960988  32.06509192]
7524290,拉贝故居,5,90.0,,245.0,118.789734,32.05686,84,0.0,https://img1.qunarzz.com/travel/d7/1602/9e/9cf79665f2658ef7.jpg_r_480x360x95_640d47a8.jpg,[118.789734  32.05686 ]
7565569,东南大学四牌楼校区,3,92.0,东南大学四牌楼校区座落于南京市区，东枕钟山，西邻钟鼓楼，北临玄武湖，珍珠河纵贯其间，山湖相映，万木竞翠，环境优美。是六朝宫苑的遗址，也曾是明朝国子监所在地。,62.0,118.800002,32.061518,16,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/1d0d5adf2e87272e4039130e85e8b717.jpg_r_480x360x95_1204578a.jpg,[118.800002  32.061518]
708288,千佛岩,1,86.0,,33.0,118.9667,32.157491,75,0.0,https://img1.qunarzz.com/travel/d3/1611/e3/e45fbe2b67d608b5.jpg_r_480x360x95_3eee95ed.jpg,[118.9667    32.157491]
7646165,玄武门城墙,5,94.0,,53.0,118.794291,32.076891,61,0.01,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/407570ae2137b59e50bc1b048830315a.jpg_r_480x360x95_c5cc1a94.jpg,[118.794291  32.076891]
7469784,宝船厂遗址,1,90.0,重温郑和下西洋的历史场景，感受船队风貌的壮观场面。,254.0,118.740568,32.066882,141,0.0,https://img1.qunarzz.com/travel/poi/1408/28/67be7596382684e0ffffffffc8d65eac.jpg_r_480x360x95_457bd42e.jpg,[118.740568  32.066882]
711996,狮子山景区,1,92.0,,119.0,118.755125,32.100862,50,0.0,https://img1.qunarzz.com/travel/d2/201212/12/37a62ddf7743d4dbddb12cfb.jpg_r_480x360x95_4d6b05d1.jpg,[118.755125  32.100862]
702695,渡江胜利纪念馆,2,88.0,,263.0,118.738006,32.079429,56,0.0,https://tr-osdcp.qunarzz.com/tr-osd-tr-mapi/img/b55e908b72354956320b0ec5dad1a5df.jpg_r_480x360x95_e20f2599.jpg,[118.738006  32.079429]
7524241,南京图书馆,3,94.0,亚洲第四大图书馆，不单藏书量巨大，环境也十分幽静。,158.0,118.802061,32.048309,353,0.01,https://img1.qunarzz.com/travel/d4/1810/66/fec8aca26ab5aab5.jpg_r_480x360x95_113f9a45.jpg,[118.802061  32.048309]
7569153,金陵大学旧址,1,94.0,,266.0,118.78711186,32.0599620084,24,0.0,https://img1.qunarzz.com/travel/poi/1412/99/99643a27c4068a14cdb.jpg_r_480x360x95_9817144b.jpg,[118.78711186  32.05996201]
