,中文名,景点排名,攻略数量,评论数量,旅游率,景区介绍,评分,地址,开放时间,门票,价格
1250,凤凰园,51,0,5,0%,,4.0,天泉西路508号,全年 9:30-23:30,具体收费情况以现场公示为主,
1251,五一文化广场,31,0,9,0%,,4.2,后溪镇孙坂北路800号科技楼716室,全年 08:30-18:30,120元,
1253,馨园,315,0,4,0%,,5.0,环岛路1号,全年 11:00-2:00,额外收费，具体费用请咨询景区,
1254,演武池遗址,291,0,14,0%,,4.9,厦门大学翔安校区,全年 08:00-00:00,具体收费情况以现场公示为主,
1255,鹭岛名山,290,0,5,0%,,4.8,鹭江厦禾路137号（近中等职业学校）,全年 全天开放,具体收费情况以现场公示为主,
1256,演武公园,342,0,5,0%,,4.4,厦门市同安区城西路93号,"全年 09:00-12:00,15:00-18:00",具体收费情况以现场公示为主,
1257,帆礁宫,213,0,16,0%,,4.8,滨海街道厦大学生公寓内（芙蓉隧道）,"全年 周三 08:00-14:00,18:00-22:00;全年 周一-周二,周四-周日 08:00-22:00",具体收费情况以现场公示为主,
1258,鹭江社区公园,345,0,7,0%,,4.8,环城南路983号,全年 周一-周四 09:00-17:00;全年 周五 08:00-12:00;全年 周六-周日 08:00-20:00,,
1259,陈化成墓,351,0,12,0%,,4.8,湖滨中路100号之1,,具体收费情况以现场公示为主,
1261,嘉禾园,221,0,12,0%,,4.8,禾东路500号,,具体收费情况以现场公示为主,
1262,清真寺,348,0,2,0%,,4.0,海山路91号,春季、冬季 周一至周五 08:00-11:30 14:30-17:30 夏季、秋季 周一至周五 08:00-1...,具体收费情况以现场公示为主,
1263,朝天宫,350,0,13,0%,,4.6,滨湖北路15号区文化中心2号楼1层,全年 08:30-18:00,具体收费情况以现场公示为主,
1264,厦门雪峰寺,351,0,7,0%,,4.7,思明南路422号,,具体收费情况以现场公示为主,
1265,顺济宫,209,0,6,0%,,4.0,福建省厦门市翔安区顶曾路360号a区,全年 08:00-17:30,具体收费情况以现场公示为主,
1266,鸽子广场,362,0,3,0%,,4.4,新兴路与朝新路交叉口北150米,,具体收费情况以现场公示为主,
1268,城隍庙,188,0,4,0%,,4.7,侨英街道集美大道668号华侨大学厦门校区,全年 07:00-22:30,具体收费情况以现场公示为主,
1269,慈济圣宫,352,0,10,0%,,4.9,文康路289号,"全年 周五 08:00-12:00;全年 周一-周四 12:00-18:00;全年 周六-周日 08:00-12:00,14:30-17:30",,
1270,池王宫,353,0,9,0%,,4.9,建南路1号2层,全年 周一-周四 09:00-18:00;全年 周日 09:00-20:30,具体收费情况以现场公示为主,
1271,拱莲古寺,354,0,2,0%,,5.0,文教区天马路288号厦门华厦学院(近学院路),,具体收费情况以现场公示为主,
1272,芦山堂,355,0,8,0%,,4.6,厦门市集美区诚毅大街1号,,,
1273,东山古庙,289,1,1,0%,,5.0,昌海路莲塘别墅,,具体收费情况以现场公示为主,
1275,葫芦山烈士陵园,357,0,6,0%,,4.5,集美新城西亭中心区内市民广场,,具体收费情况以现场公示为主,
1276,西山岩寺,287,1,12,0%,,4.6,银江路集美万达广场,全年 全天开放,具体收费情况以现场公示为主,
1277,东岳行宫,360,0,3,0%,,4.3,滨湖北路,全年 09:00-21:00,,
1278,宅内古榕公园,361,0,1,0%,,4.3,莲花镇军营村,全年 全天开放,具体收费情况以现场公示为主,
1279,月美池公园,362,0,1,0%,,4.0,厦门市同安区莲花镇西北部,,,
1280,大明寺,363,0,2,0%,,5.0,新村中路187号,全年 全天开放,具体收费情况以现场公示为主,
1282,铁炉宫,217,0,1,0%,,4.3,海景南二路41号,,具体收费情况以现场公示为主,
1283,复兴宫,286,0,1,0%,,5.0,厦门市思明区大元路22号,,具体收费情况以现场公示为主,
1284,古榕公园,368,0,29,0%,,4.7,前埔中二路838-840号(亿中信大厦与明发戴斯酒店中间道路进入),,具体收费情况以现场公示为主,
1285,金嶝回归寺,369,0,23,0%,,4.7,后埭溪路140号,全年 08:00-18:30,具体收费情况以现场公示为主,
1286,仙岳山福德正神庙,285,0,2,0%,,4.7,文化艺术中心95号,,,
1287,崇仙宫,370,1,22,0%,,4.7,厦门市思明区斗西路与湖滨南路交叉路口往西北约60米,,具体收费情况以现场公示为主,
1288,宝海堂,371,0,19,0%,,4.7,嵩屿街道东屿北路附近,,具体收费情况以现场公示为主,
1289,第一码头,284,1,16,0%,,4.7,公交开禾路口站(近八市),,具体收费情况以现场公示为主,
1291,福海宫,218,3,21,0%,,4.7,湖里街道华昌路132号,,,
1292,蔡复一故居,373,0,8,0%,,5.0,博物馆站,10：00——14：30 每周一休息,具体收费情况以现场公示为主,
1293,天竺岩寺,374,0,9,0%,,4.3,会展中心公交总站旁,全年 9:00-22:00,,
1295,牛头山,379,0,17,0%,,4.5,厦门市思明区前埔东路28号思明文体楼6层(思明党校),,具体收费情况以现场公示为主,
1296,芸溪居住公园,52,1,41,0%,,4.7,厦门市湖里区长乐路350号,全年 10:00-22:00,,
1299,薛岭山公园,54,0,16,0%,,4.8,公园东路与白鹤路交叉口西100米(中山公园里),全年 08:00-17:30,,
1300,仙洞山,187,0,5,0%,,4.8,中华街道新华路43号东侧,,,
1301,乌营寨山,383,0,8,0%,,4.8,厦门市集美区浔江路8号,,,
1302,太清宫,384,0,12,0%,,4.3,南普陀寺景区内,,,
1305,三秀山,387,0,0,0%,,0.0,环岛南路黄厝34号之一,全年 09:00-17:00,具体收费情况以现场公示为主,
1306,芹山,388,0,8,0%,,4.8,中山公园内,全年 8:00-18:00,具体收费情况以现场公示为主,
1307,南堤公园,389,0,1,0%,,4.5,汀溪镇(山语听溪别墅),,,
1309,妙清寺,65,0,50,0%,,4.8,思明南路422号,全年 全天开放,,338.0
1310,基督教,390,0,0,0%,,0.0,祥滨路交接处(禾祥西麦当劳旁),,具体收费情况以现场公示为主,
1311,后厝山,99,0,1,0%,,4.7,大学路178号(近厦大),全年 15:00-17:00,具体收费情况以现场公示为主,
1312,鬼仔坑水库,392,0,13,0%,,4.8,新丰路208号,全年 全天开放,具体收费情况以现场公示为主,
1313,归来园,393,0,8,0%,,4.4,厦禾路与公园东路交叉路口(二市BRT站),全年 全天开放,具体收费情况以现场公示为主,
1314,厦门东坪山旅游度假区,394,0,2,0%,,5.0,鼓浪屿轮渡旁,,,
1315,东芳山,395,0,8,0%,,4.7,前埔临海环岛路内侧国际会展中心(环岛路),,40元,
1316,大溪山,396,0,0,0%,,0.0,厦门市思明区体育路95号文化艺术中心图书馆一楼展厅,,具体收费情况以现场公示为主,
1317,锄山,186,0,4,0%,,5.0,中山路中华城2F(赛博数码2楼),,具体收费情况以现场公示为主,
1318,厦门市第二中学鼓浪屿校区,279,0,0,0%,,0.0,孙板南路(杏林湾路),,具体收费情况以现场公示为主,
1319,厦大一条街,403,0,5,0%,,4.5,灌口镇凤山庙路与景湖南路交叉口东北50米,,具体收费情况以现场公示为主,
1320,集美游览区,404,1,1,0%,,5.0,翔安隧道西50米,,具体收费情况以现场公示为主,
1321,莲花山,405,0,1,0%,,5.0,思明西路64号,,具体收费情况以现场公示为主,
1322,嵩屿电厂,406,0,12,0%,,4.9,银湖路与银湖路交叉口附近,,具体收费情况以现场公示为主,
1323,海下隧道,407,0,4,0%,,4.8,鳌园路27号之1,,具体收费情况以现场公示为主,
1324,翔安古宅,408,0,27,0%,,4.7,香山路(靠近陈坂村大宅村),,具体收费情况以现场公示为主,
1325,海沧儿童公园蝴蝶生态园,409,0,1,0%,,0.0,环城南路989号,"夏令 周三至周日 上午场 09:00-12:00，12:00停止入场,夏令 周三至周日 下午场 14:30-18:00，18:00停止入场,夏令 周一至周二 全天 固定闭馆,冬令 周三至周日 上午场 09:00-12:00，12:00停止入场,冬令 周三至周日 下午场 13:30-17:30，17:30停止入场,冬令 周一至周二 全天 固定闭馆",,
1326,港头公益图书馆,410,1,13,0%,,4.6,思明南路515号(近厦门大学)南普陀寺内,,具体收费情况以现场公示为主,
1327,厦门工人文化宫,411,0,7,0%,,4.9,祥平街道环城南路文体中心附近,,,
1328,长颈鹿书房,278,0,10,0%,,4.8,嘉禾路312号,,,
1329,厦门电影制片厂,412,0,1,0%,,5.0,虎园路16号,全年 09:30-22:00,具体收费情况以现场公示为主,
1330,老院子民俗文化风情园景区,413,0,3,0%,,4.8,公园西路15号,,具体收费情况以现场公示为主,
1331,五缘湾百舸水上运动俱乐部,414,0,2,0%,,4.7,体育路95号,,具体收费情况以现场公示为主,
1332,尚悠海陆空俱乐部,415,0,4,0%,,4.8,镇海路28号,全年 09:30-21:00,具体收费情况以现场公示为主,
1333,厦门大学翔安校区-图书馆,416,0,2,0%,,,,,,
1334,24小时自助图书馆,417,0,0,0%,,,,,,
1335,同安区少儿图书馆,276,1,2,0%,,,,,,
1336,厦门大学图书馆曾厝埯分馆,170,0,5,0%,,,,,,
1337,同安图书馆,418,0,4,0%,,,,,,
1338,筼筜书院,184,0,9,0%,,,,,,
1339,24小时自助图书馆,210,0,34,0%,,,,,,
1340,24小时自助图书馆(祥店路),420,0,21,0%,,,,,,
1341,少年儿童图书馆(东荣社区分馆),102,0,1,0%,,,,,,
1342,海沧区图书馆,168,0,0,0%,,,,,,
1343,厦门大学图书馆·法学分馆,421,0,1,0%,,,,,,
1344,翔安区图书馆,271,0,30,0%,,,,,,
1345,新店文化广场,166,0,20,0%,,,,,,
1346,苏颂文化广场,35,0,27,0%,,,,,,
1347,郑年锦图书馆,422,0,15,0%,,,,,,
1348,厦门图书馆(杏林分馆),425,0,39,0%,,,,,,
1349,少年儿童图书馆,427,0,0,0%,,,,,,
1350,俊秀图书馆,428,0,0,0%,,,,,,
1351,集美市民公园,429,0,1,0%,,,,,,
1352,莲塘别墅,431,0,2,0%,,,,,,
1353,杰熙帆船游艇,212,2,36,0%,,,,,,
1354,新城市民广场,433,0,6,0%,,,,,,
1355,金街,434,0,9,0%,,,,,,
1356,桥·空间,435,0,4,0%,,,,,,
1357,七彩池,26,0,3,0%,,,,,,
1358,白交祠,438,1,18,0%,,,,,,
1359,苏营皇帝井(皇渡庵),268,1,10,0%,,,,,,
1360,腾邦欣欣旅游产业园,95,0,0,0%,,,,,,
1361,自贸公园,440,0,2,0%,,,,,,
1362,老城微展馆,442,1,47,0%,,,,,,
1363,福建省鼓浪屿馅饼食品文化博物馆,443,0,6,0%,,,,,,
1364,少年儿童图书馆(文灶馆),444,0,7,0%,,,,,,
1365,厦门美术馆(文化馆),445,0,9,0%,,,,,,
1366,白鹭洲公园音乐广场,446,0,10,0%,,,,,,
1367,厦门儿童公园二期,205,1,10,0%,,,,,,
1368,开禾路口,447,0,6,0%,,,,,,
1369,罗扬才烈士陵园,451,1,14,0%,,,,,,
1370,联发华美空间,200,1,2,0%,,,,,,
1371,陈嘉庚珍藏文物展,73,0,8,0%,,,,,,
1372,会展步行街,453,0,2,0%,,,,,,
1373,出米岩,454,0,4,0%,,,,,,
1374,思明区文化馆,455,0,4,0%,,,,,,
1375,闽南古镇,456,0,27,0%,,,,,,
1376,回旋炮,74,0,14,0%,,,,,,
1377,津贺杨梅园,457,0,13,0%,,,,,,
1378,厦门市动物园,208,1,50,0%,,,,,,
1379,厦门城遗址,458,0,6,0%,,,,,,
1380,嘉庚文化广场,265,0,49,0%,,,,,,
1381,南普陀寺钟楼,75,1,4,0%,,,,,,
1382,圆海宫,470,0,2,0%,,,,,,
1383,鹰坑谷民俗文化园,471,0,6,0%,,,,,,
1384,许通海微雕博物馆,263,0,40,0%,,,,,,
1385,中山公园花展西院,473,0,39,0%,,,,,,
1386,洋麻山森林公园,262,0,14,0%,,,,,,
1387,三官道院,474,0,7,0%,,,,,,
1388,厦门大学鼓浪屿环岛路,76,0,15,0%,,,,,,
1389,心和美术园,77,0,2,0%,,,,,,
1390,海洋三所鲸豚展馆,78,0,10,0%,,,,,,
1391,火炬公园,79,0,23,0%,,,,,,
1392,美仁园,476,2,29,0%,,,,,,
1393,中华白海豚雕像,477,0,12,0%,,,,,,
1394,厦门国际动漫展,80,2,29,0%,,,,,,
1395,宝荣通美术馆,81,1,22,0%,,,,,,
1396,侏罗纪活体恐龙展,478,1,45,0%,,,,,,
1397,南尾井,82,1,36,0%,,,,,,
1398,风景湖公园,84,1,18,0%,,,,,,
1399,扬帆公园,85,0,9,0%,,,,,,
1400,基督教两会,195,1,58,0%,,,,,,
1401,银湖公园,436,0,27,0%,,,,,,
1402,延平楼,25,6,369,0%,,,,,,
1403,香山岩寺,261,0,16,0%,,,,,,
1404,厦门市同安区科技馆,86,0,3,0%,,,,,,
1405,万寿塔(东),198,1,55,0%,,,,,,
1406,苏颂公园,135,0,28,0%,,,,,,
1407,福隆·国际商业步行街,71,3,77,0%,街上有五六十家时尚前卫的女士服装店，又称女人街。,,,,,
1408,传世艺宫美术馆,486,3,46,0%,,,,,,
1409,陈化成祠,87,0,51,0%,,,,,,
1410,厦门规划展览馆,89,1,35,0%,,,,,,
1411,仁海艺术馆,487,0,50,0%,,,,,,
1412,汉堂美术馆,192,0,150,0%,,,,,,
1413,武西殿土地公庙,190,0,168,0%,,,,,,
1414,万佛宝塔,489,0,113,0%,,,,,,
1415,妈祖像,151,0,118,0%,,,,,,
1416,谦记古美术馆,143,0,158,0%,,,,,,
1417,古龙居住公园,492,0,2,0%,,,,,,
1418,前埔健身公园,493,0,19,0%,,,,,,
1419,巴黎广场步行街,494,0,8,0%,,,,,,
1420,湖里步行街,495,0,11,0%,,,,,,
1500,西街,14,13,292,5%,西街是泉州最早开发的街道和区域，保留着大量具有历史原貌的建筑。,4.5,泉州市丰泽区城西路与西街交叉口,全年 全天开放,具体收费情况以现场公示为主,
1502,崇武古城风景区,1,5,863,25%,崇武古城位于惠安县东南海滨，当时为抵御倭寇所建，除了古城墙之外还有惠安石雕可观赏。,4.2,泉州市惠安县东南海滨,夏季（3月1日-10月31日）7:30-18:30，冬季（11月1日-次年2月29日）7:30-17:30。,45元,37.4
1503,洛阳桥,8,5,282,21%,桥上有宋代四大书法家之一的蔡襄自撰自书的《万安桥记》，欣赏古代桥梁的建筑艺术。,4.6,泉州市洛江区桥南街与蔡襄路交叉口,全年 全天开放,具体收费情况以现场公示为主,278.0
1504,黄金海岸度假区,2,4,142,2%,,4.3,泉州市石狮市永宁镇海滨,全年 全天开放,景区免费开放，景区内住宿、娱乐另外收费。,110.0
1505,石牛山景区,51,3,51,1%,,4.4,泉州市德化县水口镇水口街湖坂村赤石口,11/1-3/31 08:30-17:00;4/1-10/31 08:00-18:00,20元,275.0
1506,清源山,4,15,1100,20%,泉州唯一一个5A级景区，这里有我国现存最大、年代最久的道教石雕造像——老君岩。,4.3,泉州市丰泽区泉山路,全年 08:00-17:30,70元,63.4
1507,永宁古镇,1,4,46,1%,,4.2,泉州市石狮市城隍大道,全年 全天开放,免费,
1508,大开元寺,2,28,1508,44%,泉州知名的寺庙，香火鼎盛，可以来此祈福，这里有国内非常罕见的戒坛。,4.7,泉州市鲤城区西街176号,6:00-11:00，15:00-18:00,免费,350.0
1509,清净寺,11,19,200,32%,阿拉伯穆斯林在中国创建的现存最古老的伊斯兰教寺，有很多刻着回文的石刻石碑。,4.4,泉州市鲤城区涂门街108-110号,全年 7:30-17:30,具体收费情况以现场公示为主,268.0
1510,西沙湾,2,1,126,0%,西沙湾地处著名的崇武海滨，有优质沙滩，还有丰富多彩的民俗风情和杂技表演。,4.5,泉州市惠安县崇武镇店下南路联群西沙苑南100米,全年 全天开放,免费,268.0
1511,承天寺,9,3,137,5%,泉州著名的古寺之一，知名度仅次于开元寺，闹市中难得的清净之所，环境清幽。,4.7,泉州市鲤城区南俊路36号,"全年 08:00-11:00,14:00-16:00",具体收费情况以现场公示为主,5.0
1512,惠安女民俗风情园,6,1,25,3%,,4.2,泉州市惠安县崇武镇大岞村,8:00-19:00,免费,30.0
1513,深沪湾海底古森林遗迹自然保护区,67,1,52,2%,,4.2,泉州市晋江市深沪镇华峰村,全年 全天开放,具体收费情况以现场公示为主,
1514,五店市传统街区,1,1,505,2%,闽南特色建筑群的集合，欣赏多元建筑的完美交融，感受闽南深厚的文化底蕴。,4.6,泉州市晋江市梅岭街道五店市传统街区,全天开放,具体收费情况以现场公示为主,278.0
1517,九仙山风景区,13,1,100,0%,攀登刺激冒险的天梯，欣赏日出、云海、雾松三绝，感受登山观景的乐趣。,4.3,泉州市德化县泉州德化赤水镇,5:00-17:30,55元,69.0
1518,泉州钟楼,37,1,127,3%,泉州钟楼是1934年建设东西街十字路时建的标准钟楼，具有欧洲风格。,4.4,泉州市鲤城区西街与东街的交汇处,全年 全天开放,免费,
1519,安溪桫椤谷风景区,10,0,14,0%,,4.4,泉州市安溪县龙门镇S206旁桫椤谷风景区,8:30-17:30,50元,138.0
1520,戴云山,4,2,5,0%,,4.3,泉州市德化县赤水镇戴云村境内,不对外开放。,具体收费情况以现场公示为主,
1521,国宝云龙谷,12,0,14,0%,,4.4,泉州市德化县国宝乡,8:30-17:30,20元,43.0
1522,泉州中山街,54,4,80,2%,中山街是骑楼式建筑，于上个世纪初兴旺发达起来，现已经渐渐成长为繁华的商业街。,4.6,泉州市鲤城区中山南路98号,全年 全天开放,免费,
1523,牛姆林生态旅游区,21,1,142,0%,寻找野趣与野生猕猴近距离接触。 原始森林景观，空气清新，游客寥寥，游山的好去处。,4.0,泉州市永春县下洋镇牛姆林,8:00-17:30,45元,50.0
1524,清水岩,3,5,157,2%,古色古香的特色建筑，历史悠久的层叠庙宇，烧香祈福的人群络绎不绝。,4.6,泉州市安溪县蓬莱镇蓬溪村清水岩1号,全年 06:30-18:00,具体收费情况以现场公示为主,0.8
1525,岵山古镇,4,1,8,0%,,3.6,泉州市永春县X347永春县岵山中心小学东南侧约110米,,具体收费情况以现场公示为主,
1526,蟳埔村,3,5,67,5%,这里居住的蟳埔女盘头插花，戴着丁香耳坠，穿着大裾衫、宽脚裤，形成了一道独特的风情。,4.4,泉州市丰泽区东海社区蟳埔村,全年 全天开放,具体收费情况以现场公示为主,
1527,东湖公园,16,1,99,8%,,4.7,泉州市丰泽区温陵北路448号（近东湖影院）。,全年 6:00-21:00,具体收费情况以现场公示为主,
1528,岱仙瀑布,1,2,121,0%,溪水从山峰的缺口直下139米，站在瀑布下可以看到水雾形成的虹霓霞雾，使你感到山岚袭人。,4.6,泉州市德化县水口镇,全年 8:00-16:30,20元,275.0
1529,泉州石狮·海洋世界,1,1,19,0%,,4.0,泉州石狮市永宁镇黄金海岸度假村,9:00-18:00,80元,110.0
1530,石龙谷森林游乐园,116,1,57,0%,,4.5,泉州市洛江区虹山乡苏山村,9:00-18:00,40元,50.0
1531,中国闽台缘博物馆,15,3,104,8%,展品齐全且贴近民生，看完对于泉州会有一定的认知。,4.5,泉州市丰泽区北清东路212号,9:00-17:00（16:30关闭入场），每周一全天闭馆，除法定节假日外；若遇特殊情况，开放时间将会另行公告。,参观讲解都免费,
1532,仙公山,28,1,79,0%,景区内植被茂盛、溪涧纵横，风光宜人，还有众多的人文历史和佛教古迹。,4.5,泉州市洛江区马甲镇,全天开放，缆车开放时间根据天气略有调整。,15元,14.0
1534,石狮黄金海岸,121,2,42,0%,黄金海岸风光旖旎，四季如春，已成为旅游内涵十分丰富的滨海旅游度假区。,4.6,泉州市石狮市,全天开放,内部项目和景点收费,110.0
1535,天后宫,13,12,204,23%,我国东南沿海现存最早、规模也较大的一座妈祖庙，建筑很有闽南特色。,4.5,泉州市鲤城区天后路1号,全年 07:00-18:00,具体收费情况以现场公示为主,268.0
1536,泉州博物馆,22,3,73,4%,泉州博物馆是一座具有闽南建筑风格的综合性博物馆，是学术研究、文化交流、旅游休闲的理想场所。,4.5,泉州市丰泽区西湖公园北侧,全年 09:00-17:30,免费,
1537,石狮世茂摩天城摩天轮,2,0,25,0%,,4.7,泉州市石狮市钞坑片区凤仪街世茂摩天城商场一层1号摩天轮旁,01/01-12/31 13:30-22:30,88元,50.0
1538,泉州海丝野生动物世界,44,1,89,0%,,4.4,泉州市洛江区马甲镇新庵村,全年 08:30-17:00,138元,99.8
1539,围头湾,133,1,19,0%,,4.7,泉州市晋江金井镇东南突出部的围头半岛,全年 全天开放,具体收费情况以现场公示为主,
1540,泉州伊斯兰教圣墓,32,5,25,7%,,4.2,泉州市丰泽区灵山路,全年 7:00-19:00,15元,
1541,真武庙,159,2,19,1%,,4.4,东海街道通港西街,全年 6:00-17:30,具体收费情况以现场公示为主,
1542,泉州东西塔,25,2,102,2%,该塔是我国石构建筑瑰宝，它既是泉州海外交通繁荣的象征，也是泉州历史文化名城的标志。,4.8,泉州市鲤城区西街176号开元寺内,全年 8:00-17:30,免费,
1543,安溪凤山风景旅游区,2,3,69,0%,独有的“凤山八景”，旅游区集六大旅游功能为一体。,4.7,泉州市安溪县凤山路2号,全年 7:00-20:00,具体收费情况以现场公示为主,
1544,九日山,20,4,38,0%,,4.3,泉州市南安市丰州镇省道307线旭山小学北,全年 07:30-17:30,具体收费情况以现场公示为主,
1549,东街,76,0,23,0%,整条街的建筑均为老式建筑，拥有吸睛的红色骑楼、巴洛克风格房屋。,4.7,泉州市鲤城区东街,全年 全天开放,,
1550,泉州湾古船陈列馆,58,4,64,0%,,4.8,泉州市鲤城区西街27号开元寺内,全年 8:00-17:30,具体收费情况以现场公示为主,
1551,泉州府文庙,10,9,157,12%,泉州府文庙始建于唐开元末年，其后几经修缮，现已经是东南地区较大的文庙建筑群。,4.6,泉州市鲤城区中山路,全年 8:00-17:30,具体收费情况以现场公示为主,7.0
1552,西湖公园,35,4,110,5%,公园以其典雅古朴造型、恢宏博大在全国闻名，获多项大奖，成为公园的标志性建筑。,4.6,泉州市丰泽区新华北路,全年 6:00-21:00,具体收费情况以现场公示为主,
1553,紫帽山风景名胜区,2,5,67,1%,,4.5,泉州市晋江市紫帽镇后厝街,全年 8:00-17:30,具体收费情况以现场公示为主,
1554,东溪大峡谷,1,3,41,1%,,4.3,泉州市永春县呈祥乡,景区暂时停业，具体详情请以景区公示为准，原开放时间7:30-17:00。,具体收费情况以现场公示为主,
1559,海丝电影小镇,12,0,59,0%,,4.5,泉州市丰泽区通港西街东海泰禾摩天轮文化广场,10:00-22:30,70元,49.9
1560,泉州之眼摩天轮,8,0,0,0%,,4.0,九仙山风景区内,全年 8:00-17:00,具体收费情况以现场公示为主,
1561,九仙山灵鹫岩寺,7,2,4,0%,,5.0,泉州市永春县东平乡东美村湖洋溪上,全年 全天开放,具体收费情况以现场公示为主,
1562,通仙桥,122,1,3,1%,泉州湾跨海大桥位于石狮市，是起止于晋江和惠安的跨海大桥，大桥全长26.699公里，是福建省目前最长的桥梁。,3.5,泉州市石狮市,全天,免费,
1563,泉州湾跨海大桥,126,0,20,0%,,3.8,泉州市德化南埕镇203省道附近,8:00-17:30。,100元,
1564,桃仙溪景区桃花岛,14,4,39,1%,,4.3,泉州市石狮市石湖村,全年 全天开放,5元,
1565,六胜塔,4,0,1,0%,福建泉州安溪茶叶大观园位于位于凤城北侧凤冠山，茶叶大观园占地面积11亩，分为茶树品种观赏园、茶作坊、凤苑三大部分，它融科学性、趣味性为一体，是一本茶文化百科全书。,5.0,泉州市安溪县凤城镇凤城镇凤山路,,,
1566,安溪茶叶大观园,42,2,6,2%,永宁老街始建于明洪武年间，是永宁卫的中心，至今仍保持着明清建筑风格的古商铺和老建筑。,4.3,泉州市石狮市永宁镇,全天开放,免费,
1567,永宁老街,66,6,64,11%,国内唯一一个以海外交通史为专题的博物馆，可以了解泉州的古代海外交通及海上丝绸之路。,4.4,泉州市丰泽区东湖街425号,周二-周日：9:00-17:00（16:00停止入场）；周一闭馆（国家法定节假日除外），特殊情况另行公告，即日起实行分时段实名预约参观。,免费,1599.0
1569,泉州市舶司遗址,1,1,29,0%,,3.6,泉州市惠安县黄塘高速路口北向3公里处聚龙小镇在水一方,周一-周五9:00-17:30，周六、周日8:30-18:00。,35元,29.9
1577,自在仙境,73,0,1,0%,,2.8,泉州市丰泽区清源农场二管区（华侨大学学生街附近2公里）,8:00-18:00,88元,
1578,虹山瀑布,10,2,13,0%,,4.4,泉州市惠安县净峰镇东海,全年 8:00-22:00,具体收费情况以现场公示为主,
1579,武陵农场,87,0,22,0%,,4.3,泉州市丰泽区大兴街公共文化中心内,全年 10:00-19:00,具体收费情况以现场公示为主,
1580,惠女湾,103,1,39,0%,,4.7,安海镇城三公里处,,具体收费情况以现场公示为主,
1581,泉州市科技馆 (新馆),106,0,23,0%,,4.4,官桥镇竹口村,,5元,
1582,灵源寺,13,5,147,2%,拥有美丽传说的石塔，是古代作为航标的灯塔。,,,,,
1583,五塔岩风景区,7,1,32,0%,,4.4,泉州市泉港区涂岭镇樟脚村,全年 全天开放,具体收费情况以现场公示为主,
1584,姑嫂塔,158,1,1,0%,,4.5,,,门票40元,
1585,樟脚村,17,10,188,11%,国内少见的祭祀关羽和岳飞于一祠的庙宇。香火非常的鼎盛，据说十分灵验。,4.5,泉州市鲤城区涂门街188号(近清净寺),全年 05:30-19:00,具体收费情况以现场公示为主,268.0
1586,云河谷,29,1,77,12%,传统闽南二进式双落建筑，格局壮阔整齐，淋漓尽致展现金门地方民俗。,4.4,金门县金沙镇山后村中堡,全年 8:00-17:00,具体收费情况以现场公示为主,
1587,关岳庙,4,1,19,0%,,4.7,福建省泉州市惠安县螺阳镇,全天,具体收费情况以现场公示为主,
1611,顶溪寺,7,0,0,0%,,5.0,泉州市德化县戴云山自然保护区黛云森林人家民宿东南650米,全年 7:00-17:00,具体收费情况以现场公示为主,
1612,罗裳山公园,74,1,36,0%,,4.7,泉州市丰泽区大坪山,全年 6:00-21:00,具体收费情况以现场公示为主,
1613,晋江市动物园,9,1,4,0%,,5.0,泉州市德化县三班镇蔡径村,全年 8:00-18:00,具体收费情况以现场公示为主,
1614,阳光时代广场,5,0,20,0%,,4.8,泉州市南安市洪梅镇玳瑁山灵应风景旅游区内,全年 7:30-18:00,具体收费情况以现场公示为主,
1615,戴云寺,5,1,43,0%,,4.5,泉州市晋江市青阳区五店市传统街区内,全年 全天开放,具体收费情况以现场公示为主,
1616,郑成功公园,6,0,21,0%,,4.1,泉州市晋江市世纪大道384号,"全年 周一-周二 全天不开放 ;全年 周三-周日 08:30-11:30,15:00-17:00",需微信公众号预约,
1617,洞上陶艺村,8,0,54,0%,,4.4,泉州市石狮市区北环路与二环北路之间,全年 全天开放,具体收费情况以现场公示为主,
1618,灵应寺,8,2,7,0%,,4.4,泉州市永春县蓬壶镇观山村,全年 8:00-17:00,具体收费情况以现场公示为主,
1619,蔡氏家庙,18,1,14,0%,,4.4,泉州市鲤城区爱国路2号,全年 周日 12:00-17:00;全年 周一-周六 10:00-20:00,具体收费情况以现场公示为主,
1620,晋江市科技馆,30,0,53,0%,,4.4,东涂街1号,全年 6:00-22:30,具体收费情况以现场公示为主,
1621,龟湖公园,18,1,41,0%,,4.6,泉州市惠安县山霞镇201省道附近,全年 全天开放,内部项目另收费，资费详情可提前电话咨询景区。,
1622,百丈岩风景区,101,2,83,0%,天下功夫出少林，来看看传说中的南少林寺。 在观音阁看造型奇特的荷瓶观音。 在演武堂看少林武术表演。,4.4,泉州市丰泽区古道街（清源山余脉东岳山下）,全年 9:00-17:00,具体收费情况以现场公示为主,
1623,华侨新村,15,0,52,0%,,4.5,泉州市晋江市华表山麓,全年 08:00-17:00,具体收费情况以现场公示为主,
1624,刺桐公园,29,0,11,0%,,4.2,湖头镇中山街,全年 8:00-17:30,具体收费情况以现场公示为主,
1625,青山湾,11,1,1,0%,石狮城隍庙位于湖滨街道龙泉巷，距今已有快500年的历史，经过 不断的修葺扩建，成为现在的规模。,0.0,泉州市石狮市湖滨街道龙泉巷,8:00~19:00,免费,
1626,泉州少林寺,17,1,38,0%,,4.5,泉州市晋江市金井镇围头村中环北路99号,全天开放,免费,
