,Unnamed: 0,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
3690,80,广州博物馆Guangzhou Museum,13,90.0,在越秀山上，广州的标志性建筑镇海楼内，可以了解很多广州的历史。,45.0,113.272109597,23.1439708044,396,0.02,广州博物馆,GuangzhouMuseum
3691,81,百万葵园Million Sunflower Garden,16,86.0,可以看到大片的花田和彩色的城堡，拍照及亲子游的好去处，还能吃到鲜嫩的葵花鸡。,11.0,113.626454,22.634408,1585,0.0,百万葵园,MillionSunflowerGarden
3692,82,宝华路,5,100.0,宝华路位于广州市荔湾区，原来是由十五甫、宝华市、宝源市及存善大街组成的，在1931年扩建为路时，使用“宝华”作为路名。,48.0,113.24868,23.12633,14,0.0,宝华路,
3693,83,T28PARK公园里,0,92.0,,,113.2909571825,23.0696012185,0,0.0,公园里,TPARK
3694,84,天河棠下智汇parkTianhe Tangxia Zhihui Park,0,86.0,,,113.381391,23.14641,13,0.0,天河棠下智汇,parkTianheTangxiaZhihuiPark
3695,85,红山村Hongshan Village,1,86.0,油菜花，溪水，稻田，满满的田园风光。,1051.0,113.286422,23.585127,32,0.0,红山村,HongshanVillage
3696,86,光孝寺Guangxiao Temple,5,90.0,岭南地区历史最悠久的寺院，古迹众多，相传佛教的六祖慧能就是在这里剃度。,47.0,113.26319,23.135021,250,0.05,光孝寺,GuangxiaoTemple
3697,87,龙津西西关大屋区Longjin Xixiguan Dawu District,19,88.0,曾经西关富商的住宅，青砖高墙满洲窗，是广州老式民居的代表，,24.0,113.242277,23.125071,188,0.1,龙津西西关大屋区,LongjinXixiguanDawuDistrict
3698,88,珠江夜游广州塔·中大码头Guangzhou Tower Pier Night Tour,5,88.0,,6.0,113.305934,23.109831,449,0.0,珠江夜游广州塔中大码头,GuangzhouTowerPierNightTour
3699,89,西华路美食街Xihualu Meishi Street,0,88.0,,,113.2571410016,23.1364607909,0,0.0,西华路美食街,XihualuMeishiStreet
3700,90,石头记矿物园Shitouji Minerals Park,1,92.0,以各类石头为主题的游乐园，来这里感受石头的神奇。,170.0,113.167616,23.406978,245,0.0,石头记矿物园,ShitoujiMineralsPark
3701,91,余荫山房Yuyin Hill House,2,92.0,清代修建的私家花园，广东四大名园之一，小巧玲珑、布局精细、古色古香。,40.0,113.402024,23.017654,362,0.0,余荫山房,YuyinHillHouse
3702,92,虎门大桥Humen Pearl River Bridge,2,88.0,是中国第一座大型悬索桥，其主航道跨径888米，居中国前列，被誉为“世界第一跨”。,3.0,113.614387,22.792189,293,0.13,虎门大桥,HumenPearlRiverBridge
3703,93,天湖旅游风景区Tianhu Tourism Scenic Area,1,78.0,“百丈飞瀑”是华南地区最大的自然瀑布，是远足探幽避暑的胜地。,1.0,113.6369028672,23.6555761078,28,0.0,天湖旅游风景区,TianhuTourismScenicArea
3704,94,增城白水寨瀑布Baishui Village Waterfall of Zengcheng,0,92.0,,,113.766451,23.594788,7,0.0,增城白水寨瀑布,BaishuiVillageWaterfallofZengcheng
3705,95,花山小镇Huashan Town,0,88.0,,,113.290873,23.445856,7,0.0,花山小镇,HuashanTown
3706,96,大稳村Dawen Village,2,88.0,,663.0,113.44158,22.894376,33,0.0,大稳村,DawenVillage
3707,97,美林湖温泉Mayland Resort Hotel,1,94.0,,12.0,113.055147,23.506937,361,0.0,美林湖温泉,MaylandResortHotel
3708,98,增城Zengcheng District,13,92.0,,19.0,113.8174052683,23.266834259,20,0.0,增城,ZengchengDistrict
3709,99,客家围垄屋Hakka Round Houses,1,68.0,,5.0,113.6727491375,23.3931121826,8,0.0,客家围垄屋,HakkaRoundHouses
3710,100,广州铁路博物馆,0,80.0,,,113.238448,23.117024,0,0.0,广州铁路博物馆,
3711,101,广州翼·空港文旅小镇Guangzhou Wing · Airport Cultural Tourism Town,0,92.0,,,113.301524,23.360738,3,0.0,广州翼空港文旅小镇,GuangzhouWingAirportCulturalTourismTown
3712,102,九龙湖生态公园Jiulonghu Ecology Park,0,82.0,,,113.425418,23.47724,24,0.0,九龙湖生态公园,JiulonghuEcologyPark
3713,103,建设六马路Building No.6 Road,2,92.0,,660.0,113.2915706311,23.1402587891,64,0.0,建设六马路,BuildingNoRoad
3714,104,广州西塔IFC (Guangzhou International Finance Centre),2,92.0,,334.0,113.329684,23.123504,144,0.0,广州西塔,IFCGuangzhouInternationalFinanceCentre
3715,105,时尚天河夜上海,0,0.0,,,113.3292580675,23.1410529021,0,0.0,时尚天河夜上海,
3716,106,耕山小寨欢乐农场Geng Shan Xiaozhai Huanle Farm,0,100.0,,109.0,113.654635,23.702435,2,0.0,耕山小寨欢乐农场,GengShanXiaozhaiHuanleFarm
3717,107,广东美术馆Guangdong Museum of Art,4,94.0,环境和设施都是一流的省级美术馆，常年都有展览，是市民欣赏艺术的好去处。,21.0,113.313698,23.114039,113,0.0,广东美术馆,GuangdongMuseumofArt
3718,108,极速云霄,2,100.0,极速云霄是目前世界最高的垂直速降游乐项目，是真正的超级勇者挑战高空极限，体验刺激游乐的心跳之选！,18.0,113.330995,23.112229,4,0.0,极速云霄,
3719,109,Honey CC 绵羊牧场Honey CC Sheep Pasture,0,0.0,,,113.377161,23.02687,1,0.0,绵羊牧场,HoneyCCHoneyCCSheepPasture
3720,110,原创元素创意园Original Elements Creativity Park,0,88.0,,567.0,113.2432478176,23.1510495729,14,0.0,原创元素创意园,OriginalElementsCreativityPark
3721,111,蒲州花园,1,0.0,这是一个具有中西园林文化的观赏园，是城市休闲聚友的不二选择。,760.0,113.621893,22.768092,0,0.0,蒲州花园,
3722,112,珠江夜游天字码头Zhujiang Night Tour Tianzi Wharf,6,90.0,,22.0,113.277576,23.120996,977,0.0,珠江夜游天字码头,ZhujiangNightTourTianziWharf
3723,113,荔湾涌西关大屋,1,86.0,西关大屋，俗称古老大屋，是中国广州西关（荔湾）一带兴建的富有岭南特色的传统民居，大部分西关大屋兴建于清朝同治、光绪年间，主要分布在多宝路、宝华路、龙津路西、上下九路等地，多为名门望族、官僚巨贾所建。最著名的西关大屋有坐落于宝源北街…,1152.0,113.242933,23.126372,3,0.0,荔湾涌西关大屋,
3724,114,恩宁路Enning Road,6,90.0,,107.0,113.247241,23.119285,66,0.0,恩宁路,EnningRoad
3725,115,滴水岩森林公园Dishuiyan Forest Park,1,84.0,,246.0,113.321487,22.911491,45,0.0,滴水岩森林公园,DishuiyanForestPark
3726,116,广州图书馆Guangzhou Library,7,94.0,位于新城市中心花城广场的大型图书馆，南北塔楼呈“之”字造型，还融入了骑楼概念，设计新颖。,57.0,113.33267,23.122011,272,0.0,广州图书馆,GuangzhouLibrary
3727,117,海心桥,0,90.0,,,113.32546,23.114674,1,0.0,海心桥,
3728,118,南沙湿地Nansha Wetland,3,86.0,坐船体会独特的湿地景观，成片的红树林、芦苇荡、水边栖息的候鸟。,33.0,113.654605,22.617149,466,0.0,南沙湿地,NanshaWetland
3729,119,珠江公园Zhujiang Park,2,92.0,,302.0,113.34577,23.125684,188,0.0,珠江公园,ZhujiangPark
3730,120,麓湖公园Luhu Park,2,90.0,白云山脚下的人工湖，景色优美，是休闲放松的好地方，游艇、高尔夫球场等娱乐设施。,439.0,113.288048,23.15735,158,0.0,麓湖公园,LuhuPark
3731,121,天鹿湖森林公园Tianlu Lake Forest Park,1,90.0,看禾雀花的好去处，每年的三、四月花开时如同万鸟栖枝，平时爬爬山、呼吸新鲜空气也不错。,162.0,113.426335,23.228718,45,0.0,天鹿湖森林公园,TianluLakeForestPark
3732,122,辛亥革命纪念馆Revolution of 1911 Memorial Hall,1,92.0,,160.0,113.426816,23.078246,48,0.0,辛亥革命纪念馆,RevolutionofMemorialHall
3733,123,天适樱花悠乐园Tianshi Cherry Blossom Park,1,82.0,花期可赏漫山樱花海，还设有儿童乐园，亲子游的好去处。,6.0,113.599996,23.634405,328,0.0,天适樱花悠乐园,TianshiCherryBlossomPark
3734,124,黄龙湖森林公园Huanglong Lake Forest Park,1,92.0,山美水清，不仅如此这里还如同一个动物园有水鹿、穿山甲等野生动物。,5.0,113.7358276606,23.7223501259,3,0.0,黄龙湖森林公园,HuanglongLakeForestPark
3735,125,响水峡生态风景区Xiangshuixia Ecology Sceneic Area,3,80.0,"最具特色的漂流感受与大自然挑战的快感,瀑布润人心肺，让人心旷神怡。",75.0,113.9329419685,23.7912902832,4,0.0,响水峡生态风景区,XiangshuixiaEcologySceneicArea
3736,126,广州海事博物馆,0,100.0,,,113.508843599,23.085410947,0,0.0,广州海事博物馆,
3737,127,老虎头Tiger Head Lane,0,0.0,,,113.7851654383,23.7120870038,1,0.0,老虎头,TigerHeadLane
3738,128,珠江新城New Urban Zhujiang,33,94.0,广州的新城市中心，现代广州的象征，欣赏广州夜景的好地方。,49.0,113.333548,23.125742,265,0.0,珠江新城,NewUrbanZhujiang
3739,129,广州市儿童公园Guangzhou Children's Park,0,92.0,,100.0,113.278930178,23.1905357926,60,0.0,广州市儿童公园,GuangzhouChildrensPark
3740,130,罗洞工匠小镇,0,76.0,,,113.6240543064,23.5028712852,0,0.0,罗洞工匠小镇,
3741,131,西坊大院文化创意产业园Xifang Coutyard Cultural and Creative Industry Park,0,84.0,,,113.363669983,22.9431439812,2,0.0,西坊大院文化创意产业园,XifangCoutyardCulturalandCreativeIndustryPark
3742,132,正佳自然科学博物馆Zhengjia Natural Science Museum,0,90.0,,,113.334356,23.137456,38,0.0,正佳自然科学博物馆,ZhengjiaNaturalScienceMuseum
3743,133,花都香草世界Vanilla World,1,82.0,以香草为主题的公园，可以看美丽的玫瑰花海、薰衣草花海和鲁冰花花海，还可以玩机动游戏。,1.0,113.267391,23.467507,455,0.0,花都香草世界,VanillaWorld
3744,134,芙蓉峰公园Furongfeng Park,1,88.0,,86.0,113.2327858821,23.5228136307,9,0.0,芙蓉峰公园,FurongfengPark
3745,135,南沙水鸟世界生态公园Nansha Waterfowl World Ecological Park,2,88.0,鸟类的天堂，饲养了众多的珍稀鸟类，可以与这些鸟类近距离相处。,69.0,113.643696,22.619486,141,0.0,南沙水鸟世界生态公园,NanshaWaterfowlWorldEcologicalPark
3746,136,鸡枕山Jizhen Mountain,0,100.0,,,113.813547,23.76333,1,0.0,鸡枕山,JizhenMountain
3747,137,元美村公园Yuanmeicun Park,0,0.0,,,113.829,23.1974,0,0.0,元美村公园,YuanmeicunPark
3748,138,海心沙亚运公园Haixinsha Yayun Park,1,92.0,,188.0,113.3304764497,23.1174240112,166,0.0,海心沙亚运公园,HaixinshaYayunPark
3749,139,花都广场Huadou Square,2,88.0,,579.0,113.2262730806,23.4058742523,68,0.0,花都广场,HuadouSquare
3750,140,洲头咀公园Zhoutouju Park,0,88.0,,1134.0,113.252296,23.107862,50,0.0,洲头咀公园,ZhoutoujuPark
3751,141,正佳广场商贸旅游区Grandview Mall,14,90.0,,71.0,113.333654,23.137807,287,0.0,正佳广场商贸旅游区,GrandviewMall
3752,142,荔湾湖公园Liwan Lake Park,16,88.0,荔湾渔唱是羊城八景之一，看岭南水乡，赏岭南园林。,63.0,113.239395,23.126903,394,0.03,荔湾湖公园,LiwanLakePark
3753,143,南海神庙Nanhai God Temple,3,90.0,始建于隋朝，古代皇帝祭海的地方，浴日亭很适合看海上日出，每年还有波罗诞。,315.0,113.504069,23.086733,249,0.0,南海神庙,NanhaiGodTemple
3754,144,花都故乡里民俗公园Huadou Guxiang Li Minsu Park,1,80.0,,70.0,113.069786,23.490184,13,0.0,花都故乡里民俗公园,HuadouGuxiangLiMinsuPark
3755,145,马岭观花植物园,0,20.0,,,113.1152891384,23.480919711,0,0.0,马岭观花植物园,
3756,146,增城区正果镇正果老街景区,0,80.0,,,113.9011932364,23.4238662341,0,0.0,增城区正果镇正果老街景区,
3757,147,流溪河,0,100.0,,,113.2882758304,23.3097881666,0,0.0,流溪河,
3758,148,长洲岛都市农业公园,0,100.0,,,113.4295148261,23.074921587,0,0.0,长洲岛都市农业公园,
3759,149,大吉沙,0,78.0,,,113.460517671,23.087627883,0,0.0,大吉沙,
3760,150,吊钟水库Diaozhong Reservoir,0,0.0,,,113.6979955785,23.3324253879,0,0.0,吊钟水库,DiaozhongReservoir
3761,151,白水仙瀑Baishui Waterfall,0,86.0,,,113.766296,23.5944,2,0.0,白水仙瀑,BaishuiWaterfall
3762,152,华南师大增城康大学院Huanan Shida Zengcheng Kangda College,0,78.0,,,113.5702185741,23.316608429,7,0.0,华南师大增城康大学院,HuananShidaZengchengKangdaCollege
3763,153,五指山Wuzhi Mountain,2,90.0,,12.0,113.8104094586,23.7416665079,20,0.0,五指山,WuzhiMountain
3764,154,牛头山Niutou Mountain,0,86.0,,166.0,113.441307472,23.214176178,3,0.0,牛头山,NiutouMountain
3765,155,派潭镇Paitanzhen,9,96.0,,12.0,113.7906653608,23.4960632324,6,0.0,派潭镇,Paitanzhen
3766,156,从化三百洞森林度假村Sanbaidong Forest Resort,0,76.0,,48.0,113.583509,23.473391,23,0.0,从化三百洞森林度假村,SanbaidongForestResort
3767,157,增城广场Zengcheng Square,0,88.0,,24.0,113.8241318108,23.2852132292,29,0.0,增城广场,ZengchengSquare
3768,158,黄山鲁森林公园Huangshanlu Forest Park,2,88.0,,341.0,113.575559,22.784304,47,0.0,黄山鲁森林公园,HuangshanluForestPark
3769,159,信义会馆Xinyi Association,0,90.0,,330.0,113.2498099393,23.1039328577,37,0.0,信义会馆,XinyiAssociation
3770,160,新河浦路Xinhepu Road,1,92.0,,61.0,113.3041752091,23.1231655117,42,0.0,新河浦路,XinhepuRoad
3771,161,基督教东山堂Christian Dongshan Church (East Gate),1,90.0,,1170.0,113.3038062294,23.1288471222,41,0.0,基督教东山堂,ChristianDongshanChurchEastGate
3772,162,北回归线公园The North Tropic of Cancer Sign Park,1,88.0,公园代表建筑北回归线标志塔，世界迄今为止南北回归线上高度最高、最具规模的标志塔。,6.0,113.493827,23.445546,8,0.0,北回归线公园,TheNorthTropicofCancerSignPark
3773,163,芙蓉嶂水库Furong Zhangshuiku,0,100.0,,,113.2400464062,23.5071604347,1,0.0,芙蓉嶂水库,FurongZhangshuiku
3774,164,海珠湿地Haizhu Wetland,4,90.0,超大型的市内湿地，拥有万亩果园，欣赏岭南水乡的田园风光、赏花、观鸟都是不错的选择。,58.0,113.3430723285,23.0723206602,474,0.0,海珠湿地,HaizhuWetland
3775,165,海军黄埔军事博览中心,1,100.0,海军黄埔军事博览中心坐落在广州黄埔长洲岛的扯旗山麓，与中心外驰名的黄埔军校旧址毗邻，是当年黄埔军校学员训练、演习的场所。它与华南最大的港口？？黄埔港隔江相望；与深圳、珠海、香港、澳门等地水陆交通方便。本中心占地面积达12万平方米，地…,196.0,113.4336343647,23.0884919469,3,0.0,海军黄埔军事博览中心,
3776,166,南越国宫署遗址The Site of Nanyue Kingdom Palace,2,90.0,,318.0,113.276322,23.133223,108,0.0,南越国宫署遗址,TheSiteofNanyueKingdomPalace
3777,167,洪秀全故居Huadu Hongxiuquan Former Residence,1,80.0,,310.0,113.179413,23.423379,46,0.0,洪秀全故居,HuaduHongxiuquanFormerResidence
3778,168,何仙姑家庙Family Temple of He Xiangu,1,80.0,,9.0,113.8404869605,23.388637476,5,0.0,何仙姑家庙,FamilyTempleofHeXiangu
3779,169,海蚀洞Sea Chasm,1,84.0,,3.0,113.607356,23.113316,12,0.0,海蚀洞,SeaChasm
3780,170,广州起义纪念馆Guangzhou Commune,1,92.0,,467.0,113.270873,23.130345,31,0.0,广州起义纪念馆,GuangzhouCommune
3781,171,歌莉娅Goelia,3,94.0,,45.0,113.275381,23.126707,39,0.0,歌莉娅,Goelia
3782,172,中心湖公园Zhongxinhu Park,1,88.0,,470.0,113.399805,23.056429,17,0.0,中心湖公园,ZhongxinhuPark
3783,173,三吉堂古建筑群,0,0.0,,,113.3304280978,23.4231705051,0,0.0,三吉堂古建筑群,
3784,174,芙蓉嶂,0,100.0,,,113.2428267818,23.4960366765,0,0.0,芙蓉嶂,
3785,175,石马龙湿地公园,0,0.0,,,113.7678764708,23.5814043277,0,0.0,石马龙湿地公园,
3786,176,BGM食番町,0,90.0,,,113.202906,23.143988,1,0.0,食番町,BGM
3787,177,花都了哥髻Liaogeji Peak,0,0.0,,,113.3934673554,23.5041540485,0,0.0,花都了哥髻,LiaogejiPeak
3788,178,侏罗纪恐龙主题展,0,0.0,,,113.250761891,23.1560062891,0,0.0,侏罗纪恐龙主题展,
3789,179,"从化洞阳谷Dongyang Valley, Conghua",0,0.0,,,113.64493,23.494091,0,0.0,从化洞阳谷,DongyangValleyConghua
3790,180,花都北迹露营酒店,0,0.0,,,0.0,0.0,0,0.0,花都北迹露营酒店,
3791,181,石滩镇农场,0,0.0,,,113.804327,23.206818,0,0.0,石滩镇农场,
3792,182,琶洲Pazhou,0,90.0,,,113.3731712706,23.1045081718,1,0.0,琶洲,Pazhou
3793,183,番禺香江动物园Panyuxiangjiang Zoo,0,94.0,,,113.319196,23.010818,0,0.0,番禺香江动物园,PanyuxiangjiangZoo
3794,184,广州梵高星空艺术馆（时尚天河旗舰店）Guangzhou Fangao Xingkong Art Museum (shishangtianheqijian),0,92.0,,,113.3310553924,23.1423128745,4,0.0,广州梵高星空艺术馆时尚天河旗舰店,GuangzhouFangaoXingkongArtMuseumshishangtianheqijian
3795,185,广州南越王宫博物馆Guangzhounanyuewanggong Museum,0,92.0,,,113.276352,23.1331,21,0.0,广州南越王宫博物馆,GuangzhounanyuewanggongMuseum
3796,186,白江湖森林公园Baijiang Lake,0,70.0,,,113.915021,23.503452,0,0.0,白江湖森林公园,BaijiangLake
3797,187,二沙岛艺术公园Ershadao Art Park,0,88.0,,,113.3258226821,23.1160948987,26,0.0,二沙岛艺术公园,ErshadaoArtPark
3798,188,珠江农业科普园Pearl River Agricultural Science Park,0,0.0,,,113.565,22.6945,0,0.0,珠江农业科普园,PearlRiverAgriculturalSciencePark
3799,189,花都区美术馆Huadu Museum， Guangzhou,0,0.0,,,113.2201310032,23.3797280138,0,0.0,花都区美术馆,HuaduMuseumGuangzhou
3800,190,二沙岛宏城公园Ershadao Hongcheng Park,0,92.0,,,113.3235581451,23.1163695173,43,0.0,二沙岛宏城公园,ErshadaoHongchengPark
3801,191,雅景园Yajing Garden,0,94.0,,498.0,113.251861,23.143418,5,0.0,雅景园,YajingGarden
3802,192,逵园艺术馆Kuiyuan 1922 Art Gallery,0,84.0,,419.0,113.302761,23.125406,21,0.0,逵园艺术馆,KuiyuanArtGallery
3803,193,黄埔村Huangpu Village,1,90.0,,675.0,113.404848,23.100149,44,0.0,黄埔村,HuangpuVillage
3804,194,增城公园Zengcheng Park,0,88.0,,15.0,113.828201,23.292628,20,0.0,增城公园,ZengchengPark
3805,195,风云岭森林公园Fengyunling Forest Park,0,86.0,,46.0,113.570754575,23.5475602278,39,0.0,风云岭森林公园,FengyunlingForestPark
3806,196,南沙十九涌Nansha Shijiuyong,1,82.0,,136.0,113.655805,22.609365,39,0.0,南沙十九涌,NanshaShijiuyong
3807,197,猎德大桥Liede Bridge,3,90.0,,23.0,113.340304,23.120648,150,0.0,猎德大桥,LiedeBridge
3808,198,增江画廊Zengjiang Gallery,0,86.0,,986.0,113.832543,23.262268,22,0.0,增江画廊,ZengjiangGallery
3809,199,凤凰山公园Fenghuangshan Park,0,80.0,,27.0,113.843169,23.29293,45,0.0,凤凰山公园,FenghuangshanPark
3810,200,龙津东路,1,100.0,龙津东路在广州市西南中部，东至人民中路，西至带河路。长630米，宽10米，沥青路面。龙津东路口原是“第六甫水脚”，由光复路口到紫来市场一段原是“青紫坊”，由此至带河路尾一段原是“芦排巷”。龙津中路原是“龙津桥和龙津大街”。龙津西路原是…,332.0,113.25977,23.127178,1,0.0,龙津东路,
3811,201,摩星岭Moxing Summit Baiyun Mountain,1,92.0,,1173.0,113.307711,23.188997,46,0.0,摩星岭,MoxingSummitBaiyunMountain
3812,202,增城荔枝文化村Zengcheng Lichee Wenhuacun,1,86.0,,9.0,113.571118,23.132204,43,0.0,增城荔枝文化村,ZengchengLicheeWenhuacun
3813,203,蒙花布乡村公园Menghuabu Country Park,0,100.0,,,113.907517,23.441209,0,0.0,蒙花布乡村公园,MenghuabuCountryPark
3814,204,六榕寺Temple of the Six Banyan Trees,3,88.0,1400年历史的古寺，寺内供奉着禅宗第六代祖师慧能的铜像。,126.0,113.266451,23.134141,156,0.01,六榕寺,TempleoftheSixBanyanTrees
3815,205,农民运动讲习所旧址Peasant Movement Training Institute,2,88.0,,101.0,113.28287,23.13386,95,0.0,农民运动讲习所旧址,PeasantMovementTrainingInstitute
3816,206,流花湖公园Liuhua Lake Park,1,90.0,广州市民休闲的市区公园，以亚热带风光为特色。,436.0,113.257445,23.142615,335,0.0,流花湖公园,LiuhuaLakePark
3817,207,雕塑公园Diaosu Park,1,88.0,,218.0,113.276979,23.155608,202,0.0,雕塑公园,DiaosuPark
3818,208,孙中山大元帅府纪念馆Memorial Museum of Generalissimo Sun Yat-sen's Mansion,6,94.0,有历史故事的小黄楼，结合了岭南式的建筑风格。,98.0,113.285651,23.116337,115,0.01,孙中山大元帅府纪念馆,MemorialMuseumofGeneralissimoSunYatsensMansion
3819,209,兰圃Canton Orchid Garden,2,88.0,整个环境呈现江南园林的风格，空气间弥漫着兰香，漫步其间，很是舒适。,155.0,113.266761,23.149913,145,0.0,兰圃,CantonOrchidGarden
3820,210,仁威祖庙Renwei Temple,1,86.0,,307.0,113.2421678747,23.1289767811,100,0.0,仁威祖庙,RenweiTemple
3821,211,梯面镇Timianzhen,1,88.0,,92.0,113.3010078737,23.5512099237,9,0.0,梯面镇,Timianzhen
3822,212,广州大桥,2,86.0,广州大桥，位于中国广州市市区东部、海珠桥下游，跨越珠江主、辅航道及二沙岛，连接广州大道南北两段。,443.0,113.322153,23.113376,3,0.0,广州大桥,
3823,213,珠江夜游中大码头Pearl River Night Cruise from Zhongda Wharf,1,90.0,,89.0,113.305934,23.109831,169,0.0,珠江夜游中大码头,PearlRiverNightCruisefromZhongdaWharf
3824,214,南沙滨海泳场Nansha Coastal Swimming Pool,0,76.0,,174.0,113.628385,22.764722,12,0.0,南沙滨海泳场,NanshaCoastalSwimmingPool
3825,215,十九路军淞沪抗日阵亡将士陵园The 19th Route Army Martyr Cemetery,1,90.0,,450.0,113.316228,23.151061,45,0.0,十九路军淞沪抗日阵亡将士陵园,ThethRouteArmyMartyrCemetery
3826,216,三元里人民抗英烈士纪念馆Sanyuanli People Kangying Douzheng Memorial Hall,1,88.0,,452.0,113.266559,23.166891,86,0.0,三元里人民抗英烈士纪念馆,SanyuanliPeopleKangyingDouzhengMemorialHall
3827,217,广州近代史博物馆Guangzhou Museum of Modern History,1,90.0,,189.0,113.289774,23.134641,37,0.0,广州近代史博物馆,GuangzhouMuseumofModernHistory
3828,218,西苑,1,0.0,"西苑在流花公园西侧。是一个以陈设盆景为主的公园，面积五千多平方米，湖心岛以较大型的盆栽及亚热带植物为主。
西区是公园的主体，这里山坡起伏，曲院回廊，荷池柳岸，景色幽美。在榕荫馆、亭榭及温室等展厅中，陈列有千多盆各种名贵类型的盆栽，…",463.0,113.2489068806,23.1425879102,0,0.0,西苑,
3829,219,广州蓄能水电站旅游度假区,1,60.0,广州抽水蓄能电站旅游度假区位于从化市吕田镇小杉，广州抽水蓄能电站坐落在南昆山脉北侧，广州抽水蓄能电站距广州100公里，广州抽水蓄能电站面积27平方公里，上下水库水域面积740万平方米，积雨面积1940万平方米。上水库海拔900米，下库海拔270米，…,466.0,113.9657042534,23.8148296559,1,0.0,广州蓄能水电站旅游度假区,
3830,220,畲族风情村,1,100.0,在整个广州地区，惟一有少数民族的地方，就在增城的正果镇。兰溪畲族村，是广州地区最大的畲民聚居村落。虽然村里已经有些汉化了，但还是可以看到少数民族的风情。畲族有自己的语言、民歌和服饰，善长唱山歌，他们还有自己的图腾崇拜。畲族村位于罗…,135.0,113.9883195777,23.3175472685,1,0.0,畲族风情村,
3831,221,增城坑背古村落Zengcheng Kengbei  Historic Village,1,80.0,,202.0,113.659136,23.281734,9,0.0,增城坑背古村落,ZengchengKengbeiHistoricVillage
3832,222,大岭头,0,0.0,,,114.028367,23.821546,0,0.0,大岭头,
3833,223,流溪温泉广场,0,0.0,,,113.6852478052,23.6820338632,0,0.0,流溪温泉广场,
3834,224,米埗村,0,100.0,,,113.687481,23.686182,0,0.0,米埗村,
3835,225,三角山,0,0.0,,,113.9474346269,23.7444369237,0,0.0,三角山,
3836,226,南沙明珠农业公园,0,80.0,,,113.5350568052,22.7370314528,0,0.0,南沙明珠农业公园,
3837,227,麦村,0,0.0,,,113.5969,23.256544,0,0.0,麦村,
3838,228,香蜜山,0,100.0,,,113.9214418139,23.7715121482,0,0.0,香蜜山,
3839,229,南沙图书馆,0,0.0,,,113.5403754256,22.8043641421,0,0.0,南沙图书馆,
3840,230,荔湾观音庙,0,0.0,,,113.243665183,23.0804497112,0,0.0,荔湾观音庙,
3841,231,广州西部大峡谷一线天,0,60.0,,,113.3045955366,23.5645927525,0,0.0,广州西部大峡谷一线天,
3842,232,钧明欢乐世界华夏世嘉都市乐园,0,60.0,,,113.600847,23.195674,0,0.0,钧明欢乐世界华夏世嘉都市乐园,
3843,233,格林东庄（白云钟落潭店）,0,0.0,,,113.376274,23.415652,0,0.0,格林东庄白云钟落潭店,
3844,234,鱼洞村,0,0.0,,,114.032750396,23.7827357316,0,0.0,鱼洞村,
3845,235,新兴公园,0,0.0,,,113.4873827731,22.7405970672,0,0.0,新兴公园,
3846,236,马洞森林公园,0,0.0,,,113.4710650118,23.3585720052,0,0.0,马洞森林公园,
3847,237,时代钻汇方洲创意园,0,0.0,,,113.3470462727,22.9252079911,0,0.0,时代钻汇方洲创意园,
3848,238,莲塘白玉兰森林公园,0,0.0,,,113.4895387544,23.342271927,0,0.0,莲塘白玉兰森林公园,
3849,239,芙蓉桃花水母自然保护区,0,0.0,,,113.2296530616,23.5352136715,0,0.0,芙蓉桃花水母自然保护区,
3850,240,正果镇月亮湾公园,0,0.0,,,113.8908831943,23.4255838897,0,0.0,正果镇月亮湾公园,
3851,241,九龙湖欧式公主小镇,0,66.0,,,113.4260541338,23.4851277616,0,0.0,九龙湖欧式公主小镇,
3852,242,艾米稻香小镇,0,96.0,,,113.569695,23.552936,0,0.0,艾米稻香小镇,
3853,243,广州奇幻解压馆Guangzhou Fantasy Decompression Pavilion,0,68.0,,,113.276512,23.125714,1,0.0,广州奇幻解压馆,GuangzhouFantasyDecompressionPavilion
3854,244,流溪河从都湿地公园Liuxi River Congdu Wetland Park,0,100.0,,,113.688414,23.686579,2,0.0,流溪河从都湿地公园,LiuxiRiverCongduWetlandPark
3855,245,明星村Star Village,0,86.0,,,113.3190787263,23.3622731494,0,0.0,明星村,StarVillage
3856,246,十二生肖龙雕塑,0,0.0,,,113.325276675,22.9526549175,0,0.0,十二生肖龙雕塑,
3857,247,大封门水库Dafengmen Reservoir,0,0.0,,,113.821471,23.584659,1,0.0,大封门水库,DafengmenReservoir
3858,248,华峰寺Huafeng Temple,0,90.0,,,113.5655500744,23.2368286944,0,0.0,华峰寺,HuafengTemple
3859,249,大佛古寺Dafugu Temple,0,78.0,,,113.346635,23.20644,2,0.0,大佛古寺,DafuguTemple
3860,250,南越王墓博物馆Nanyuewangmu Museum,0,100.0,,,113.267483,23.143992,3,0.0,南越王墓博物馆,NanyuewangmuMuseum
3861,251,保利世贸博览馆PWTC Expo,0,88.0,,,113.372735894,23.1037175884,0,0.0,保利世贸博览馆,PWTCExpo
3862,252,"华南植物园-苏铁园Cycad Garden, South China Botanical Garden",0,0.0,,,113.375433,23.190804,0,0.0,华南植物园苏铁园,CycadGardenSouthChinaBotanicalGarden
3863,253,卧云庐Woyun Building,0,0.0,,,113.2216971091,23.1655233363,0,0.0,卧云庐,WoyunBuilding
