,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
822,北京体育大学Beijing Sport University,1,90.0,,317.0,116.3243384078,40.0299797058,101,0.0,北京体育大学,BeijingSportUniversity
823,桂公府Duke Gui's Mansion,2,90.0,,451.0,116.435011,39.926502,45,0.0,桂公府,DukeGuisMansion
824,乐家花园Lejia Garden,1,100.0,,883.0,116.3114023707,39.985186221,3,0.0,乐家花园,LejiaGarden
825,红领巾公园Hong Ling Jin Park,1,92.0,,484.0,116.49867,39.933349,211,0.0,红领巾公园,HongLingJinPark
826,北京蔡锷故居Beijing Former Residence of Cai E,2,86.0,,884.0,116.382854,39.94389,2,0.0,北京蔡锷故居,BeijingFormerResidenceofCaiE
827,肃亲王府Su King's Mansion,1,98.0,,309.0,116.4136987328,39.911666127,8,0.0,肃亲王府,SuKingsMansion
828,鸟巢3D美术馆Bird's Nest 3D Art Gallery,1,86.0,,301.0,116.4037,39.998119,68,0.0,鸟巢美术馆,DBirdsNestDArtGallery
829,西交民巷Xijiaomin Alley,1,90.0,,540.0,116.3905477829,39.9081516119,22,0.0,西交民巷,XijiaominAlley
830,琉璃河大桥Fangshan Liuli River Great Bridge,1,92.0,,5.0,116.0363025322,39.6110898196,10,0.0,琉璃河大桥,FangshanLiuliRiverGreatBridge
831,仪亲王府Prince Yi Mansion,1,96.0,,893.0,116.38816,39.914862,8,0.0,仪亲王府,PrinceYiMansion
832,三一八烈士墓3.18 Martyr Tomb,1,92.0,,894.0,116.303124,40.010608,13,0.0,三一八烈士墓,MartyrTomb
833,古陶文明博物馆Ancient Ceramic Civilization Museum,1,86.0,,895.0,116.363826,39.87908,34,0.0,古陶文明博物馆,AncientCeramicCivilizationMuseum
834,北京通教寺Beijing Tongjiao Temple,2,88.0,,896.0,116.432527,39.950174,30,0.0,北京通教寺,BeijingTongjiaoTemple
835,昌平昌盛采摘园,1,0.0,,517.0,116.2322749032,40.2394048103,0,0.0,昌平昌盛采摘园,
836,北大红楼Peking University Red Building,1,90.0,,897.0,116.411699,39.931001,85,0.0,北大红楼,PekingUniversityRedBuilding
837,航空学会北京航空馆,2,100.0,"中国航空学会北京航空馆成立于1986年，位于北京航空航天大学校园南侧，总面积9000平方米，是中国第一座向公众开放的综合性航空科技博物馆,宗旨是:“普及航空科技知识，为振兴中国航空事业，发展世界航空科学技术而努力”!
北京航空馆也是北京航空航…",898.0,116.3565397274,39.9880303261,1,0.0,航空学会北京航空馆,
838,遥桥峪水库Yaoqiaoyu Reservoir,2,86.0,,14.0,117.399948,40.642042,13,0.0,遥桥峪水库,YaoqiaoyuReservoir
839,大公主府Beijing Princess Royal Mansion,1,0.0,,899.0,116.8463969805,40.3864371659,0,0.0,大公主府,BeijingPrincessRoyalMansion
840,钱市胡同Qianshi Hutong,1,94.0,,386.0,116.3977465202,39.9021013882,3,0.0,钱市胡同,QianshiHutong
841,夕照寺Beijing Xizhao Temple,1,90.0,,900.0,116.4468636333,39.8930677735,55,0.0,夕照寺,BeijingXizhaoTemple
842,辑芳亭Jifang Pavilion,1,90.0,,901.0,116.4021830596,39.9309396527,1,0.0,辑芳亭,JifangPavilion
843,观妙亭Guanmiao Pavilion,1,92.0,,902.0,116.4040590474,39.9309693275,4,0.0,观妙亭,GuanmiaoPavilion
844,绮望楼Qiwang Tower,1,96.0,,903.0,116.4031709522,39.9301881661,13,0.0,绮望楼,QiwangTower
845,寿皇殿,1,0.0,寿皇殿整体建筑是仿照太庙的规制而建。屋顶式样与大内太和殿相同，更显得宏伟壮丽，气势辉宏，给人以庄严肃穆的感觉，是中国古代最高等级的建筑形式。景山寿皇殿是全国重点文物保护单位的重要组成部分。,905.0,116.402971,39.932536,1,0.0,寿皇殿,
846,富览亭Fulan Pavilion,3,94.0,,906.0,116.401357777,39.9308156184,5,0.0,富览亭,FulanPavilion
847,同乐轩,1,0.0,"1985年，北京建成了第一家“全景电影院”，地址在前门外大栅栏中间路北，即原来的“同乐电影院”旧址。而同乐电影院的前身，则是“同乐轩”戏园。
同乐轩始建于清代中叶，当时称“茶园”，与当时北京的众多茶园一样，以卖茶为主，辅以说书、唱戏、…",502.0,116.6877813379,39.9141469292,0,0.0,同乐轩,
848,五道庙Beijing Wudao Temple,3,100.0,,908.0,116.392110296,39.8980083629,3,0.0,五道庙,BeijingWudaoTemple
849,延庆火焰山Yanqing Huoyan Mountain,2,0.0,,909.0,116.466658521,40.5086825815,1,0.0,延庆火焰山,YanqingHuoyanMountain
850,北京中国政法大学China University of Political Science and Law,2,86.0,,548.0,116.3583703094,39.9714508057,21,0.0,北京中国政法大学,ChinaUniversityofPoliticalScienceandLaw
851,天主教西堂,2,100.0,"天主教西堂位于西直门内大街路南。是北京四大堂(北堂、南堂、东堂、西堂)中建成最晚的。
清康熙四十四年(1705)，铎罗主教来华，随员中有位德理格神父，后在宫内教授皇子西学。清雍正元年(1723)德理格在酉直门内购地建天主教堂一座。嘉庆十六年(1811…",911.0,116.3724992554,39.9464893376,0,0.0,天主教西堂,
852,恭俭胡同Gongjian Hutong,2,88.0,,912.0,116.4001935315,39.9375386173,50,0.0,恭俭胡同,GongjianHutong
853,中华圣公会救主堂Chinese Anglican Savior Church,1,90.0,,913.0,116.374841,39.908156,15,0.0,中华圣公会救主堂,ChineseAnglicanSaviorChurch
854,小龙门森林公园,1,0.0,龙门森林公园地处北京最高峰－－灵山，平均海拔1330米，距京114公里，公园总面积771公顷。四面群山奇俊，有长城通道、城墙、古敌楼遗址，站在峰顶远眺，东、西灵山（小五台山）对峙。 龙门森林公园，是天然动、植物园、有动物七百余种，其中哺乳动…,914.0,115.4474945544,39.9720866305,1,0.0,小龙门森林公园,
855,北京大高玄殿Dagaoxuan Temple,3,94.0,,915.0,116.399716,39.930739,11,0.0,北京大高玄殿,DagaoxuanTemple
856,万寿西宫,3,80.0,"万寿西宫位于宣武区白纸坊东街甲29号，占地面积4．7公顷，是北京市第一座老年公园。
万寿西宫原为明代关帝庙遗址，现仍有遗留的庙堂建筑和碑刻，为保持原有古建风格，并体现老年公园特色，公园特开辟了以遗留建筑为主的景区，如“绿竹园”--老年活…",916.0,116.3732410458,39.8850930472,1,0.0,万寿西宫,
857,崇文区新开路二十号四合院Quadrangle of No.20 Xin'ge Road,2,88.0,,917.0,116.4164105375,39.9041131434,9,0.0,崇文区新开路二十号四合院,QuadrangleofNoXingeRoad
858,北京邮政博物馆,1,0.0,"北京邮政博物馆位于崇文门内小报房胡同，1997年2月20日北京邮政一百周年之际对外开放。
该馆建在1905年的原大清邮政北京总局旧址，馆舍一排旧式平房，内部装饰简朴庄重。基本陈列为“北京邮政简史”，陈列通过馆藏的300余件邮政史料、用品、设备、…",919.0,116.4243430389,39.9139416579,0,0.0,北京邮政博物馆,
859,宣仁庙Xuanren Temple,1,56.0,,920.0,116.4090637316,39.9294296557,4,0.0,宣仁庙,XuanrenTemple
860,静福寺Haidianjingfu Temple,1,80.0,,923.0,116.1974249772,40.0096234096,1,0.0,静福寺,HaidianjingfuTemple
861,吕祖庙,1,0.0,"吕祖庙位于房山区良乡西北25公里大南峪，坐西朝东。随山势而建，前低后高。中轴线四进院落。位于密云县古北口镇河西村北万寿山上。与古北口镇只一水之隔。
修建于明代成化年间，原名慈云寺，是佛教寺庙，寺内供奉观世音菩萨。清末宣统年间，道人郝…",924.0,116.3943803399,39.912239588,0,0.0,吕祖庙,
862,"海淀香山健锐营八旗营房Jianruiying Baqi Camp of Xiangshan Mountain, Haidian",2,0.0,,925.0,116.2046649399,39.9994239944,0,0.0,海淀香山健锐营八旗营房,JianruiyingBaqiCampofXiangshanMountainHaidian
863,燕墩公园Beijing Yandun Scenic Resort,1,98.0,,926.0,116.4054294293,39.8751292141,8,0.0,燕墩公园,BeijingYandunScenicResort
864,"海淀一亩园娘娘庙Empress Temple, Yimuyuan Community, Haidian",3,80.0,,927.0,116.300559637,40.0176403899,3,0.0,海淀一亩园娘娘庙,EmpressTempleYimuyuanCommunityHaidian
865,基督教圣经会旧址,2,0.0,基督教圣经会旧址是一座中西合璧式楼房，1926年由美国马里兰州圣经会捐款建造，是基督教会的代表性建筑。,928.0,116.4238222539,39.9195393892,0,0.0,基督教圣经会旧址,
866,北京欧阳予倩故居Beijing Ouyang Yuqian Former Residence,1,78.0,,498.0,116.420297,39.940093,6,0.0,北京欧阳予倩故居,BeijingOuyangYuqianFormerResidence
867,礼亲王府,1,0.0,"礼亲王府位于西城区西皇城根南街西侧，即大酱坊胡同东口路北。清太祖努尔哈赤第二子、清初开国八大铁帽子王之一代善之府。
代善崇德元年(1636)受封为和硕礼亲王。顺治十六年(1659)代善之孙杰书袭礼亲王爵，改封号为康亲王。此处府址是杰书袭封后择…",497.0,116.3831336553,39.9321098439,1,0.0,礼亲王府,
868,孙中山行馆Former Residence of Sunzhongshan,1,96.0,,929.0,116.4173970113,39.9399573618,0,0.0,孙中山行馆,FormerResidenceofSunzhongshan
869,普度寺Pudu Temple,1,90.0,,361.0,116.41115,39.919839,25,0.0,普度寺,PuduTemple
870,北京会贤堂旧址Huixiantang Site,2,100.0,,930.0,116.3969166704,39.9425310574,4,0.0,北京会贤堂旧址,HuixiantangSite
871,八宝山烈士纪念园Babaoshan Revolutionary Cemetery,1,90.0,,932.0,116.24941,39.919319,14,0.0,八宝山烈士纪念园,BabaoshanRevolutionaryCemetery
872,福佑寺Beijing Fuyou Temple,1,92.0,,933.0,116.3977857417,39.9263588197,10,0.0,福佑寺,BeijingFuyouTemple
873,文津街Beijingwenjin Street,1,0.0,,934.0,116.3893284636,39.9289035821,0,0.0,文津街,BeijingwenjinStreet
874,丰台药王庙Yaowang Ancestral House,1,0.0,,529.0,116.281302,39.84378,4,0.0,丰台药王庙,YaowangAncestralHouse
875,杨家峪,1,0.0,"杨家峪古村落整体格局保留完好，院落空间、街巷空间、建筑风格都延续了明清风格，具有较高的历史文化价值。2005年9月被门头沟区人民政府评为区级文物保护单位。
杨家峪古村座落于深山区，“村村通”道路未建设完成之前，与外界联系甚少，传统院落的…",935.0,117.1741710503,40.5621341106,0,0.0,杨家峪,
876,北京关岳庙Guanyue Temple,1,90.0,,936.0,116.3921490947,39.9519119643,1,0.0,北京关岳庙,GuanyueTemple
877,关沟Guan Gully,1,96.0,,10.0,116.11358,40.282864,3,0.0,关沟,GuanGully
878,窦店土城遗址Doudiantucheng Ruins,0,100.0,,937.0,116.055962,39.649631,0,0.0,窦店土城遗址,DoudiantuchengRuins
879,汇通祠,1,80.0,"汇通祠位于什刹海西海西北小岛上。明永乐年间始建，旧称法华寺，又称镇水观音庵。清乾隆二十六年(1761)重修，改名为汇通祠。
祠坐北朝南。山门1间，石券门，模盘大门两扇。前殿3间，配房东西各3间，匾曰“潮音普觉”，“功兼利济”。后楼3间，二层…",938.0,116.380216496,39.9542151693,0,0.0,汇通祠,
880,宝珠洞Baozhudong,1,86.0,,950.0,116.1810681835,39.9698028564,10,0.0,宝珠洞,Baozhudong
881,香界寺Xiangjie Temple,1,94.0,,951.0,116.184117536,39.9688424382,12,0.0,香界寺,XiangjieTemple
882,四处大悲寺,1,0.0,"大悲寺位于三山庵与龙泉庵之间的山腰处。相传建于北宋或辽金时期（约1033年）。 该寺坐西朝东，正对山门有古楸两株。整个院落为三进四合，山门殿有石额""敕建大悲寺""，为清康熙帝御笔。山门殿内有四大天王塑像。 山门殿后为大雄宝殿。殿前有明代古竹…",531.0,116.1872677153,39.9636103744,2,0.0,四处大悲寺,
883,撞道口村Zhuangdaokoucun,1,0.0,,953.0,116.34397,40.417027,0,0.0,撞道口村,Zhuangdaokoucun
884,汀州会馆,1,0.0,"汀州会馆位于崇文区西北部，前门外长巷二条。始建于明代弘治年间（1488-1505年），系福建省在京同乡集资修建的北京独一无二的福建风格的民间建筑。1984年被列为市级文物保护单位。
汀州会馆分北馆和南馆二部分，隔街相望。",954.0,116.4092724214,39.9027232635,0,0.0,汀州会馆,
885,中国人民解放军海军航空馆Naval Aviation Museum of the Chinese People's Liberation Army,1,0.0,,955.0,116.3703259146,40.1919690553,0,0.0,中国人民解放军海军航空馆,NavalAviationMuseumoftheChinesePeoplesLiberationArmy
886,中国伊斯兰教协会会址,2,0.0,"中国伊斯兰教协会于1953年成立于北京。会址在宣武区南横西街l03号。
协会开办中国伊斯兰教经学院，培养阿訇、毛拉和其他宗教人才。还有北京穆斯林经书用品服务社。编辑出版刊物《中国穆斯林》(汉文、维吾尔文)。该会每年组织穆斯林赴圣地麦加朝觐。",956.0,116.3730986772,39.8901990165,0,0.0,中国伊斯兰教协会会址,
887,二处灵光寺,1,0.0,"灵光寺是八大处现存最重要的一座寺院，始建于唐大历年间（766-779年）。灵光寺山门殿面朝东南，山门殿中供奉释迦牟尼佛纯铜贴金铜造像，为泰国僧王赠送。灵光寺内原有五进庙堂，现仅存""大悲院""、""鱼池院""、""塔院""三处院落。大悲院中，南有观音殿，…",959.0,116.1869615084,39.9635295277,1,0.0,二处灵光寺,
888,小龙华寺,2,0.0,"小龙华寺在西城区什刹海后海北沿23号。建于明，清道光年间曾改名心华寺，为拈花寺的下院。
寺坐北朝南，中轴线上有山门、前殿、耳房、东西配殿。后殿是保存较完整的小型寺庙。",960.0,116.393631729,39.9488318,0,0.0,小龙华寺,
889,宝应寺Baoying Temple,0,86.0,,961.0,116.3542863348,39.892322861,4,0.0,宝应寺,BaoyingTemple
890,李大钊烈士陵园Lidazhao Martyrs' Cemetery,1,96.0,,975.0,116.238159,39.9868,2,0.0,李大钊烈士陵园,LidazhaoMartyrsCemetery
891,金绿园,0,0.0,"金绿园位于窦店村南，面积400亩，长期聘请市区林业局专家为技术顾问，采用先进技术标准化生产，年产优质黄金梨50万公斤，并通过北京市安全食品认证。
每年8月1日-9月15日是观光采摘期。",976.0,116.070822626,39.6408951579,0,0.0,金绿园,
892,四季青樱桃园,2,0.0,四季青果林所樱桃观光园，位于北京西郊风景区香山脚下，北望玉泉山，东邻四环路，西邻五环路，是北京距市中心最近的一个观光采摘果园。占地14公顷，有科技管理人员30余名，是集大樱桃研育开发、精品高效生产、良种苗木繁育、栽培新技术推广、产品苗…,977.0,116.203453738,39.9959806046,0,0.0,四季青樱桃园,
893,圣母堂原址,1,0.0,"圣母堂原址位于安定门外青年湖内东北隅，原为俄国东正教堂圣母堂及俄国侨民坟地。
“圣母堂”建于1918年前后，坐西朝东，堂体最宽处约16m，进深约27m。堂内分“圣所”和“致圣所”两部分。圣所中间设宝座，为一米多高的方台，上置圣体、宝匣；东北…",978.0,116.4104837538,39.9623332407,0,0.0,圣母堂原址,
894,九龙十八潭,1,80.0,九龙十八潭位于太师屯镇，其内地构造为熔岩地形，分布着大量洞穴，有古洞悬阳、池泉洞、仙药洞、卧虎洞等，是游人踏青、避暑、采摘、赏冰的好去处。,979.0,117.2602179932,40.591130442,1,0.0,九龙十八潭,
895,房山铁瓦寺Fangshan Tiewa Temple,1,100.0,,983.0,115.945,39.825958,1,0.0,房山铁瓦寺,FangshanTiewaTemple
896,八处证果寺,1,0.0,"证果寺始建于唐天宝年间（又传建于隋仁寿年间），是八大处最古老的一座寺院。寺中一株古黄连木树龄600年以上，为京城所独有。 证果寺坐北朝南，位于卢师山腰。山门石阶数十级。阶下竖有二碑，山门之上石额镌有""古刹证果寺""字样。山门以北为大雄宝殿…",477.0,116.1907787171,39.9675966839,4,0.0,八处证果寺,
897,五处龙泉庵,1,0.0,龙泉庵又名龙王堂，位于大悲寺西北，始建于明仁宗洪熙乙己（1425年）。清顺治二年（1645年）于该处发现一泓清泉，遂修建了一座龙王庙。 全庵共有五个院落，分为上中下三层，除主殿龙王堂外，还有卧游阁、听泉水榭、妙香院和华祖院。整个院内松高柏…,985.0,116.1871645149,39.9634328063,3,0.0,五处龙泉庵,
898,万柳堂旧址,1,0.0,"万柳堂旧址位于崇文区广渠门内。元代右丞廉希宪在右安门外草桥建了一处别墅叫万柳堂，清初大学士冯溥慕其名，在广渠门内建别墅，取名“万柳堂”。
万柳堂占地百余亩。园内堆土山，种植了杨柳和各种花卉。并修建御书楼，楼内悬挂康熙御笔匾额“间廉…",986.0,116.4259061676,39.9010459316,0,0.0,万柳堂旧址,
899,端郡王府Palace of Duke Duan,1,0.0,,988.0,116.3674203566,39.9384393652,0,0.0,端郡王府,PalaceofDukeDuan
900,玉虚宫,1,0.0,玉虚宫创建年代不详，现存为清光绪年间所重建。玉虚宫由前宫、后宫、塔院三部分组成。前宫四合院布局。正殿前竖碑两座。后宫地势与前宫殿脊齐平，四合院布局。塔院位于后宫50米左右，有塔4座。其中3座并列成“一”字，相隔约7米。建筑形式相同，八…,989.0,116.1642843651,40.3086946128,0,0.0,玉虚宫,
901,北京密云精灵谷自然风景区Beijingmiyunjinglingguziran Sceneic Area,4,80.0,,990.0,116.787078,40.601788,14,0.0,北京密云精灵谷自然风景区,BeijingmiyunjinglingguziranSceneicArea
902,黑寺,2,0.0,"黑寺在海淀区东升乡马甸村西。原为前后两寺，中以一街相隔。两寺与附近的黄寺同为喇嘛庙，因覆以黑瓦，故俗称黑寺。
前黑寺原名慈度寺，建于清朝初年。坐北朝南，有殿5重，民国年间烧毁。后黑寺原名察罕喇嘛庙，为东蒙察罕呼图克图活佛于清顺治二年…",991.0,115.8795303247,39.9706798623,0,0.0,黑寺,
903,永定河珍珠湖段漂流,0,80.0,水流湍急，落差大，因地处永定河峡谷中段，沿途景色秀美。,992.0,115.838261926,40.0241264493,1,0.0,永定河珍珠湖段漂流,
904,圣安寺遗址,1,0.0,"圣安寺遗址位于宣武门外南横街西口。金天会年间(1123一1135)始建。
传说是金代帝后为佛觉、晦堂二大师营建。因寺院建于中都城内的柳湖村旁，寺外有湖，岸边垂柳，俗称柳湖寺。明正统十一年(1446)重修并改名普济寺，清乾隆四十一年(1776)又重新修葺…",993.0,116.3697795146,39.8901830481,0,0.0,圣安寺遗址,
905,昊天塔,1,100.0,"昊天塔又称多宝佛塔。位于房山区良乡东北1公里燎石岗上。昊天塔相传建于隋朝，现存塔是辽代所筑。
昊天塔为五层楼阁空心式。砖木结构。通高47．05米，平面呈八角形。须弥座塔基上刻砖雕花卉，壶门内雕有站、坐佛像，壶门上雕有狮子。塔身各层东、南…",995.0,116.1605989902,39.7419173883,3,0.0,昊天塔,
906,西华门Xihuamen,1,94.0,,996.0,116.399131,39.921391,26,0.0,西华门,Xihuamen
907,安外清真寺An'wai MuslimTemple,1,94.0,,997.0,116.412167,39.959807,13,0.0,安外清真寺,AnwaiMuslimTemple
908,堂子,1,0.0,堂子始建于1644年。原在长安左门外御河桥东，即台基厂大街北口路西一带。堂子为满洲神庙的称呼。供奉清入关前战死的4位祖先的遗物，清朝廷建立政权后，凡有重大的政治、军事行动，就在庙内举行祭把、誓师，当时称“谒庙”。入关后，乾隆时期将“谒…,518.0,116.4132865526,39.9154922505,0,0.0,堂子,
909,大峪沟摩崖造像,1,0.0,"在面朝南的青石断面上，有造像两龛。右侧一龛高0.88米，宽0.98米。中为佛祖释迦牟尼坐像，两侧各为其弟子或金刚力士，顶部为二飞天。共有造像9尊。龛的两侧有题记。左侧一龛高1.7米，宽O.85米。有释迦牟尼垂足端坐造像。右侧一龛为唐代,左侧一龛较…",999.0,115.74766987,39.5994127778,0,0.0,大峪沟摩崖造像,
910,祖大寿祠,1,94.0,,1009.0,116.3738417367,39.9373071325,3,0.0,祖大寿祠,
911,凝和庙Beijing Ninghe Temple,1,90.0,,1010.0,116.409422,39.925357,16,0.0,凝和庙,BeijingNingheTemple
912,民国国会议场Convention Hall of the Republic of China,1,100.0,,1012.0,116.3773229195,39.9069099426,2,0.0,民国国会议场,ConventionHalloftheRepublicofChina
913,中国民兵武器装备陈列馆Weapon Museum of Chinese People's Militia,2,66.0,,212.0,116.6768,39.943624,8,0.0,中国民兵武器装备陈列馆,WeaponMuseumofChinesePeoplesMilitia
914,小汤山现代农业科技示范园Xiaotangshan Modern Agricultural Science Park,2,86.0,,4.0,116.4403188163,40.1611633301,18,0.0,小汤山现代农业科技示范园,XiaotangshanModernAgriculturalSciencePark
915,清真普寿寺Muslims Pushou Temple,1,96.0,,1013.0,116.368891,39.927671,4,0.0,清真普寿寺,MuslimsPushouTemple
916,晏公祠,1,0.0,"晏公祠位于海淀区四季青乡万安山麓。原名道统庙。明代正德七年(1512)由太监晏宏所建。
庙门依山崖石壁凿建，有“停云岩”石洞，面阔3间，明问与次间之间有石券门相通。每间石室内均有小龛。庙内原供有三皇、五帝、 三王、周公、孔子、孟子以及宋代…",500.0,116.2814349243,39.9609982721,0,0.0,晏公祠,
917,西便门明北京城墙遗址,1,0.0,"西便门明北京城墙遗址，位于西二环路南端，建于明正统四年（1439年）。
此处遗址是内城的西南角城垣。因年久失修，逐渐倾塌，仅留100余米长的残迹。1987年市文物局与西城区政府共同修复城墙，保留7处断面遗迹，并修复了敌楼，改造周围环境并进行绿…",276.0,116.4406531139,39.9085701791,0,0.0,西便门明北京城墙遗址,
918,蓟城纪念柱,0,0.0,蓟城纪念柱于1995年修建，位于宣武区广安门滨河路东侧，是蓟城建城标志，为仿汉建筑。,1014.0,116.3551105537,39.9012733554,0,0.0,蓟城纪念柱,
919,普照寺Puzhao Temple,1,94.0,,1015.0,116.1134574534,40.06146061,4,0.0,普照寺,PuzhaoTemple
920,清真法源寺,1,100.0,"清真法源寺在西城区德胜门外大街200号。清康熙初年重修。
正门外有影壁1座。正门1间，横额上书“开天古教”。正门两旁各开1门。二门为一座重檐建筑，二门外北为洗浴室，南为客房。二门内有讲堂、大殿(顶部起一小亭)、窑殿、邦克楼。现为德外清真寺…",359.0,116.386342167,39.9581486641,0,0.0,清真法源寺,
921,恰园旧址,0,0.0,恰园旧址东起米市胡同，西至南横街半截胡同，又名七间房。相传为明代严嵩的别墅。清康熙时大学士王祟简、王熙父子在此建别墅，请当时在京营园的江南叠山高手张然治造，有20余景，为清初北京具有江南宅第园林特色的名园之一。到了乾隆时期，怡园已被…,1016.0,116.3823314011,39.8902277182,0,0.0,恰园旧址,
922,凤凰亭,1,80.0,凤凰亭位于房山区燕山办事处凤凰亭路的东侧山坡上。是一座重檐攒尖顶的石砌碑亭。亭内竖有清雍正九年(1731)石碑一方，阳书“圣德光昭西山仪凤碑铭”。,1017.0,115.956669503,39.7407247946,1,0.0,凤凰亭,
923,正阳桥疏渠记碑Shuquji Stele of Zhengyang Bridge,1,82.0,,1018.0,116.4065508738,39.8938331604,7,0.0,正阳桥疏渠记碑,ShuqujiSteleofZhengyangBridge
924,双寺,1,0.0,双寺在西城区旧鼓楼北大街双寺胡同。明成化元年(1465)太监刘嘉林舍宅建寺，为大应法王下院。明成化十六年(1480)尚膳监太监刘祥、高通等人出资改建。分为东西二区，东为嘉慈寺(现已无存)，西为广济寺。万历三十一年(1603)重修。胡同因寺得名。,1019.0,116.3990016692,39.9535792232,0,0.0,双寺,
925,汉代铸币遗址Handaizhubi Ruins,1,90.0,,1020.0,116.638611,40.321569,9,0.0,汉代铸币遗址,HandaizhubiRuins
926,龚自珍故居,1,0.0,龚自珍故居在西城区手帕胡同21号。龚自珍在京住地之一。故居坐北朝南，三进院落，另有东西跨院。前院有北房3间，两侧耳房各两间，东西厅房各3间。院内当年曾有道光御笔“福”字匾及“耕读堂”匠。故居基本保持原状。,513.0,116.3747744005,39.9043917667,0,0.0,龚自珍故居,
927,农科院林果研究所,1,0.0,"北京市林业果树研究所是北京市专门从事林业果树应用性研究和开发的专业机构，迄今已有40年的历史，曾经为北京市和全国的林业果树事业做出很大的贡献。
园内的果园、苗圃经过多年的精心培育和科学管理，科技含量很高。这里建有国家桃、草莓种质资源…",1022.0,116.2314576511,39.9761821086,0,0.0,农科院林果研究所,
928,昭显庙Zhaoxian Temple,1,92.0,,1023.0,116.3970029423,39.9245466358,6,0.0,昭显庙,ZhaoxianTemple
929,杨椒山祠Beijing Ancestral Hall of Yang Jiaoshan,0,60.0,,1024.0,116.373497416,39.901326473,3,0.0,杨椒山祠,BeijingAncestralHallofYangJiaoshan
930,天开塔Fangshan Tiankai Tower,1,94.0,,8.0,115.9010446116,39.6255264282,2,0.0,天开塔,FangshanTiankaiTower
931,不老湖风景区Bulaohu Scenic Area,1,82.0,,1033.0,117.026648,40.634443,15,0.0,不老湖风景区,BulaohuScenicArea
932,中国画研究院展览馆,1,0.0,中国画研究院展览馆在海淀区西三环北路22号中国画研究院内。是中国画研究院的附属机构。是研究院为繁荣国画创作、对外进行文化交流的重要窗口。建于1986年，主要业务是举办画展。展出作品来源于四个方面：研究院历年收藏的现代名家作品；当代著名画…,1034.0,116.3168649243,39.9444147152,0,0.0,中国画研究院展览馆,
933,定慧寺Beijing Dinghui Temple,1,56.0,,1036.0,116.2851362127,39.9303615274,3,0.0,定慧寺,BeijingDinghuiTemple
934,南正行官旧址,1,0.0,"南正行官旧址距北京城约65公里，是北京去河北易县西陵的第二座行宫。
行宫坐北朝南，占地约2万平方米，前抵南泉水河，后靠山坡。行宫前是汉白玉拱桥，过御河桥是小广场。正对御河桥是左右并排的两个月台，左侧月台旁边有一棵梨树，径粗70厘米，它本…",1037.0,115.8557474689,39.5686613726,0,0.0,南正行官旧址,
935,京报馆Shaopiaoping Former Residence,1,90.0,,1038.0,116.3872210881,39.8972686049,4,0.0,京报馆,ShaopiaopingFormerResidence
936,绍兴会馆旧址,1,0.0,"绍兴会馆旧址，始建于清道光六年（1826年）。是鲁迅先生在北京的故居之一。
绍兴会馆的建筑有“仰级堂”“涣文萃福之轩”“藤花别馆”“绿竹舫”“嘉阴堂”“补树书屋”“贤阁”“怀旭斋”“一枝巢”等。",1039.0,116.3789022615,39.8927844205,0,0.0,绍兴会馆旧址,
937,灵鹫禅寺Lingjiu Buddhist Temple,1,100.0,,9.0,116.0183711296,39.8479385376,2,0.0,灵鹫禅寺,LingjiuBuddhistTemple
938,唐古城遗址Tanggucheng Ruins,0,0.0,,1041.0,115.7236677229,39.5829162598,0,0.0,唐古城遗址,TangguchengRuins
939,浏阳会馆旧址,1,0.0,浏阳会馆即谭嗣同故居。谭嗣同是戊戌变法殉难的六君子之一，清末政治家，思想家和哲学家，很长一段时间他都住在这里。谭嗣同(1865―1898)，字更生，号壮飞。湖南浏阳人，清同治四年二月十三日生于北京宣武门外烂缦胡同。与康有为，梁启超等一起从事…,1042.0,116.3796445443,39.8932368527,0,0.0,浏阳会馆旧址,
940,香麓园,2,0.0,"位于海淀区香山北正黄旗十八号的香麓园座落在香山脚下，于香炉峰至南坡红叶区的狼涧沟幽谷中，因满园房舍依山就势而建，天然成趣，故名香麓园。
香麓园内有多处泉水喷涌不断，夏天用此水煮出的饭数日内不馊坏，在今日科学已知泉水的保健功效而纷纷…",1043.0,116.292211152,39.9730485273,0,0.0,香麓园,
941,北京施愚山故居Shiyu Mountain Former Residence,1,0.0,,1044.0,116.381832,39.898162,0,0.0,北京施愚山故居,ShiyuMountainFormerResidence
942,北京谢叠山祠Beijing Xie Dieshan Ancestral Hall,0,0.0,,1045.0,116.3772270819,39.8934221314,0,0.0,北京谢叠山祠,BeijingXieDieshanAncestralHall
943,中国石油大学(北京校区)China University of Petroleum,0,0.0,中国石油大学，简称中石大，创建于1953年，被誉为“石油科技人才的摇篮”。共有青岛、北京两个校区，其中的北京校区坐落在风景秀丽的北京市昌平区军都山南麓。,1046.0,116.253857,40.226799,0,0.0,中国石油大学北京校区,ChinaUniversityofPetroleum
944,方家46号No. 46 Fangjia Hutong,2,94.0,,1047.0,116.4179405701,39.9500069437,30,0.0,方家号,NoFangjiaHutong
