,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
804,上海科普公园,0,0.0,,,121.4421582494,31.3523911352,0,0.0,上海科普公园,
805,金矿镇,0,80.0,,,121.22094049,31.1016122936,0,0.0,金矿镇,
806,江湾民间文化陈列馆,0,0.0,,,121.4890000093,31.3030050931,0,0.0,江湾民间文化陈列馆,
807,大方禅院,0,0.0,,,121.0556624767,30.9136482139,0,0.0,大方禅院,
808,又新印刷所旧址,0,0.0,,,121.4845427905,31.2223787346,0,0.0,又新印刷所旧址,
809,白林寺,0,0.0,,,121.5513682815,31.2797308871,0,0.0,白林寺,
810,世博文化公园,0,80.0,,,121.483719,31.187285,0,0.0,世博文化公园,
811,长美绿地,0,90.0,,,121.64797,31.172478,0,0.0,长美绿地,
812,古美路街道图书馆,0,0.0,,,121.411901,31.148137,0,0.0,古美路街道图书馆,
813,金山图书馆,0,0.0,,,121.3460659055,30.7481601206,0,0.0,金山图书馆,
814,佳能影像乐天地,0,0.0,,,121.486264469,31.2316576212,0,0.0,佳能影像乐天地,
815,高境镇图书馆,0,0.0,,,121.4807796828,31.3288062129,0,0.0,高境镇图书馆,
816,五角场镇图书馆,0,0.0,,,121.54220209,31.3119276211,0,0.0,五角场镇图书馆,
817,百禧公园,0,88.0,,,121.4181129154,31.2472790294,0,0.0,百禧公园,
818,星云文教馆,0,80.0,,,121.3392920551,31.1688706724,0,0.0,星云文教馆,
819,浩清图书馆,0,0.0,,,121.431441559,31.1786400108,0,0.0,浩清图书馆,
820,上钢图书馆,0,0.0,,,121.4993674828,31.1814933828,0,0.0,上钢图书馆,
821,江浦社区图书馆,0,98.0,,,121.5238156809,31.272136888,0,0.0,江浦社区图书馆,
822,北蔡图书馆,0,100.0,,,121.561817122,31.1799763833,0,0.0,北蔡图书馆,
823,新江湾城街道图书馆,0,0.0,,,121.5164547239,31.339706326,0,0.0,新江湾城街道图书馆,
824,沙生植物馆,0,0.0,,,121.1952092409,31.0851854052,0,0.0,沙生植物馆,
825,延吉新村街道图书馆,0,0.0,,,121.5430896749,31.2950702646,0,0.0,延吉新村街道图书馆,
826,江桥镇图书馆,0,0.0,,,121.3486205587,31.2590682359,0,0.0,江桥镇图书馆,
827,主恩堂,0,0.0,,,121.5930204382,31.2859581559,0,0.0,主恩堂,
828,殷行街道图书馆,0,0.0,,,121.5466110798,31.3259238645,0,0.0,殷行街道图书馆,
829,长征镇图书馆,0,0.0,,,121.3892827611,31.2471575215,0,0.0,长征镇图书馆,
830,洋泾社区图书室,0,0.0,,,121.5634175507,31.2507538004,0,0.0,洋泾社区图书室,
831,淮海中路街道图书馆,0,80.0,,,121.4821438957,31.219699848,0,0.0,淮海中路街道图书馆,
832,曹家渡街道图书馆,0,0.0,,,121.4409841884,31.2395085121,0,0.0,曹家渡街道图书馆,
833,四平路街道图书馆,0,0.0,,,121.517169723,31.2842721258,0,0.0,四平路街道图书馆,
834,金杨社区图书馆,0,90.0,,,121.5790133263,31.2541874125,0,0.0,金杨社区图书馆,
835,主恩堂,0,0.0,,,121.275866,31.17276,0,0.0,主恩堂,
836,五角场镇图书馆(长海路街道店),0,92.0,,,121.5224440683,31.3151829051,0,0.0,五角场镇图书馆长海路街道店,
837,大宁路街道图书馆,0,90.0,,,121.4604146925,31.2761423854,0,0.0,大宁路街道图书馆,
838,广中路街道图书馆,0,86.0,,,121.4841688881,31.2838908925,0,0.0,广中路街道图书馆,
839,半淞园路街道图书馆,0,0.0,,,121.4933740005,31.2126560066,0,0.0,半淞园路街道图书馆,
840,凡音音乐减压小站·团建·培训,0,0.0,,,121.4354526615,31.2397064331,0,0.0,凡音音乐减压小站团建培训,
841,宝山纺织工业文明展示馆,0,0.0,,,121.4918814966,31.37143626,0,0.0,宝山纺织工业文明展示馆,
842,礼巴堂艺术空间,0,100.0,,,121.4517349211,31.2166558754,0,0.0,礼巴堂艺术空间,
843,四川北路文化中心图书馆,0,100.0,,,121.4936659209,31.2639741246,0,0.0,四川北路文化中心图书馆,
844,樊登书店·咖啡·团建,0,0.0,,,121.613485369,31.2085883102,0,0.0,樊登书店咖啡团建,
845,莫胖图书馆,0,0.0,,,121.6165872726,31.2500927513,0,0.0,莫胖图书馆,
846,虹桥街道图书馆,0,0.0,,,121.4172538991,31.2036638793,0,0.0,虹桥街道图书馆,
847,landblink可见光,0,90.0,,,121.4697867879,31.215016128,0,0.0,可见光,landblink
848,ART SPACE,0,0.0,,,121.4562245501,31.2543071689,0,0.0,,ARTSPACE
849,悠贝亲子图书馆(乐荟天地馆),0,0.0,,,121.5150113968,31.1913871126,0,0.0,悠贝亲子图书馆乐荟天地馆,
850,得到图书馆,0,0.0,,,121.3327575578,31.2004868375,0,0.0,得到图书馆,
851,fibre,0,0.0,,,121.4487343146,31.2349646373,0,0.0,,fibre
852,T·HOUSE艺术空间,0,0.0,,,121.4058798967,31.1702123816,0,0.0,艺术空间,THOUSE
853,纽约视觉艺术学院艺术中心snap,0,0.0,,,121.4961119589,31.2387740736,0,0.0,纽约视觉艺术学院艺术中心,snap
854,叶美术YE·Fine·Art,0,0.0,,,121.4697763262,31.2156744745,0,0.0,叶美术,YEFineArt
855,华泾社区文化活动中心,0,0.0,,,121.4606132161,31.125718027,0,0.0,华泾社区文化活动中心,
856,嘉兴路街道图书馆,0,0.0,,,121.4996956132,31.267768433,0,0.0,嘉兴路街道图书馆,
857,竹园艺术中心,0,0.0,,,121.5397902202,31.2272242035,0,0.0,竹园艺术中心,
858,上海路路壹号路亚俱乐部,0,100.0,,,121.5835683908,30.9595985112,0,0.0,上海路路壹号路亚俱乐部,
859,好好笑HaoHaoLaugh,0,100.0,,,121.4489988055,31.2348875235,0,0.0,好好笑,HaoHaoLaugh
860,学悦风咏书社,0,100.0,,,121.515099555,31.3139343217,0,0.0,学悦风咏书社,
861,杨浦区城市规划展览馆,0,0.0,,,121.5307945198,31.2710729546,0,0.0,杨浦区城市规划展览馆,
862,别克艺术空间,0,0.0,,,121.4786065333,31.2355124258,0,0.0,别克艺术空间,
863,彭浦新村街道图书馆,0,100.0,,,121.4577182093,31.3137172768,0,0.0,彭浦新村街道图书馆,
864,浦江镇图书馆,0,0.0,,,121.5186413466,31.0391379934,0,0.0,浦江镇图书馆,
865,茅台文化体验馆,0,0.0,,,121.475036632,31.221221575,0,0.0,茅台文化体验馆,
866,吴昌硕文化中心,0,0.0,,,121.3154937825,31.2163454826,0,0.0,吴昌硕文化中心,
867,我嘉书房(嘉定宝龙广场),0,0.0,,,121.2665120221,31.351860133,0,0.0,我嘉书房嘉定宝龙广场,
868,永福柒拾,0,0.0,,,121.4499417786,31.2165146697,0,0.0,永福柒拾,
869,Longlati Foundation,0,100.0,,,121.4921875969,31.2484121942,0,0.0,,LonglatiFoundation
870,高行文化活动中心,0,0.0,,,121.6182354889,31.3021823594,0,0.0,高行文化活动中心,
871,界界乐（上海）文化艺术中心,0,0.0,,,121.2330988948,31.1549277238,0,0.0,界界乐上海文化艺术中心,
872,小灯塔儿童俱乐部LittleLighthouse,0,0.0,,,121.3082831989,31.2780576613,0,0.0,小灯塔儿童俱乐部,LittleLighthouse
873,凌云路街道图书馆,0,0.0,,,121.4406412281,31.1367011556,0,0.0,凌云路街道图书馆,
874,役家兵站文化馆,0,0.0,,,121.5000561611,31.3420034974,0,0.0,役家兵站文化馆,
875,里美艺术空间Limmi Artspace,0,0.0,,,121.4960307506,31.2387518813,0,0.0,里美艺术空间,LimmiArtspace
876,J&J原版少儿图书馆,0,0.0,,,121.4910515028,31.3004079012,0,0.0,原版少儿图书馆,JJ
877,微爱公益空间,0,0.0,,,121.4498158003,31.2458139872,0,0.0,微爱公益空间,
878,金桥镇图书馆,0,0.0,,,121.6167725851,31.2739590719,0,0.0,金桥镇图书馆,
879,华漕国际社区文化活动中心,0,100.0,,,121.2952121506,31.2158958981,0,0.0,华漕国际社区文化活动中心,
880,美兰西湖文化活动中心,0,0.0,,,121.357715,31.392103,0,0.0,美兰西湖文化活动中心,
881,六合IN巷,0,0.0,,,121.4912255504,31.2432365721,0,0.0,六合巷,IN
882,吉利工坊,0,0.0,,,121.4891929888,31.267949,0,0.0,吉利工坊,
883,iag艺术院线,0,0.0,,,121.4749936319,31.2266072798,0,0.0,艺术院线,iag
884,张庙社区文化活动中心,0,0.0,,,121.4506723121,31.3449514895,0,0.0,张庙社区文化活动中心,
885,漆栖文化体验馆,0,0.0,,,121.4901436909,31.0693341327,0,0.0,漆栖文化体验馆,
886,坐忘书房(金科路店),0,0.0,,,121.6077872347,31.20930632,0,0.0,坐忘书房金科路店,
887,K线股道书屋,0,0.0,,,121.4309309594,31.6816405566,0,0.0,线股道书屋,K
888,爱上海忆生活改革开放四十年主题展,0,0.0,,,121.4817295414,31.2412711642,0,0.0,爱上海忆生活改革开放四十年主题展,
889,云堡未来市RABORNOVA,0,0.0,,,121.2386018718,31.0960059246,0,0.0,云堡未来市,RABORNOVA
890,宋庆龄文化展示中心,0,0.0,,,121.7105740774,31.2010707565,0,0.0,宋庆龄文化展示中心,
891,复旦图书馆,0,0.0,,,121.509390103,31.3029749178,0,0.0,复旦图书馆,
892,马桥镇文体中心,0,0.0,,,121.3724059025,31.0375340641,0,0.0,马桥镇文体中心,
893,上海电力学院图书馆(长阳路校区),0,0.0,,,121.5537901633,31.2813823239,0,0.0,上海电力学院图书馆长阳路校区,
894,杨行镇社区图书馆,0,0.0,,,121.4529989789,31.3847902969,0,0.0,杨行镇社区图书馆,
895,凉城新村街道图书馆,0,0.0,,,121.4774169566,31.3041677237,0,0.0,凉城新村街道图书馆,
896,张江图书馆,0,0.0,,,121.6359535059,31.195316687,0,0.0,张江图书馆,
897,香江画廊(香江画廊),0,0.0,,,121.3763894915,31.1789832917,0,0.0,香江画廊香江画廊,
898,Oniment,0,0.0,,,121.4691093617,31.2222806222,0,0.0,,Oniment
899,知阅书房,0,0.0,,,121.4401996696,31.3515099293,0,0.0,知阅书房,
900,好久不读long time no read,0,96.0,,,121.5683568665,31.2156061176,0,0.0,好久不读,longtimenoread
901,上海市飞镖运动协会(天钥桥路),0,0.0,,,121.4480450505,31.1937793504,0,0.0,上海市飞镖运动协会天钥桥路,
902,长风新村街道图书馆,0,0.0,,,121.4057700843,31.2401107268,0,0.0,长风新村街道图书馆,
903,康乐书院,0,0.0,,,121.4193706231,31.1578981305,0,0.0,康乐书院,
904,JUZE Gallery,0,0.0,,,121.3951589702,31.2197979216,0,0.0,,JUZEGallery
905,虹园新虹法制文化主题公园,0,0.0,,,121.3184170361,31.2179121491,0,0.0,虹园新虹法制文化主题公园,
906,彭浦新村58号社区文化活动中心,0,0.0,,,121.4577956124,31.3139545042,0,0.0,彭浦新村号社区文化活动中心,
907,龙华街道图书馆,0,0.0,,,121.4560198195,31.1745631373,0,0.0,龙华街道图书馆,
908,神兽之间(博荟店),0,0.0,,,121.486618,31.202719,0,0.0,神兽之间博荟店,
909,罗泾农家风情展示馆,0,100.0,,,121.3258842525,31.4974750738,0,0.0,罗泾农家风情展示馆,
910,城事机密魔术馆,0,0.0,,,121.6121482556,31.2667650399,0,0.0,城事机密魔术馆,
911,杉达学院图书馆,0,0.0,,,121.6643167004,31.2751068009,0,0.0,杉达学院图书馆,
912,李政道图书馆,0,0.0,,,121.4327444376,31.0316253885,0,0.0,李政道图书馆,
913,通河新村街道图书馆,0,0.0,,,121.4504701001,31.3449563196,0,0.0,通河新村街道图书馆,
914,程家桥街道图书馆,0,76.0,,,121.3750557775,31.200402741,0,0.0,程家桥街道图书馆,
915,外滩街道图书馆,0,0.0,,,121.4907077618,31.2461265889,0,0.0,外滩街道图书馆,
916,黄炎培职业教育展示馆,0,0.0,,,121.5552047385,31.0785549036,0,0.0,黄炎培职业教育展示馆,
917,枫林路街道图书馆,0,0.0,,,121.4554301769,31.1867701279,0,0.0,枫林路街道图书馆,
918,仙霞新村街道图书馆,0,0.0,,,121.3998790545,31.2119832293,0,0.0,仙霞新村街道图书馆,
919,沪杏科技图书馆,0,0.0,,,121.3856523598,31.1984604718,0,0.0,沪杏科技图书馆,
920,周家桥街道图书馆,0,0.0,,,121.4141410231,31.2251468005,0,0.0,周家桥街道图书馆,
921,东一美术馆,0,70.0,,,121.497985,31.239217,0,0.0,东一美术馆,
922,新梦舞厅,0,0.0,,,121.4619967078,31.2743448057,0,0.0,新梦舞厅,
923,控江路街道图书馆,0,80.0,,,121.5289373884,31.284241932,0,0.0,控江路街道图书馆,
924,长白新村街道图书馆,0,0.0,,,121.5500857029,31.3012463936,0,0.0,长白新村街道图书馆,
925,定海路街道图书馆,0,0.0,,,121.5556219177,31.2845409875,0,0.0,定海路街道图书馆,
926,江苏路街道图书馆,0,0.0,,,121.4321818998,31.2259755635,0,0.0,江苏路街道图书馆,
927,涵芬楼阅读体验中心,0,0.0,,,121.4566680474,31.0416814393,0,0.0,涵芬楼阅读体验中心,
928,包玉刚图书馆,0,94.0,,,121.4365103098,31.0281588908,0,0.0,包玉刚图书馆,
929,桃花岛,0,0.0,,,121.1949854371,31.0646399851,0,0.0,桃花岛,
930,上海广富林奇石馆,0,0.0,,,121.1876558752,31.0700998229,0,0.0,上海广富林奇石馆,
931,广良寺,0,0.0,,,121.843426,31.546765,0,0.0,广良寺,
932,新桥公园,0,60.0,,,121.3196826062,31.0660743587,0,0.0,新桥公园,
933,雕塑艺术公园,0,0.0,,,121.50985,30.935161,0,0.0,雕塑艺术公园,
934,植根花实艺术空间,0,0.0,,,121.4526821346,31.1851383147,0,0.0,植根花实艺术空间,
935,新泰仓库,0,0.0,,,121.486957,31.247394,0,0.0,新泰仓库,
936,马桥森林体育公园,0,0.0,,,121.3539614655,31.0356084598,0,0.0,马桥森林体育公园,
937,康乐汇口袋公园,0,0.0,,,121.4194731382,31.157884075,0,0.0,康乐汇口袋公园,
938,张家浜休闲绿道,0,0.0,,,121.5820748597,31.2321012523,0,0.0,张家浜休闲绿道,
939,中共中央军委机关旧址纪念馆,0,0.0,,,121.4689680178,31.2435193064,0,0.0,中共中央军委机关旧址纪念馆,
940,灰仓艺术空间,0,0.0,,,121.5659762842,31.2755142927,0,0.0,灰仓艺术空间,
941,上海淞南寺,0,0.0,,,121.4985208495,31.3525566202,0,0.0,上海淞南寺,
942,沪南钱业公所,0,0.0,,,121.4994134177,31.2340300279,0,0.0,沪南钱业公所,
943,唐家塔口袋公园,0,0.0,,,121.5370049971,31.2845768687,0,0.0,唐家塔口袋公园,
944,上海少年儿童图书馆新馆,0,100.0,,,121.404594,31.226849,0,0.0,上海少年儿童图书馆新馆,
945,莲花寺,0,0.0,,,121.0799513414,30.9925863764,0,0.0,莲花寺,
946,南大公园,0,0.0,,,121.3776280068,31.3118787788,0,0.0,南大公园,
947,生香阁美术馆,0,0.0,,,121.0207418709,30.855597347,0,0.0,生香阁美术馆,
948,淳之当代瓷器博物馆,0,0.0,,,121.4890650936,31.0014730165,0,0.0,淳之当代瓷器博物馆,
949,我的亲宠乐园,0,0.0,,,121.1632576362,30.7913534899,0,0.0,我的亲宠乐园,
950,外滩一号艺术中心,0,0.0,,,121.4978751286,31.2391439341,0,0.0,外滩一号艺术中心,
951,Bluerider Art,0,80.0,,,121.4954499985,31.2403157047,0,0.0,,BlueriderArt
952,颠倒艺术馆(上海旗舰店),0,100.0,,,121.5054236603,31.2425078698,0,0.0,颠倒艺术馆上海旗舰店,
953,中医药文化园,0,0.0,,,121.6024342258,31.2026480896,0,0.0,中医药文化园,
954,崇明美术馆,0,0.0,,,121.434619129,31.6258630087,0,0.0,崇明美术馆,
955,百荟园,0,0.0,,,121.0989130811,30.9348642021,0,0.0,百荟园,
956,中环绿地,0,0.0,,,121.4590789787,31.2996981447,0,0.0,中环绿地,
957,CUBEWORK闵行园区,0,0.0,,,121.4209605888,31.0425132203,0,0.0,闵行园区,CUBEWORK
958,美兰湖水上运动中心,0,0.0,,,121.3614581505,31.4063632777,0,0.0,美兰湖水上运动中心,
959,上海工艺美术工厂,0,0.0,,,121.4365283381,31.176856737,0,0.0,上海工艺美术工厂,
960,江阴街,0,80.0,,,121.49477,31.218389,0,0.0,江阴街,
961,古美公园,0,92.0,,,121.399492,31.14749,0,0.0,古美公园,
962,塘下公路,0,0.0,,,121.885327,31.011607,0,0.0,塘下公路,
963,武夷MIX320,0,80.0,,,121.430301,31.219201,0,0.0,武夷,MIX
964,今潮8弄,0,86.0,,,121.490565,31.257046,0,0.0,今潮弄,
965,小芳廷西洋博物馆,0,100.0,,,121.438385,31.244741,0,0.0,小芳廷西洋博物馆,
966,杨浦滨江人民城市建设规划展示馆,0,0.0,,,121.5439876543,31.2594885312,0,0.0,杨浦滨江人民城市建设规划展示馆,
967,芦潮港海滩,0,0.0,,,121.8634170436,30.8535294615,0,0.0,芦潮港海滩,
968,零食博物馆,0,0.0,,,121.3242769089,31.1060579166,0,0.0,零食博物馆,
969,想巷街,0,0.0,,,121.4896872959,31.2967904899,0,0.0,想巷街,
970,艺术百代美术馆,0,0.0,,,121.23861,31.096316,0,0.0,艺术百代美术馆,
971,66梧桐院·天平邻里汇,0,0.0,,,121.454795,31.212182,0,0.0,梧桐院天平邻里汇,
972,亚马逊探险乐园(九六广场),0,88.0,,,121.531409,31.23345,0,0.0,亚马逊探险乐园九六广场,
973,彭浦四季公园,0,88.0,,,121.442701244,31.3168217927,0,0.0,彭浦四季公园,
974,8号桥三期创意园区,0,0.0,,,121.488979,31.206755,0,0.0,号桥三期创意园区,
975,上海人文历史地貌区Former French Concession,0,0.0,,,121.4792812997,31.228358299,0,0.0,上海人文历史地貌区,FormerFrenchConcession
976,Taiko(太克)星际亲子乐园,0,0.0,,,121.409884,31.262306,0,0.0,太克星际亲子乐园,Taiko
977,笑丫剧场（外滩店）,0,0.0,,,121.495898,31.241196,0,0.0,笑丫剧场外滩店,
978,沈家花园旧址,0,0.0,,,121.463007,30.92185,0,0.0,沈家花园旧址,
979,向阳村,0,0.0,,,121.143718,31.311046,0,0.0,向阳村,
980,艾厂人工智能艺术中心,0,60.0,,,121.378882,31.088286,0,0.0,艾厂人工智能艺术中心,
981,馆藏楼,0,0.0,,,121.3485174146,30.7193311491,0,0.0,馆藏楼,
982,花桥,0,0.0,,,121.264439,31.754572,0,0.0,花桥,
983,上海站-北广场,0,0.0,,,121.463118,31.257893,0,0.0,上海站北广场,
984,东沿河,0,0.0,,,121.698055,30.937133,0,0.0,东沿河,
985,海沈村,0,100.0,,,121.8046223356,31.0323420676,0,0.0,海沈村,
986,崇明花仙谷景区,0,0.0,,,121.421305,31.68795,0,0.0,崇明花仙谷景区,
987,交运智慧湾,0,90.0,,,121.445377,31.350161,0,0.0,交运智慧湾,
988,宝山星空高线公园,0,0.0,,,121.446923,31.351398,0,0.0,宝山星空高线公园,
989,摩登设计谷,0,0.0,,,121.436174442,31.1465680548,0,0.0,摩登设计谷,
990,THE NEXT艺术空间,0,0.0,,,121.4930090587,31.2428034994,0,0.0,艺术空间,THENEXT
991,第二届金秋郁金香花园节——骑士文化生活,0,0.0,,,121.384965,31.754921,0,0.0,第二届金秋郁金香花园节骑士文化生活,
992,朱鹏高艺术馆,0,0.0,,,121.290865,30.807679,0,0.0,朱鹏高艺术馆,
993,范家港绿地,0,0.0,,,121.244715,31.403479,0,0.0,范家港绿地,
994,陇南公园,0,0.0,,,121.328892,31.278877,0,0.0,陇南公园,
995,万安桥,0,0.0,,,120.926174,31.045135,0,0.0,万安桥,
996,吴宜恩美术馆,0,0.0,,,121.525113,30.830986,0,0.0,吴宜恩美术馆,
997,华东师范大学-校史馆,0,0.0,,,121.414698,31.23443,0,0.0,华东师范大学校史馆,
998,光音花园,0,0.0,,,121.487086,31.224157,0,0.0,光音花园,
999,上海理工大学,0,0.0,,,121.561334973,31.299251871,0,0.0,上海理工大学,
1000,复兴颂,0,0.0,,,121.486963,31.223971,0,0.0,复兴颂,
1001,上海博物馆-东馆,0,0.0,,,121.546005,31.225782,0,0.0,上海博物馆东馆,
1002,上海图书馆(东馆),0,0.0,,,121.5535979575,31.2261508603,0,0.0,上海图书馆东馆,
1003,青浦区科技文化活动中心,0,0.0,,,121.131636,31.156381,0,0.0,青浦区科技文化活动中心,
1004,航海邮局,0,100.0,,,121.518197,31.260056,0,0.0,航海邮局,
1005,三角地艺术园,0,0.0,,,121.4961693672,31.2623100175,0,0.0,三角地艺术园,
1006,中成美术馆,0,100.0,,,121.5025823284,31.355439589,0,0.0,中成美术馆,
1007,外滩二十二号艺术中心,0,0.0,,,121.5005333494,31.2363437781,0,0.0,外滩二十二号艺术中心,
1008,上海徽府,0,60.0,,,121.3262660116,31.2312737556,0,0.0,上海徽府,
1009,愚谷村,0,0.0,,,121.448868,31.227657,0,0.0,愚谷村,
1010,乐业LOFT创意中心,0,0.0,,,121.4592106366,31.3295956312,0,0.0,乐业创意中心,LOFT
1011,徽州古宅,0,0.0,,,121.4176100781,31.3195807333,0,0.0,徽州古宅,
1012,上海画廊,0,0.0,,,121.4960753777,31.2461826974,0,0.0,上海画廊,
1013,鼎力创意园,0,100.0,,,121.4364138059,31.1874744406,0,0.0,鼎力创意园,
1014,超煜创意园,0,0.0,,,121.6689510886,31.2910717983,0,0.0,超煜创意园,
1015,圣骊虹桥创意园,0,0.0,,,121.4272094666,31.1996249557,0,0.0,圣骊虹桥创意园,
1016,追梦园,0,0.0,,,121.4811028154,31.2222804648,0,0.0,追梦园,
1017,石库门老街,0,0.0,,,121.5126393584,31.2248176173,0,0.0,石库门老街,
1018,兴中心创意园,0,0.0,,,121.4749657818,31.2586461169,0,0.0,兴中心创意园,
1019,中一村,0,0.0,,,121.4346818117,31.2298620801,0,0.0,中一村,
1020,云间艺术馆,0,94.0,,,121.250880579,31.0067275446,0,0.0,云间艺术馆,
1021,微格创意园,0,0.0,,,121.3609674441,31.074249964,0,0.0,微格创意园,
1022,华瑞国际集团时尚创意园,0,0.0,,,121.3302265057,31.2371707757,0,0.0,华瑞国际集团时尚创意园,
1023,和欣墅街,0,0.0,,,121.4445444336,31.3417801673,0,0.0,和欣墅街,
1024,新闵创意园,0,0.0,,,121.4292151032,31.0204522447,0,0.0,新闵创意园,
1025,COMICUP28,0,0.0,,,121.3085520316,31.196416254,0,0.0,,COMICUP
1026,POP-UP口袋公园(浦东店),0,0.0,,,121.6467706918,31.210626429,0,0.0,口袋公园浦东店,POPUP
1027,得丘艺术馆,0,0.0,,,121.3778191703,31.0832799175,0,0.0,得丘艺术馆,
1028,春申湖广场,0,0.0,,,121.3713314102,31.1330547283,0,0.0,春申湖广场,
1029,33ml offspace,0,0.0,,,121.4275392682,31.2172533928,0,0.0,,mloffspace
1030,悦动公园,0,94.0,,,121.6153216969,31.2434129051,0,0.0,悦动公园,
1031,祥和博物馆,0,0.0,,,121.3866991572,31.2495905772,0,0.0,祥和博物馆,
1032,美达菱文化创意园,0,0.0,,,121.2203953974,31.2670564658,0,0.0,美达菱文化创意园,
1033,景裕创意园,0,0.0,,,121.4716591622,31.2594587615,0,0.0,景裕创意园,
1034,嘉定西街,0,0.0,,,121.3155525204,31.2970927816,0,0.0,嘉定西街,
1035,上海北虹桥时尚创意园,0,0.0,,,121.3297140506,31.2369705758,0,0.0,上海北虹桥时尚创意园,
1036,华地文化艺术中心,0,0.0,,,121.468221694,31.220083905,0,0.0,华地文化艺术中心,
1037,聚源桥村,0,0.0,,,121.3922048912,31.4452763697,0,0.0,聚源桥村,
1038,柳鹭田园区,0,0.0,,,121.5144569627,31.0545642069,0,0.0,柳鹭田园区,
1039,YOUNG美术馆,0,0.0,,,121.199942792,31.0395758288,0,0.0,美术馆,YOUNG
1040,天台星空夜市集,0,0.0,,,121.4186446344,31.239281563,0,0.0,天台星空夜市集,
1041,79意库,0,86.0,,,121.4032173604,31.0781039426,0,0.0,意库,
1042,《风邪》沉浸式互动体验,0,86.0,,,121.377183,31.214956,0,0.0,风邪沉浸式互动体验,
1043,RAYGAME光影游戏·沉浸式戏剧(黄浦店),0,100.0,,,121.475032691,31.2319920599,0,0.0,光影游戏沉浸式戏剧黄浦店,RAYGAME
1044,neXtlab,0,100.0,,,121.4755945623,31.2266038945,0,0.0,,neXtlab
1045,高阳大楼,0,100.0,,,121.510844,31.256701,0,0.0,高阳大楼,
1046,上海体育博物馆陈列室,0,88.0,,,121.4784739253,31.2397227095,0,0.0,上海体育博物馆陈列室,
1047,虎树亭,0,0.0,,,121.196300364,31.0952138795,0,0.0,虎树亭,
1048,泗滨绿地,0,0.0,,,121.2535828732,31.1160603979,0,0.0,泗滨绿地,
1049,新华园,0,0.0,,,121.415257,31.010639,0,0.0,新华园,
1050,江航知秋园,0,0.0,,,121.543175691,31.046962359,0,0.0,江航知秋园,
1051,青浦春暖绿地公园,0,0.0,,,121.1666311713,31.1541186979,0,0.0,青浦春暖绿地公园,
1052,共青森林公园八仙花园,0,100.0,,,121.5568372706,31.3259796412,0,0.0,共青森林公园八仙花园,
1053,庄行镇农艺(郊野)公园,0,0.0,,,121.4192068774,30.9864667128,0,0.0,庄行镇农艺郊野公园,
1054,嘉洲公园,0,0.0,,,121.3481595118,31.2766017812,0,0.0,嘉洲公园,
1055,外环高速绿地口袋公园,0,0.0,,,121.389715,31.132271,0,0.0,外环高速绿地口袋公园,
1056,北咸塘浜绿地,0,0.0,,,121.5976653014,31.3275653104,0,0.0,北咸塘浜绿地,
1057,江玮公园,0,0.0,,,121.5398089699,31.0660061795,0,0.0,江玮公园,
1058,新杨湾科创园,0,0.0,,,121.4732933636,31.3290374328,0,0.0,新杨湾科创园,
1059,双拥广场,0,0.0,,,121.480815,31.2398,0,0.0,双拥广场,
1060,三林名人廊,0,0.0,,,121.5079473425,31.1469120452,0,0.0,三林名人廊,
1061,浦东老宅,0,0.0,,,121.5950409958,31.1489188995,0,0.0,浦东老宅,
1062,兴华苑,0,0.0,,,121.347245,31.068183,0,0.0,兴华苑,
1063,路家宅,0,0.0,,,121.647652004,30.9224979219,0,0.0,路家宅,
1064,情人花景,0,80.0,,,121.4919204217,31.2504640481,0,0.0,情人花景,
1065,沐野自然探索博物园,0,0.0,,,121.3705569377,30.744847803,0,0.0,沐野自然探索博物园,
1066,闵行文化公园-七号桥碉堡,0,0.0,,,121.3675714387,31.1637071211,0,0.0,闵行文化公园七号桥碉堡,
1067,临港海滨休闲广场,0,0.0,,,121.8564983346,30.8751483052,0,0.0,临港海滨休闲广场,
1068,枫泾古镇-一枕堂,0,0.0,,,121.024712,30.894478,0,0.0,枫泾古镇一枕堂,
1069,双辽路人口文化街,0,0.0,,,121.5220774257,31.2791379638,0,0.0,双辽路人口文化街,
1070,多国人物雕塑,0,0.0,,,121.8130048696,31.1569381863,0,0.0,多国人物雕塑,
1071,魁星阁,0,0.0,,,121.4950325902,31.2235442867,0,0.0,魁星阁,
1072,皂梦空间,0,92.0,,,121.557909,31.269972,0,0.0,皂梦空间,
1073,artmart艺术空间,0,0.0,,,121.4519341298,31.2165807975,0,0.0,艺术空间,artmart
1074,梅陇廉洁文化公园,0,0.0,,,121.415750821,31.1366538041,0,0.0,梅陇廉洁文化公园,
1075,浦东川沙健康公园,0,0.0,,,121.6967224942,31.1749630881,0,0.0,浦东川沙健康公园,
1076,延中公园(金陵西路店),0,0.0,,,121.4735544679,31.2285036379,0,0.0,延中公园金陵西路店,
1077,黄兴全民体育公园,0,0.0,,,121.5344369571,31.3028331787,0,0.0,黄兴全民体育公园,
1078,康雍干艺术会馆,0,0.0,,,121.1811728841,31.1929635458,0,0.0,康雍干艺术会馆,
1079,嘉定新城滑板公园,0,0.0,,,121.251672,31.338107,0,0.0,嘉定新城滑板公园,
1080,植根花实上海,0,0.0,,,121.4473127744,31.1869381204,0,0.0,植根花实上海,
