,Unnamed: 0,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名,属地
919,919,中国基督教播道会播道书院道真堂Daozhen Church of EFCC Evangelical Academy,0,0.0,,,114.2505500809,22.3166369056,0,0.0,中国基督教播道会播道书院道真堂,DaozhenChurchofEFCCEvangelicalAcademy,香港
920,920,福荣街休憩花园Furongjie Xiuqi Garden,0,72.0,,,114.178,22.3323,3,0.0,福荣街休憩花园,FurongjieXiuqiGarden,香港
921,921,屯门浸信会崇恩福音堂Chong’en Evangelical Church of Tuen Mun Baptist Church,0,0.0,,,114.179,22.3245,0,0.0,屯门浸信会崇恩福音堂,ChongenEvangelicalChurchofTuenMunBaptistChurch,香港
922,922,长莆关帝庙Changpu Emperor Guan Temple,0,0.0,,,114.082,22.4214,0,0.0,长莆关帝庙,ChangpuEmperorGuanTemple,香港
923,923,基督教乐道会何文田堂Lock Tao Christian Association Homantin Church,0,0.0,,,114.1901185538,22.3195671388,0,0.0,基督教乐道会何文田堂,LockTaoChristianAssociationHomantinChurch,香港
924,924,香港赛马会国际小轮车场The Hong Kong Jockey Club International BMX Park,0,80.0,,,114.1290066217,22.3565153708,1,0.0,香港赛马会国际小轮车场,TheHongKongJockeyClubInternationalBMXPark,香港
925,925,基督教香港信义会活道堂Living Lutheran Church,0,0.0,,,114.1723734798,22.4525262568,0,0.0,基督教香港信义会活道堂,LivingLutheranChurch,香港
926,926,中葵涌公园大连排道入口,0,0.0,,,114.143,22.3604,0,0.0,中葵涌公园大连排道入口,,香港
927,927,华仁书院小教堂Huaren Shuyuan Xiao Church,0,80.0,,,114.188,22.277,0,0.0,华仁书院小教堂,HuarenShuyuanXiaoChurch,香港
928,928,长康村第二街市及有盖游乐场,0,0.0,,,114.111,22.3539,0,0.0,长康村第二街市及有盖游乐场,,香港
929,929,西湾河福音堂Sai Wan Ho Gospel,0,0.0,,,114.221183208,22.292455399,0,0.0,西湾河福音堂,SaiWanHoGospel,香港
930,930,石排湾道游乐场(西南门),0,0.0,,,114.158,22.2526,0,0.0,石排湾道游乐场西南门,,香港
931,931,泥滩观鸟屋Mudflat Hide,0,100.0,,,114.0207122286,22.4730944608,0,0.0,泥滩观鸟屋,MudflatHide,香港
932,932,洪圣殿Hongsheng Palace,0,86.0,,,114.174995425,22.325096208,0,0.0,洪圣殿,HongshengPalace,香港
933,933,前流浮山警署Former Lau Fau Shan Police Station,0,60.0,,,113.9951230771,22.4725949339,0,0.0,前流浮山警署,FormerLauFauShanPoliceStation,香港
934,934,太子道水渠道花园Prince Edward Road / Nullah Road Garden,0,74.0,,,114.181542,22.327071,5,0.0,太子道水渠道花园,PrinceEdwardRoadNullahRoadGarden,香港
935,935,"屯门洪祥路休憩处Hung Cheung Road Sitting-out Area, Tuen Mun",0,0.0,,,113.981,22.3966,1,0.0,屯门洪祥路休憩处,HungCheungRoadSittingoutAreaTuenMun,香港
936,936,科士街临时游乐广场,0,0.0,,,114.139,22.2847,0,0.0,科士街临时游乐广场,,香港
937,937,青山公路六咪花园Qing Shan Gonglu Liumi Garden,0,0.0,,,114.1461223332,22.3524945361,0,0.0,青山公路六咪花园,QingShanGongluLiumiGarden,香港
938,938,马宝道临时游乐场,0,0.0,,,114.215,22.296,0,0.0,马宝道临时游乐场,,香港
939,939,太极场Tai Chi Field,0,100.0,,,114.2165928288,22.3926503992,0,0.0,太极场,TaiChiField,香港
940,940,"香港九龙塘基督教中华宣道会港恩堂Gang'en Church, Kowloon Tong Church of the Chinese Christian and Missionary Alliance, Hong Kong",0,0.0,,,114.1870574725,22.3750096014,0,0.0,香港九龙塘基督教中华宣道会港恩堂,GangenChurchKowloonTongChurchoftheChineseChristianandMissionaryAllianceHongKong,香港
941,941,新村街路牌Sun Chun Street Guideboard,0,0.0,,,114.204,22.281,0,0.0,新村街路牌,SunChunStreetGuideboard,香港
942,942,寧波街/上海街休憩花園Ningbo Jie/Shanghai Jie Xiuqi Garden,0,80.0,,,114.1810832947,22.3097757165,3,0.0,寧波街上海街休憩花園,NingboJieShanghaiJieXiuqiGarden,香港
943,943,阳光广场Sunshine Plaza,0,70.0,,,114.2008300792,22.3151010683,0,0.0,阳光广场,SunshinePlaza,香港
944,944,海辉道海滨花园Haihuidao Haibin Garden,0,96.0,,,114.1700406757,22.3200393941,2,0.0,海辉道海滨花园,HaihuidaoHaibinGarden,香港
945,945,"九广铁路 车公庙Che Kung Temple, Kowloon-Canton Railway",0,70.0,,,114.198,22.3774,1,0.0,九广铁路车公庙,CheKungTempleKowloonCantonRailway,香港
946,946,兴芳路游乐场,0,0.0,,,114.14,22.3643,0,0.0,兴芳路游乐场,,香港
947,947,成和道休憩公园Chenghedao Xiuqi Park,0,0.0,,,114.196,22.273,0,0.0,成和道休憩公园,ChenghedaoXiuqiPark,香港
948,948,"九龙天后庙Thean Hou Temple, Kowloon",0,86.0,,,114.1713767793,22.3315492073,2,0.0,九龙天后庙,TheanHouTempleKowloon,香港
949,949,白建时道休憩处Perkins Road Sitting-out Area,0,80.0,,,114.204639717,22.2727981889,1,0.0,白建时道休憩处,PerkinsRoadSittingoutArea,香港
950,950,码头围道/土瓜湾道花园Matou Weidao/Tuguawandao Garden,0,78.0,,,114.199,22.318,5,0.0,码头围道土瓜湾道花园,MatouWeidaoTuguawandaoGarden,香港
951,951,诺仕佛广场Knustford Place,0,0.0,,,114.1861652206,22.3047751069,0,0.0,诺仕佛广场,KnustfordPlace,香港
952,952,荃景围游乐场,0,0.0,,,114.118,22.3831,0,0.0,荃景围游乐场,,香港
953,953,岭南之风,0,92.0,,,114.1508278031,22.3379162988,0,0.0,岭南之风,,香港
954,954,蝴蝶湾浸信会Butteryfly Bay Baptist Church,0,0.0,,,113.9735179728,22.3777881192,0,0.0,蝴蝶湾浸信会,ButteryflyBayBaptistChurch,香港
955,955,前黄泥涌水塘工人宿舍WongNai JungSeoiTong,0,80.0,,,114.205,22.26,0,0.0,前黄泥涌水塘工人宿舍,WongNaiJungSeoiTong,香港
956,956,安景街公园On King Street Park,0,60.0,,,114.2194725819,22.3984509807,0,0.0,安景街公园,OnKingStreetPark,香港
957,957,云汉街/协和街休憩花园Yunhan Jie/Xiehe Jie Xiuqi Garden,0,80.0,,,114.2379113327,22.3211081018,1,0.0,云汉街协和街休憩花园,YunhanJieXieheJieXiuqiGarden,香港
958,958,荃景围游乐场及休憩花园Quanjingwei Youlechang Ji Xiuqi Garden,0,74.0,,,114.117,22.3827,0,0.0,荃景围游乐场及休憩花园,QuanjingweiYoulechangJiXiuqiGarden,香港
959,959,香港海防博物馆 WiFi热点,0,0.0,,,114.247,22.2852,0,0.0,香港海防博物馆热点,WiFi,香港
960,960,粉岭临时网球场Fanling Temporary Tennis Court,0,86.0,,,114.1507405421,22.4991690053,0,0.0,粉岭临时网球场,FanlingTemporaryTennisCourt,香港
961,961,发兴街儿童游乐场,0,0.0,,,114.159,22.2899,0,0.0,发兴街儿童游乐场,,香港
962,962,义德道游乐场 硬地球场,0,0.0,,,114.189,22.3453,0,0.0,义德道游乐场硬地球场,,香港
963,963,鸦打街临时游乐场,0,0.0,,,114.182,22.3136,0,0.0,鸦打街临时游乐场,,香港
964,964,丹桂村路花园Danguicunlu Garden,0,0.0,,,114.0091930472,22.4358743271,0,0.0,丹桂村路花园,DanguicunluGarden,香港
965,965,启靝道堂Kai Tin Dao Tong Limited,0,0.0,,,114.193919126,22.3104068364,0,0.0,启靝道堂,KaiTinDaoTongLimited,香港
966,966,"香港九龙塘基督教中华宣道会黄埔联福堂Huangpu Lianfu Church, Christian Chinese Missionary Association, Kowloon Tong, Hong Kong",0,0.0,,,114.2016991578,22.3062726418,0,0.0,香港九龙塘基督教中华宣道会黄埔联福堂,HuangpuLianfuChurchChristianChineseMissionaryAssociationKowloonTongHongKong,香港
967,967,乐富游乐场,0,0.0,,,114.2,22.3397,0,0.0,乐富游乐场,,香港
968,968,维翰路花园Weihanlu Garden,0,0.0,,,114.1410432791,22.498957783,0,0.0,维翰路花园,WeihanluGarden,香港
969,969,伟智街游乐场,0,0.0,,,114.178,22.3375,0,0.0,伟智街游乐场,,香港
970,970,工厂街游乐场篮球场,0,0.0,,,114.241,22.2802,0,0.0,工厂街游乐场篮球场,,香港
971,971,三家村避风塘海提公园Lei Yue Mun Typhoon Shelter Breakwater Sitting-out Area,0,70.0,,,114.2482423227,22.2938592463,3,0.0,三家村避风塘海提公园,LeiYueMunTyphoonShelterBreakwaterSittingoutArea,香港
972,972,山东街休憩处Shan Tung Street Sitting-out Area,0,84.0,,,114.1798773573,22.320327269,4,0.0,山东街休憩处,ShanTungStreetSittingoutArea,香港
973,973,大王东街休憩处Tai Wong Street East Sitting-out Area,0,80.0,,,114.182772226,22.2789079079,1,0.0,大王东街休憩处,TaiWongStreetEastSittingoutArea,香港
974,974,圆玄学院大厦The Yuen Yuen Institute Mansion,0,0.0,,,114.1648269943,22.2876311547,0,0.0,圆玄学院大厦,TheYuenYuenInstituteMansion,香港
975,975,么地道花园Medidao Park,0,80.0,,,114.1904421917,22.3016012678,2,0.0,么地道花园,MedidaoPark,香港
976,976,大榄涌路儿童游乐场,0,0.0,,,114.033,22.367,0,0.0,大榄涌路儿童游乐场,,香港
977,977,东龙洲炮台特别地区Tung Lung Fort Special Area,0,76.0,,,114.3083006614,22.257947205,3,0.0,东龙洲炮台特别地区,TungLungFortSpecialArea,香港
978,978,中国香港划艇协会赛马会石门划艇中心,0,0.0,,,114.221,22.4,0,0.0,中国香港划艇协会赛马会石门划艇中心,,香港
979,979,安东街临时游乐场,0,0.0,,,113.953,22.2869,0,0.0,安东街临时游乐场,,香港
980,980,南朗山道休憩花园Nanlang Shan Dao Xiuqi Garden,0,92.0,,,114.18,22.2412,1,0.0,南朗山道休憩花园,NanlangShanDaoXiuqiGarden,香港
981,981,大河道二号休憩处Tai Ho Road Sitting-out Area No. 2,0,80.0,,,114.1272764639,22.3754461298,1,0.0,大河道二号休憩处,TaiHoRoadSittingoutAreaNo,香港
982,982,歌赋山里儿童游乐场,0,0.0,,,114.165,22.269,0,0.0,歌赋山里儿童游乐场,,香港
983,983,晓光街儿童游乐场,0,0.0,,,114.239,22.3235,0,0.0,晓光街儿童游乐场,,香港
984,984,贝璐道休憩花园Peel Rise Rest Garden,0,0.0,,,114.1635844817,22.2692466494,0,0.0,贝璐道休憩花园,PeelRiseRestGarden,香港
985,985,城隍庙Town God's Temple,0,80.0,,,114.242,22.2814,1,0.0,城隍庙,TownGodsTemple,香港
986,986,文曲里公园Pool in Man Kuk Lane Park,0,94.0,,,114.276736795,22.3161648248,0,0.0,文曲里公园,PoolinManKukLanePark,香港
987,987,诗歌舞街休憩花园Sycamore Street Rest Garden,0,88.0,,,114.1736219558,22.3290495192,2,0.0,诗歌舞街休憩花园,SycamoreStreetRestGarden,香港
988,988,中国道教太平道观Chinese Taiping Taoist Temple,0,0.0,,,114.181433,22.307645,0,0.0,中国道教太平道观,ChineseTaipingTaoistTemple,香港
989,989,大坑道儿童游乐场,0,0.0,,,114.203,22.2743,0,0.0,大坑道儿童游乐场,,香港
990,990,茶果岭天后庙Tin Hau Temple - Cha Kwo Ling,0,100.0,,,114.2408346377,22.3030313255,1,0.0,茶果岭天后庙,TinHauTempleChaKwoLing,香港
991,991,"赤柱海滨长廊 硬地球场Hard-surface Pitches, Stanley Promenade",0,94.0,,,114.2240679675,22.2209400473,3,0.0,赤柱海滨长廊硬地球场,HardsurfacePitchesStanleyPromenade,香港
992,992,百福田心游乐场,0,0.0,,,114.152,22.492,0,0.0,百福田心游乐场,,香港
993,993,业成街游乐场,0,0.0,,,114.147,22.3646,0,0.0,业成街游乐场,,香港
994,994,福亨村路花园健体设施Fuhengcunlu Garden,0,0.0,,,113.9961698934,22.4235770408,0,0.0,福亨村路花园健体设施,FuhengcunluGarden,香港
995,995,文武庙花园Man Mo Temple Garden,0,80.0,,,114.176,22.452,1,0.0,文武庙花园,ManMoTempleGarden,香港
996,996,耀兴道休憩处Yiu Hing Road Sitting-out Area,0,0.0,,,114.2318464775,22.2817746047,0,0.0,耀兴道休憩处,YiuHingRoadSittingoutArea,香港
997,997,和睦路游乐场,0,0.0,,,114.154,22.5036,0,0.0,和睦路游乐场,,香港
998,998,海珠路游乐场,0,0.0,,,113.985,22.3868,0,0.0,海珠路游乐场,,香港
999,999,安德道游乐场,0,0.0,,,114.228,22.3238,0,0.0,安德道游乐场,,香港
1000,1000,环保大道宠物公园Huanbao Dadao Chongwu Park,0,60.0,,,114.2797891725,22.3077090563,0,0.0,环保大道宠物公园,HuanbaoDadaoChongwuPark,香港
1001,1001,海滨长廊Waterfront Promenade,0,100.0,,,114.112,22.3657,1,0.0,海滨长廊,WaterfrontPromenade,香港
1002,1002,贸泰路花园Maotailu Garden,0,0.0,,,114.2679242286,22.3244692017,0,0.0,贸泰路花园,MaotailuGarden,香港
1003,1003,香港仔大道／鸭脷洲大桥休憩处Sitting-Out Area at Aberdeen Main Road/Ap Lei Chau Bridge,0,88.0,,,114.1717400241,22.2515108101,6,0.0,香港仔大道鸭脷洲大桥休憩处,SittingOutAreaatAberdeenMainRoadApLeiChauBridge,香港
1004,1004,香港基督教青年会京士柏百周年纪念中心Xianggang Jidu Jiao Qingnian Hui Jingshi Baibai Zhounian Jinian Center,0,0.0,,,114.186,22.3108,0,0.0,香港基督教青年会京士柏百周年纪念中心,XianggangJiduJiaoQingnianHuiJingshiBaibaiZhounianJinianCenter,香港
1005,1005,蒲岗村道公园Po Kong Village Road Park,0,80.0,,,114.2160353753,22.3467823667,1,0.0,蒲岗村道公园,PoKongVillageRoadPark,香港
1006,1006,汀九灣泳灘Ting Kau Beach,0,76.0,,,114.0921075758,22.3724807181,3,0.0,汀九灣泳灘,TingKauBeach,香港
1007,1007,名都广场Mingdou Square,0,100.0,,,114.1791339198,22.3370673517,0,0.0,名都广场,MingdouSquare,香港
1008,1008,地皇廣場t.mark,0,0.0,,,114.1279390627,22.3762340549,0,0.0,地皇廣場,tmark,香港
1009,1009,欣明苑公园Yan Ming Court Park,0,0.0,,,114.2696964564,22.3278062395,0,0.0,欣明苑公园,YanMingCourtPark,香港
1010,1010,汀太路儿童游乐场,0,0.0,,,114.177,22.4579,0,0.0,汀太路儿童游乐场,,香港
1011,1011,銅鑼灣山路花園Tongluowan Shan Lu Garden,0,86.0,,,114.1918261489,22.3844437141,4,0.0,銅鑼灣山路花園,TongluowanShanLuGarden,香港
1012,1012,慈山寺青铜观音圣像Avalokitesvara (Guan Yin) Statue,0,90.0,,,114.2173497995,22.4785055736,1,0.0,慈山寺青铜观音圣像,AvalokitesvaraGuanYinStatue,香港
1013,1013,利安道休憩处Lee On Road Sitting-out Area,0,0.0,,,114.235,22.3368,0,0.0,利安道休憩处,LeeOnRoadSittingoutArea,香港
1014,1014,广播道花园游乐场,0,0.0,,,114.194,22.3467,0,0.0,广播道花园游乐场,,香港
1015,1015,克顿道休憩处Hatton Road Sitting-out Area,0,60.0,,,114.1500904021,22.2821342761,0,0.0,克顿道休憩处,HattonRoadSittingoutArea,香港
1016,1016,石鼓垄道游乐场,0,0.0,,,114.205,22.3341,0,0.0,石鼓垄道游乐场,,香港
1017,1017,新九龙广场New Kowloon Plaza,0,86.0,,,114.1740739329,22.3228180145,19,0.0,新九龙广场,NewKowloonPlaza,香港
1018,1018,庙街甘肃街临时休憩花园Miao Jie Gansu Jie Linshi Xiuqi Garden,0,56.0,,,114.182,22.3117,7,0.0,庙街甘肃街临时休憩花园,MiaoJieGansuJieLinshiXiuqiGarden,香港
1019,1019,保安道游乐场,0,0.0,,,114.169,22.3425,0,0.0,保安道游乐场,,香港
1020,1020,大角咀晏架街Dajiaoju Yanjia Street,0,78.0,,,114.175,22.3232,9,0.0,大角咀晏架街,DajiaojuYanjiaStreet,香港
1021,1021,葵涌青山公路休憩处Castle Peak Road (Kwai Chung) Sitting-Out Area,0,0.0,,,114.14551652,22.3726550594,0,0.0,葵涌青山公路休憩处,CastlePeakRoadKwaiChungSittingOutArea,香港
1022,1022,爱秩序湾海滨花园Aldrich Bay Waterfront Promenade,0,88.0,,,114.2408962061,22.2863573192,6,0.0,爱秩序湾海滨花园,AldrichBayWaterfrontPromenade,香港
1023,1023,海皇路花园Haihuanglu Garden,0,0.0,,,113.9816738413,22.3887176695,0,0.0,海皇路花园,HaihuangluGarden,香港
1024,1024,长辉路海滨公园Zhanghuilu Haibin Park,0,74.0,,,114.1230763709,22.3532258045,2,0.0,长辉路海滨公园,ZhanghuiluHaibinPark,香港
1025,1025,永利街休憩花园Yonglijie Xiuqi Garden,0,70.0,,,114.161,22.2833,2,0.0,永利街休憩花园,YonglijieXiuqiGarden,香港
1026,1026,聚鱼道休憩花园Juyudao Xiuqi Garden,0,76.0,,,114.17,22.3274,1,0.0,聚鱼道休憩花园,JuyudaoXiuqiGarden,香港
1027,1027,"康乐及文化事务署大陇街休憩处Tai Loong Street Sitting-out Area, Leisure and Cultural Services Department",0,0.0,,,114.149,22.3685,0,0.0,康乐及文化事务署大陇街休憩处,TaiLoongStreetSittingoutAreaLeisureandCulturalServicesDepartment,香港
1028,1028,大埔海滨公园 WiFi热点,0,0.0,,,114.19,22.4539,0,0.0,大埔海滨公园热点,WiFi,香港
1029,1029,"马革班恒康街圣方济堂St. Francis' Church, Hang Hong Street, Ma On Shan",0,0.0,,,114.2397145675,22.4257594059,0,0.0,马革班恒康街圣方济堂,StFrancisChurchHangHongStreetMaOnShan,香港
1030,1030,百福道游乐场,0,0.0,,,114.219,22.2936,0,0.0,百福道游乐场,,香港
1031,1031,尖东罗马广场Jiandongluoma Square,0,86.0,,,114.187,22.3016,1,0.0,尖东罗马广场,JiandongluomaSquare,香港
1032,1032,符兴街公园Fuxing Street Park,0,0.0,,,114.1396238036,22.5076240939,0,0.0,符兴街公园,FuxingStreetPark,香港
1033,1033,大埔海滨公园婚礼草坪Wedding Lawn in Tai Po Waterfront Park,0,70.0,,,114.192,22.4534,2,0.0,大埔海滨公园婚礼草坪,WeddingLawninTaiPoWaterfrontPark,香港
1034,1034,窝打老道／广东道休憩花园Wo Dalaodao/Guangdong Dao Xiuqi Garden,0,80.0,,,114.1801205922,22.3156892054,2,0.0,窝打老道广东道休憩花园,WoDalaodaoGuangdongDaoXiuqiGarden,香港
1035,1035,铁树街休憩处Tit Shu Street Sitting-out Area,0,0.0,,,114.1748163222,22.3221127682,0,0.0,铁树街休憩处,TitShuStreetSittingoutArea,香港
1036,1036,百和路游乐场,0,0.0,,,114.145,22.496,0,0.0,百和路游乐场,,香港
1037,1037,普光明寺美田路入口,0,0.0,,,114.1842237349,22.3846872869,0,0.0,普光明寺美田路入口,,香港
1038,1038,爱群清真寺林士德伊斯兰中心Aiqun Qingzhensi Linshide Yisilan Center,0,0.0,,,114.19,22.2803,0,0.0,爱群清真寺林士德伊斯兰中心,AiqunQingzhensiLinshideYisilanCenter,香港
1039,1039,歌连臣角天主教圣十字架坟场Holy Cross Catholic Cemetery,0,80.0,,,114.2486314833,22.2625747798,1,0.0,歌连臣角天主教圣十字架坟场,HolyCrossCatholicCemetery,香港
1040,1040,凤园巴士总站,0,80.0,,,114.192,22.4682,1,0.0,凤园巴士总站,,香港
1041,1041,忠义街公园Zhongyi Street Garden (diantizhida),0,0.0,,,114.1927810302,22.3138939391,0,0.0,忠义街公园,ZhongyiStreetGardendiantizhida,香港
1042,1042,巴色道游乐场,0,0.0,,,114.243,22.2852,0,0.0,巴色道游乐场,,香港
1043,1043,枫树街游乐场,0,0.0,,,114.177,22.3308,0,0.0,枫树街游乐场,,香港
1044,1044,聖母無玷之心小Immaculate Heart of Mary Chapel,0,0.0,,,114.1691342627,22.2860575927,0,0.0,聖母無玷之心小,ImmaculateHeartofMaryChapel,香港
1045,1045,马仔坑公园,0,0.0,,,114.2,22.3468,0,0.0,马仔坑公园,,香港
1046,1046,石排湾村一号游乐场,0,0.0,,,114.171,22.2524,0,0.0,石排湾村一号游乐场,,香港
1047,1047,伟智街休憩花园Weizhijie Xiuqi Garden,0,0.0,,,114.178380563,22.3373455366,0,0.0,伟智街休憩花园,WeizhijieXiuqiGarden,香港
1048,1048,大陇街休憩花园Dalongjie Xiuqi Garden,0,0.0,,,114.15,22.3693,0,0.0,大陇街休憩花园,DalongjieXiuqiGarden,香港
1049,1049,怡成坊休憩花园Yi Shing Square Rest Garden,0,0.0,,,114.2071433909,22.3831566057,0,0.0,怡成坊休憩花园,YiShingSquareRestGarden,香港
1050,1050,屏夏路花园Pingxialu Garden,0,0.0,,,114.0057043269,22.454588143,0,0.0,屏夏路花园,PingxialuGarden,香港
1051,1051,SEIKO - 元朗广场Seiko-Yuanlang Square,0,80.0,,,114.17,22.3399,4,0.0,元朗广场,SEIKOSeikoYuanlangSquare,香港
1052,1052,青山道潮语浸信会Castle Peak Road Swatow Baptist Church,0,0.0,,,114.1754613559,22.3321036999,0,0.0,青山道潮语浸信会,CastlePeakRoadSwatowBaptistChurch,香港
1053,1053,元洲仔公园Yuen Chau Tsai Park,0,86.0,,,114.1890242583,22.449822783,0,0.0,元洲仔公园,YuenChauTsaiPark,香港
1054,1054,南昌街特色唐楼Old Chinese Building in Nanchang Street,0,78.0,,,114.173,22.3294,5,0.0,南昌街特色唐楼,OldChineseBuildinginNanchangStreet,香港
1055,1055,箕琏坊配水库休憩处Green Lane Service Reservoir Sitting-out Area,0,100.0,,,114.1982285645,22.2667694966,0,0.0,箕琏坊配水库休憩处,GreenLaneServiceReservoirSittingoutArea,香港
1056,1056,青年广场Youth Square,0,82.0,,,114.2477773412,22.2666749023,5,0.0,青年广场,YouthSquare,香港
1057,1057,石排湾邨二号游乐场,0,0.0,,,114.17,22.2517,0,0.0,石排湾邨二号游乐场,,香港
1058,1058,基督教樂道會尖沙咀堂Lock Tao Christian Association Tsim Sha Tsui Church,0,0.0,,,114.1827252728,22.3066940563,0,0.0,基督教樂道會尖沙咀堂,LockTaoChristianAssociationTsimShaTsuiChurch,香港
1059,1059,桃源街游乐场篮球场,0,0.0,,,114.187,22.3382,0,0.0,桃源街游乐场篮球场,,香港
1060,1060,筲箕天悦广场Shaojitianyue Square,0,80.0,,,114.172,22.3379,0,0.0,筲箕天悦广场,ShaojitianyueSquare,香港
1061,1061,塘尾道儿童游乐场篮球场,0,0.0,,,114.177,22.3259,0,0.0,塘尾道儿童游乐场篮球场,,香港
1062,1062,毓雅里社区园圃Yuyali Community Garden,0,0.0,,,114.266,22.3272,0,0.0,毓雅里社区园圃,YuyaliCommunityGarden,香港
1063,1063,竹园广场Zhuyuan Square,0,0.0,,,114.205226665,22.3480946644,0,0.0,竹园广场,ZhuyuanSquare,香港
1064,1064,茜发道休憩公园Qianfadao Xiuqi Park,0,0.0,,,114.2424569722,22.3107810934,0,0.0,茜发道休憩公园,QianfadaoXiuqiPark,香港
1065,1065,炮台街休憩处Battery Street Sitting-out Area,0,0.0,,,114.18,22.3106,0,0.0,炮台街休憩处,BatteryStreetSittingoutArea,香港
1066,1066,鹤咀灯塔158号Cape D'Angilar Lighthouse No. 158 (Declared Monument),0,0.0,,,114.2704921703,22.2121998591,0,0.0,鹤咀灯塔号,CapeDAngilarLighthouseNoDeclaredMonument,香港
1067,1067,安福街游乐场,0,0.0,,,114.157,22.499,0,0.0,安福街游乐场,,香港
1068,1068,中华基督教会协和书院The Church of Christ in China Heep Woh College,0,0.0,,,114.216,22.35,0,0.0,中华基督教会协和书院,TheChurchofChristinChinaHeepWohCollege,香港
1069,1069,德业街游乐场,0,0.0,,,114.043,22.4542,0,0.0,德业街游乐场,,香港
1070,1070,电照街游乐场,0,0.0,,,114.214,22.2957,0,0.0,电照街游乐场,,香港
1071,1071,建业街游乐场,0,0.0,,,114.043,22.4459,0,0.0,建业街游乐场,,香港
1072,1072,赤柱市场道休憩处Stanley Market Road Sitting-out Area,0,80.0,,,114.223,22.222,1,0.0,赤柱市场道休憩处,StanleyMarketRoadSittingoutArea,香港
1073,1073,俊贤坊游乐场,0,0.0,,,114.036,22.4501,0,0.0,俊贤坊游乐场,,香港
1074,1074,爱民广场Oi Man Plaza,0,0.0,,,114.19,22.3149,0,0.0,爱民广场,OiManPlaza,香港
1075,1075,福德街专线小巴站Fook Tak Street Minibus Station,0,0.0,,,114.04,22.4484,0,0.0,福德街专线小巴站,FookTakStreetMinibusStation,香港
1076,1076,巴色道游乐场,0,0.0,,,114.242,22.2849,0,0.0,巴色道游乐场,,香港
1077,1077,太乐街休憩处Tai Lok Street Sitting-out Area,0,86.0,,,114.232,22.2861,0,0.0,太乐街休憩处,TaiLokStreetSittingoutArea,香港
1078,1078,华翠街休憩处Wah Chui Street Sitting-out Area,0,0.0,,,114.1482622049,22.2578437514,0,0.0,华翠街休憩处,WahChuiStreetSittingoutArea,香港
1079,1079,恒贵街游乐场,0,0.0,,,113.986,22.3859,0,0.0,恒贵街游乐场,,香港
1080,1080,地士道街休憩花园Thistle Street Rest Garden,0,80.0,,,114.178707902,22.3203253593,2,0.0,地士道街休憩花园,ThistleStreetRestGarden,香港
1081,1081,交通广场Transportation Plaza,0,0.0,,,114.0433720093,22.446829668,0,0.0,交通广场,TransportationPlaza,香港
1082,1082,鞍诚街花园Ancheng Street Garden,0,0.0,,,114.2432849842,22.4269788436,0,0.0,鞍诚街花园,AnchengStreetGarden,香港
1083,1083,珀林路花园Polinlu Garden,0,0.0,,,114.0709170861,22.355214659,0,0.0,珀林路花园,PolinluGarden,香港
1084,1084,怡泰街休憩处Yee Tai Street Sitting-out Area,0,80.0,,,114.251,22.2672,0,0.0,怡泰街休憩处,YeeTaiStreetSittingoutArea,香港
1085,1085,利东街Lee Tung Avenue,0,88.0,,,114.1835627948,22.2779191329,7,0.0,利东街,LeeTungAvenue,香港
1086,1086,银矿广场Yinkuang Square,0,80.0,,,114.0090493528,22.2704007336,1,0.0,银矿广场,YinkuangSquare,香港
1087,1087,隔田街游乐场,0,0.0,,,114.195,22.3713,0,0.0,隔田街游乐场,,香港
1088,1088,显田游乐场,0,0.0,,,114.184,22.3691,0,0.0,显田游乐场,,香港
1089,1089,民丰径Man Fung Path,0,0.0,,,114.188,22.3208,0,0.0,民丰径,ManFungPath,香港
1090,1090,差馆里休憩处Station Lane Sitting-out Area,0,80.0,,,114.196491027,22.3114092024,1,0.0,差馆里休憩处,StationLaneSittingoutArea,香港
1091,1091,鶴咀廢堡Hok Tsui Abandoned Fort,0,80.0,,,114.2528144625,22.2143799148,0,0.0,鶴咀廢堡,HokTsuiAbandonedFort,香港
1092,1092,"胜利道潮语浸信会赞颂之园Garden of Tribulation, Victory Avenue Swatow Baptist Church",0,0.0,,,114.22,22.3436,0,0.0,胜利道潮语浸信会赞颂之园,GardenofTribulationVictoryAvenueSwatowBaptistChurch,香港
1093,1093,红梅谷路游乐场,0,0.0,,,114.191,22.3724,0,0.0,红梅谷路游乐场,,香港
1094,1094,天后庙 - 坪輋坪源Thean Hou Temple,0,0.0,,,114.1739784237,22.5291844779,0,0.0,天后庙坪輋坪源,TheanHouTemple,香港
1095,1095,大陇街游乐场,0,0.0,,,114.149,22.3696,0,0.0,大陇街游乐场,,香港
1096,1096,油塘道游乐场,0,0.0,,,114.245,22.3039,0,0.0,油塘道游乐场,,香港
1097,1097,山尾街游乐场,0,0.0,,,114.206,22.3992,0,0.0,山尾街游乐场,,香港
1098,1098,沙滩长提,0,80.0,,,114.027,22.2998,3,0.0,沙滩长提,,香港
1099,1099,晒草湾游乐场,0,0.0,,,114.244,22.3079,0,0.0,晒草湾游乐场,,香港
1100,1100,马湾公园古迹馆Ma Wan Heritage Centre,0,80.0,,,114.0688582107,22.3517221834,0,0.0,马湾公园古迹馆,MaWanHeritageCentre,香港
