,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
898,陈家林风景区Chenjialin Scenic Area,0,0.0,,,113.5680357071,23.1632265107,0,0.0,陈家林风景区,ChenjialinScenicArea
899,"番禺东涌之湿地公园Dongchong Wetland Park, Panyu District",0,0.0,,,113.42606,22.897394,0,0.0,番禺东涌之湿地公园,DongchongWetlandParkPanyuDistrict
900,"广州增城地质公园博物馆Museum of Zengcheng Geopark, Guangzhou",0,0.0,,,113.7691526071,23.5876715392,0,0.0,广州增城地质公园博物馆,MuseumofZengchengGeoparkGuangzhou
901,橙舍美术馆Chengshe Art Museum,0,0.0,,,113.324761,23.083126,0,0.0,橙舍美术馆,ChengsheArtMuseum
902,我的幻想世界谭龙作品展,0,0.0,,,113.2982569308,23.1275641313,0,0.0,我的幻想世界谭龙作品展,
903,梯田油菜花节Terrace Rape Flower Festival,0,0.0,,,113.2873115539,23.5861265257,0,0.0,梯田油菜花节,TerraceRapeFlowerFestival
904,黄沙战斗遗址Site of Huangsha Battle,0,0.0,,,113.24495,23.114925,0,0.0,黄沙战斗遗址,SiteofHuangshaBattle
905,增龙博中心县委旧址Former Site of Zenglongbo Central County Party Committee,0,0.0,,,113.976847,23.419794,0,0.0,增龙博中心县委旧址,FormerSiteofZenglongboCentralCountyPartyCommittee
906,水仙古庙Shui Sin Temple,0,0.0,,,113.1983971879,23.3934321043,0,0.0,水仙古庙,ShuiSinTemple
907,33当代艺术中心33 Contemporary Art Center,0,0.0,,,113.327730487,23.1407088344,0,0.0,当代艺术中心,ContemporaryArtCenter
908,品见艺术空间Pinjian Art Space,0,0.0,,,113.3365500078,23.1017525056,0,0.0,品见艺术空间,PinjianArtSpace
909,千树盘福大厦,0,60.0,,,113.266436,23.138765,1,0.0,千树盘福大厦,
910,魔方摄影基地Cube Photography Base,0,0.0,,,113.250952,23.100076,0,0.0,魔方摄影基地,CubePhotographyBase
911,番禺文峰塔Wenfeng Tower,0,94.0,,,113.3413658334,22.9083260981,0,0.0,番禺文峰塔,WenfengTower
912,纪功坊Martyr Memorial Archway,0,92.0,,,113.3016542711,23.1457540358,0,0.0,纪功坊,MartyrMemorialArchway
913,烈士王昌之墓Tomb of Martyr Wang Chang,0,100.0,,,113.302,23.1478,1,0.0,烈士王昌之墓,TombofMartyrWangChang
914,杨仙逸先生墓Mr. Yang Xianyi’s Tomb,0,100.0,,,113.301264,23.147607,1,0.0,杨仙逸先生墓,MrYangXianyisTomb
915,梁国一先生墓Liang Guoyi Tomb,0,100.0,,,113.30243,23.147409,0,0.0,梁国一先生墓,LiangGuoyiTomb
916,"黄花岗公园-黄花园Yellow Flower Garden, Huanghuagang Park",0,100.0,,,113.302394,23.14616,0,0.0,黄花岗公园黄花园,YellowFlowerGardenHuanghuagangPark
917,金山湖文化公园Jinshanhu Culture Park,0,0.0,,,113.344959,22.988742,0,0.0,金山湖文化公园,JinshanhuCulturePark
918,流花宾馆会展中心Liuhua Hotel Convention & Exhibition Center,0,0.0,,,113.2625593508,23.1524229538,0,0.0,流花宾馆会展中心,LiuhuaHotelConventionExhibitionCenter
919,西城智汇Park公园式互联社区,0,74.0,,,113.242161,23.159146,2,0.0,西城智汇公园式互联社区,Park
920,与亨美术馆Yuheng Art Gallery,0,0.0,,,113.426472,23.18244,0,0.0,与亨美术馆,YuhengArtGallery
921,广州星空魔幻城（北京路旗舰店）Guangzhou Starry Magic City (Beijing Road Flagship Store),0,90.0,,,113.276528,23.125799,0,0.0,广州星空魔幻城北京路旗舰店,GuangzhouStarryMagicCityBeijingRoadFlagshipStore
922,大鱼公园Dory Park,0,0.0,,,113.2546139873,23.2148690106,0,0.0,大鱼公园,DoryPark
923,小红楼Small Red Chamber,0,0.0,,,113.2418117516,23.1249999565,0,0.0,小红楼,SmallRedChamber
924,"莲花山旅游区-莲花仙境Lotus Wonderland, Lotus Mountain Tourist Area",0,70.0,,,113.511869,22.989604,1,0.0,莲花山旅游区莲花仙境,LotusWonderlandLotusMountainTouristArea
925,发展中心大厦,0,98.0,,,113.323497,23.120615,4,0.0,发展中心大厦,
926,保利中心,0,90.0,,,113.324369,23.120604,1,0.0,保利中心,
927,广正街(正佳广场店)Guangzheng Street,0,84.0,,,113.333611625,23.137797948,1,0.0,广正街正佳广场店,GuangzhengStreet
928,杉洞Shandong Village,0,0.0,,,113.38935,23.640835,0,0.0,杉洞,ShandongVillage
929,新联一村Xinlian First Village,0,0.0,,,113.4460416338,22.755925378,0,0.0,新联一村,XinlianFirstVillage
930,丛林发现Jungle Discovery,0,0.0,,,113.325991,23.005307,0,0.0,丛林发现,JungleDiscovery
931,金蛇秘境Golden Snake Fairyland,0,0.0,,,113.321311,23.010942,0,0.0,金蛇秘境,GoldenSnakeFairyland
932,帽峰第一泉First Spring in Maofeng Mountain,0,0.0,,,113.38583,23.314974,0,0.0,帽峰第一泉,FirstSpringinMaofengMountain
933,佛光精舍Foguang Vihara,0,0.0,,,113.21653,23.391344,0,0.0,佛光精舍,FoguangVihara
934,迎福星,0,0.0,,,113.615238824,23.5428163052,0,0.0,迎福星,
935,"花城广场-音乐喷泉Music Fountain, Huacheng Square",0,100.0,,,113.3311021863,23.1235129105,1,0.0,花城广场音乐喷泉,MusicFountainHuachengSquare
936,广州空中步道Guangzhou Skywalk,0,98.0,,,113.277069,23.148387,2,0.0,广州空中步道,GuangzhouSkywalk
937,广州市项达景观园林设计有限公司,0,0.0,,,113.26534,23.117233,0,0.0,广州市项达景观园林设计有限公司,
938,超数·玩具图书馆,0,0.0,,,113.318184,23.119553,0,0.0,超数玩具图书馆,
939,温泉流溪河特大桥Wenquan Liuxi River Grand Bridge,0,0.0,,,113.6169191045,23.6002319981,0,0.0,温泉流溪河特大桥,WenquanLiuxiRiverGrandBridge
940,广州白云丰悦农场专业合作社,0,0.0,,,113.276344,23.338333,0,0.0,广州白云丰悦农场专业合作社,
941,石基牌坊Shiji Memorial Archway,0,0.0,,,113.444046,22.956844,0,0.0,石基牌坊,ShijiMemorialArchway
942,麗枫酒店广州番禺长隆野生动物园店,0,0.0,,,0.0,0.0,0,0.0,麗枫酒店广州番禺长隆野生动物园店,
943,美国slowcre代表乐队low中国巡演广州站,0,0.0,,,0.0,0.0,0,0.0,美国代表乐队中国巡演广州站,slowcrelow
944,广州威珀斯酒店,0,0.0,,,0.0,0.0,0,0.0,广州威珀斯酒店,
945,环岛大陆通巴士,0,0.0,乘坐豪华冷气巴士及商务轿车，舒适快捷,,0.0,0.0,0,0.0,环岛大陆通巴士,
946,东圃福朋喜来登自助餐,0,0.0,,,0.0,0.0,2,0.0,东圃福朋喜来登自助餐,
947,"横沙后背山Houbei Mountain, Hengsha Village",0,76.0,,,113.4546024853,23.1120381328,2,0.0,横沙后背山,HoubeiMountainHengshaVillage
948,龙穴街文化广场Longxue Street Cultural Square,0,0.0,,,113.651375,22.692907,0,0.0,龙穴街文化广场,LongxueStreetCulturalSquare
949,三月园艺公园,0,0.0,,,113.83329,23.304941,0,0.0,三月园艺公园,
950,沁心亭Qinxin Pavilion,0,0.0,,,113.792244,23.754879,0,0.0,沁心亭,QinxinPavilion
951,慧轩园艺,0,0.0,,,113.22901,23.053202,0,0.0,慧轩园艺,
952,"东区街新东社区文化室Xindong Community Cultural Room, Dongqu Street",0,0.0,,,113.552826,23.110851,0,0.0,东区街新东社区文化室,XindongCommunityCulturalRoomDongquStreet
953,沙河镇石场Shahe Town Quarry,0,0.0,,,113.35957,23.200436,0,0.0,沙河镇石场,ShaheTownQuarry
954,陈氏始祖祠Ancestral Temple of Family Chen,0,0.0,,,113.497732,22.978903,0,0.0,陈氏始祖祠,AncestralTempleofFamilyChen
955,广昌园艺,0,0.0,,,113.225085,23.066851,0,0.0,广昌园艺,
956,均和公所Junhe Government Office,0,0.0,,,113.269575,23.262073,0,0.0,均和公所,JunheGovernmentOffice
957,落雨松林Pine Forest in Rain,0,0.0,,,113.257535187,23.1407539136,0,0.0,落雨松林,PineForestinRain
958,苹果妈妈的开放图书馆,0,0.0,,,113.2482437437,23.2077312661,0,0.0,苹果妈妈的开放图书馆,
959,葛乡客文化交流中心Gexiang Ke Cultural Exchange Center,0,0.0,,,113.829915,23.308483,0,0.0,葛乡客文化交流中心,GexiangKeCulturalExchangeCenter
960,四季园生态农场Sijiyuan Ecological Farm,0,0.0,,,113.88405,23.311613,0,0.0,四季园生态农场,SijiyuanEcologicalFarm
961,广州市致美斋酱园有限公司产品展示厅,0,0.0,,,113.259112,23.175998,0,0.0,广州市致美斋酱园有限公司产品展示厅,
962,环保钢雕战士(铁柱)Green Steel Engraving Warrior (Iron Pillar),0,0.0,,,113.3297015483,23.1122704716,0,0.0,环保钢雕战士铁柱,GreenSteelEngravingWarriorIronPillar
963,江南一街11公园,0,0.0,,,113.366952,22.96193,0,0.0,江南一街公园,
964,飘峰岗,0,0.0,,,113.31319,23.008373,0,0.0,飘峰岗,
965,新塘镇果林场Xintang Town Fruit Forest Farm,0,0.0,,,113.56967,23.159894,0,0.0,新塘镇果林场,XintangTownFruitForestFarm
966,二镇岗,0,0.0,,,113.3789167428,23.0050290266,0,0.0,二镇岗,
967,金瓯古道Jin'ou Ancient Path,0,0.0,,,113.379125,23.025472,0,0.0,金瓯古道,JinouAncientPath
968,"帽峰山九曲泉Jiuqu Spring, Maofeng Mountain",0,100.0,,,113.2597781661,23.2280523263,0,0.0,帽峰山九曲泉,JiuquSpringMaofengMountain
969,铁树基地Sago Cycas Base,0,0.0,,,113.043499,23.303702,0,0.0,铁树基地,SagoCycasBase
970,大夫温公祠Wengong Ancestral Hall,0,0.0,,,113.618725,23.119131,0,0.0,大夫温公祠,WengongAncestralHall
971,清流村Qingliu Village,0,0.0,,,113.499504,22.913036,0,0.0,清流村,QingliuVillage
972,普觉佛教艺术馆Pujue Buddhist Art Museum,0,0.0,,,113.274676,23.129388,0,0.0,普觉佛教艺术馆,PujueBuddhistArtMuseum
973,香雪牌坊Xiangxue Memorial Archway,0,0.0,,,113.5096986165,23.1801501645,0,0.0,香雪牌坊,XiangxueMemorialArchway
974,金穗社区少年宫Jinsui Community Children's Palace,0,0.0,,,113.337958,23.128099,0,0.0,金穗社区少年宫,JinsuiCommunityChildrensPalace
975,康乐牌坊Kangle Archway,0,0.0,,,113.3053169554,23.0971050197,0,0.0,康乐牌坊,KangleArchway
976,广州从化莲麻花海Lianma Flower Sea,0,70.0,,,113.991935,23.89948,2,0.0,广州从化莲麻花海,LianmaFlowerSea
977,天池花海Tianchi Flower Sea,0,90.0,,,113.8184633778,23.6251301697,0,0.0,天池花海,TianchiFlowerSea
978,南沙天后宫-滨海公园(天后路)Nansha Tianhougong-Binhai Park (tianhoulu),0,86.0,,,113.6265908006,22.7621996826,3,0.0,南沙天后宫滨海公园天后路,NanshaTianhougongBinhaiParktianhoulu
979,观龙岛Guanlong Island,0,92.0,,,113.490148,22.909307,3,0.0,观龙岛,GuanlongIsland
980,黄埔军校同学会旧址Whampoa Military Academy Fellow-students Association Former Site,0,90.0,,,113.2783696185,23.1216581732,0,0.0,黄埔军校同学会旧址,WhampoaMilitaryAcademyFellowstudentsAssociationFormerSite
981,"芙蓉省级旅游度假区旅游部Department of Tourism, Furong Provincial Tourism Resort, Huadu District",0,94.0,,,113.2427312188,23.5160575876,1,0.0,芙蓉省级旅游度假区旅游部,DepartmentofTourismFurongProvincialTourismResortHuaduDistrict
982,一艺谷生态艺术庄园Yiyigu Ecology Art Manor,0,0.0,,,113.2625318405,23.017031251,0,0.0,一艺谷生态艺术庄园,YiyiguEcologyArtManor
983,万田水库Wantian Reservoir,0,0.0,,,113.6788764931,23.1859816073,0,0.0,万田水库,WantianReservoir
984,国民政府旧址National Government Former Site,0,100.0,,,113.272791,23.135628,0,0.0,国民政府旧址,NationalGovernmentFormerSite
985,白云鸿波山庄多功能厅Multi-functional Auditorium of Baiyun Hongbo Hotel,0,0.0,,,113.2959497435,23.1786911122,0,0.0,白云鸿波山庄多功能厅,MultifunctionalAuditoriumofBaiyunHongboHotel
986,万博中心Wanbo Center,0,94.0,,,113.3492030423,23.0137359926,5,0.0,万博中心,WanboCenter
987,黄龙带水库Huanglong Daishuiku,0,100.0,,,113.7503498208,23.7867703317,0,0.0,黄龙带水库,HuanglongDaishuiku
988,石马龙水库Shima Longshuiku,0,0.0,,,113.7691706402,23.5817677542,0,0.0,石马龙水库,ShimaLongshuiku
989,"大学城生物岛Biology Island, Guangzhou University Town",0,100.0,,,113.382358,23.071952,1,0.0,大学城生物岛,BiologyIslandGuangzhouUniversityTown
990,龙潭果树公园Longtan Fruit Tree Park,0,0.0,,,113.343433,23.078739,0,0.0,龙潭果树公园,LongtanFruitTreePark
991,白云山明珠楼Baiyunshan Mingzhulou,0,100.0,,,113.312913,23.199429,0,0.0,白云山明珠楼,BaiyunshanMingzhulou
992,开心麻花-广州站Kaixinmahua Theater,0,92.0,,,113.2639766223,23.151274495,0,0.0,开心麻花广州站,KaixinmahuaTheater
993,白云山登山步道Baiyun Mountain Hiking Trail,0,0.0,,,113.3028229898,23.1666526619,0,0.0,白云山登山步道,BaiyunMountainHikingTrail
994,南沙明珠湾规划展览馆Nansha Mingzhuwan Guihua Exhibition hall,0,80.0,,,113.520417,22.778086,0,0.0,南沙明珠湾规划展览馆,NanshaMingzhuwanGuihuaExhibitionhall
995,帽峰山森林公园铜锣湾生态旅游景区Maofengshan Forest Park Tongluowan Ecological Tourism Scenic Spot,0,94.0,,,113.418536111,23.2961998173,1,0.0,帽峰山森林公园铜锣湾生态旅游景区,MaofengshanForestParkTongluowanEcologicalTourismScenicSpot
996,"红专厂当代艺术馆1号馆Hall 1, Redtory Museum of Contemporary Art",0,86.0,,,113.376459821,23.1177161831,5,0.0,红专厂当代艺术馆号馆,HallRedtoryMuseumofContemporaryArt
997,新河浦历史文化博物馆Xinhepu Lishi Culture Museum,0,90.0,,,113.305975,23.124663,0,0.0,新河浦历史文化博物馆,XinhepuLishiCultureMuseum
998,海心沙广场Haixinsha Square,0,96.0,,,113.327574,23.119151,1,0.0,海心沙广场,HaixinshaSquare
999,白水寨乡村生态公园Baishuizhai Xiangcun Ecology Park,0,0.0,,,113.7669140191,23.5741136008,0,0.0,白水寨乡村生态公园,BaishuizhaiXiangcunEcologyPark
1000,陶艺中心Ceramic Art Center,0,0.0,,,113.2539599118,23.0819792522,0,0.0,陶艺中心,CeramicArtCenter
1001,吕田镇天慈园Lvtianzhen Tianciyuan,0,0.0,,,113.9491297529,23.7911241627,0,0.0,吕田镇天慈园,LvtianzhenTianciyuan
1002,洪秀全水库Hongxiuquan Reservoir,0,80.0,,,113.2096247819,23.4551984468,1,0.0,洪秀全水库,HongxiuquanReservoir
1003,广州美术馆Guangzhou Museum of Art,0,60.0,,,113.2742201947,23.1437980405,0,0.0,广州美术馆,GuangzhouMuseumofArt
1004,南汉二陵博物馆Nanhankangling Museum,0,90.0,,,113.3869692516,23.053818915,2,0.0,南汉二陵博物馆,NanhankanglingMuseum
1005,长隆国际会展中心Zhanglong Guoji Huizhan Center,0,0.0,,,113.3359694337,23.0086330661,0,0.0,长隆国际会展中心,ZhanglongGuojiHuizhanCenter
1006,天龙溪Tianlong Creek,0,90.0,,,113.255561,23.540216,0,0.0,天龙溪,TianlongCreek
1007,仙村五叠岭森林公园Xiancun Wudieling Forest Park,0,80.0,,,113.7248689268,23.2076676598,1,0.0,仙村五叠岭森林公园,XiancunWudielingForestPark
1008,"上下九商业步行街-雕像Statue, Shangxiajiu Commercial Pedestrian Street",0,88.0,,,113.2547595175,23.1208424042,1,0.0,上下九商业步行街雕像,StatueShangxiajiuCommercialPedestrianStreet
1009,兰溪森林公园Zengcheng Lanxi Forest Park,0,0.0,,,113.9584927252,23.3806514942,0,0.0,兰溪森林公园,ZengchengLanxiForestPark
1010,洛溪食街Luoxi Food Street,0,96.0,,,113.3025056185,23.0531431607,4,0.0,洛溪食街,LuoxiFoodStreet
1011,月溪书院Yuexi Academy,0,0.0,,,113.3027206244,23.2025989214,0,0.0,月溪书院,YuexiAcademy
1012,西关大屋Xiguan Dawu,0,90.0,,,113.242593,23.1254,0,0.0,西关大屋,XiguanDawu
1013,从化樱花园Conghuaying Garden,0,20.0,,,113.600011,23.634418,0,0.0,从化樱花园,ConghuayingGarden
1014,凤凰山森林公园Fenghuang Mountain Forest Park,0,92.0,,,113.3956623164,23.225147643,3,0.0,凤凰山森林公园,FenghuangMountainForestPark
1015,"凤凰湖Phoenix Lake, Sino-Singapore Knowledge City",0,84.0,,,113.54669,23.328661,0,0.0,凤凰湖,PhoenixLakeSinoSingaporeKnowledgeCity
1016,花都儿童公园Huadou Children Park,0,0.0,,,113.2491268884,23.4233449438,0,0.0,花都儿童公园,HuadouChildrenPark
1017,大象岗森林公园Daxianggang Forest Park,0,60.0,,,113.2968442242,23.0080149078,0,0.0,大象岗森林公园,DaxianggangForestPark
1018,七彩花田Colorful Flower Field,0,80.0,,,113.4135421981,23.042004015,0,0.0,七彩花田,ColorfulFlowerField
1019,广州名人蜡像馆Guangzhou Celebrity Wax Museum,0,100.0,,,113.331595,23.111322,0,0.0,广州名人蜡像馆,GuangzhouCelebrityWaxMuseum
1020,千亩桃园,0,0.0,,,113.0969703535,23.475422876,0,0.0,千亩桃园,
1021,"华南植物园-孑遗植物区Relict Plant Area, South China Botanical Garden",0,0.0,,,113.373053,23.19387,0,0.0,华南植物园孑遗植物区,RelictPlantAreaSouthChinaBotanicalGarden
1022,"华南植物园-凤梨园Pineapple Garden, South China Botanical Garden",0,84.0,,,113.3761178224,23.1930067824,3,0.0,华南植物园凤梨园,PineappleGardenSouthChinaBotanicalGarden
1023,"华南植物园-棕榈园Palm Garden, South China Botanical Garden",0,100.0,,,113.372186,23.192508,0,0.0,华南植物园棕榈园,PalmGardenSouthChinaBotanicalGarden
1024,红线女故居Hongxiannv Former Residence,0,92.0,,,113.297868,23.145783,1,0.0,红线女故居,HongxiannvFormerResidence
1025,普觉楼Pujue Building,0,100.0,,,113.2742949628,23.1290718318,0,0.0,普觉楼,PujueBuilding
1026,摩天轮,0,0.0,,,113.295112,22.88473,0,0.0,摩天轮,
1027,紫石凝英——端砚艺术展览,0,0.0,,,113.332975,23.120486,0,0.0,紫石凝英端砚艺术展览,
1028,漆木精华——潮州木雕艺术展览,0,0.0,,,113.332975,23.120486,0,0.0,漆木精华潮州木雕艺术展览,
1029,广东历史文化陈列Guangdong History and Culture Showroom,0,0.0,,,113.332975,23.120486,0,0.0,广东历史文化陈列,GuangdongHistoryandCultureShowroom
1030,广州火鸟实景基地,0,0.0,,,113.351389,23.098071,0,0.0,广州火鸟实景基地,
1031,中山纪念堂·演出厅,0,0.0,,,113.2714586804,23.1401976942,0,0.0,中山纪念堂演出厅,
1032,中山纪念堂(峰荟文化办公室),0,100.0,,,113.3291692826,23.1338548483,0,0.0,中山纪念堂峰荟文化办公室,
1033,基督教锡安堂Christian Zion Church,0,88.0,,,113.260426,23.128878,2,0.0,基督教锡安堂,ChristianZionChurch
1034,广州东方博物馆Guangzhoudongfang Museum,0,98.0,,,113.503403,22.95637,0,0.0,广州东方博物馆,GuangzhoudongfangMuseum
1035,从化博物馆Guangzhoushi Conghuaqu Museum,0,0.0,,,113.5991504068,23.5543125081,0,0.0,从化博物馆,GuangzhoushiConghuaquMuseum
1036,广州货币金融博物馆Guangzhou Huobi Jinrong Museum,0,0.0,,,113.385671,23.205738,0,0.0,广州货币金融博物馆,GuangzhouHuobiJinrongMuseum
1037,广州锦鲤星空艺术馆Guangzhou Jinli Xingkong Art Museum,0,0.0,,,113.331454,23.127754,0,0.0,广州锦鲤星空艺术馆,GuangzhouJinliXingkongArtMuseum
1038,广东环亚美容化妆品博物馆Guangdong Huanya Meirong Huazhuangpin Museum,0,90.0,,,113.449419,23.161999,0,0.0,广东环亚美容化妆品博物馆,GuangdongHuanyaMeirongHuazhuangpinMuseum
1039,中山大学地质矿物博物馆Zhong Shan Daxue Dizhikuang Museum,0,0.0,,,113.306776,23.107203,0,0.0,中山大学地质矿物博物馆,ZhongShanDaxueDizhikuangMuseum
1040,中山大学人类学博物馆Zhong Shan Daxue Renleixue Museum,0,86.0,,,113.305448,23.103323,0,0.0,中山大学人类学博物馆,ZhongShanDaxueRenleixueMuseum
1041,广东省工艺美术珍品馆Guangdong Fine Arts and Handicrafts Museum,0,0.0,,,113.4077521936,23.100078683,0,0.0,广东省工艺美术珍品馆,GuangdongFineArtsandHandicraftsMuseum
1042,广州市普公古陶瓷博物馆Guangzhoushi Pugonggu Taoci Museum,0,0.0,,,113.281766,23.125912,0,0.0,广州市普公古陶瓷博物馆,GuangzhoushiPugongguTaociMuseum
1043,迪士普音响博物馆Guangzhoushi Dishipu Yinxiang Museum,0,100.0,,,113.2183865429,23.2705220464,0,0.0,迪士普音响博物馆,GuangzhoushiDishipuYinxiangMuseum
1044,粤海第一关纪念馆Yuehai Diyi Guan Memorial Hall,0,80.0,,,113.397606,23.092886,4,0.0,粤海第一关纪念馆,YuehaiDiyiGuanMemorialHall
1045,高剑父纪念馆Gaojianfu Memorial Hall,0,80.0,,,113.2678,23.142656,1,0.0,高剑父纪念馆,GaojianfuMemorialHall
1046,恒福茶文化博物馆Guangzhou Hengfucha Culture Museum,0,0.0,,,113.3328289863,23.1323369155,0,0.0,恒福茶文化博物馆,GuangzhouHengfuchaCultureMuseum
1047,侨鑫博物馆Qiaoxin Museum,0,0.0,,,113.716859,23.696307,0,0.0,侨鑫博物馆,QiaoxinMuseum
1048,亚运会亚残运会博物馆Guangzhou Yayunhui Yacanyunhui Museum,0,96.0,,,113.3290356311,23.1443542801,5,0.0,亚运会亚残运会博物馆,GuangzhouYayunhuiYacanyunhuiMuseum
1049,黄埔区博物馆Huangpuqu Museum,0,0.0,,,113.505312,23.086755,0,0.0,黄埔区博物馆,HuangpuquMuseum
1050,梦幻星空·恋爱减压馆Fantasy Starry Sky · Love Decompression Museum,0,0.0,,,113.30057,23.272567,0,0.0,梦幻星空恋爱减压馆,FantasyStarrySkyLoveDecompressionMuseum
1051,广东省凉茶博物馆Guangdongsheng Liangcha Museum,0,0.0,,,113.4564047557,23.1853932756,0,0.0,广东省凉茶博物馆,GuangdongshengLiangchaMuseum
1052,孙总理纪念室Memorial Room of Prime Minister Sun,0,100.0,,,113.430801,23.092021,1,0.0,孙总理纪念室,MemorialRoomofPrimeMinisterSun
1053,白马摄影基地Baimasheying Base,0,0.0,,,113.260829,23.152766,0,0.0,白马摄影基地,BaimasheyingBase
1054,岭南v谷,0,0.0,,,113.223082,23.050989,0,0.0,岭南谷,v
1055,科腾园区Keteng Park,0,0.0,,,113.350995,23.099594,0,0.0,科腾园区,KetengPark
1056,广州华侨新村,0,90.0,,,113.2975690477,23.1439759467,6,0.0,广州华侨新村,
1057,通福桥(五眼桥)Tongfu Bridge,0,92.0,,,113.221783,23.106571,4,0.0,通福桥五眼桥,TongfuBridge
1058,广州市国家档案馆Guangzhoushi National Archives,0,96.0,,,113.3870349421,23.0503746078,2,0.0,广州市国家档案馆,GuangzhoushiNationalArchives
1059,湖庐自然生活Hulu Natural Life,0,0.0,,,113.789158,23.753798,0,0.0,湖庐自然生活,HuluNaturalLife
1060,龙舟文化展览馆Yi Shui Tong Zhou Longzhou Culture Exhibition hall,0,98.0,,,113.408586,23.135546,4,0.0,龙舟文化展览馆,YiShuiTongZhouLongzhouCultureExhibitionhall
1061,广报中心Guangbao Center,0,80.0,,,113.3417266915,23.1120425188,1,0.0,广报中心,GuangbaoCenter
1062,孙总理纪念碑Sunzongli Monument,0,96.0,,,113.4308008029,23.0920206451,1,0.0,孙总理纪念碑,SunzongliMonument
1063,M+Studio创工场M+Studio,0,0.0,,,113.4054481062,23.1025911687,3,0.0,创工场,MStudioMStudio
1064,杨匏安旧居陈列馆Yangpao'an Jiuju Exhibition Hall,0,96.0,,,113.2733309911,23.1358579798,1,0.0,杨匏安旧居陈列馆,YangpaoanJiujuExhibitionHall
1065,时光隧道,0,0.0,,,113.2248073122,23.402818152,0,0.0,时光隧道,
1066,萝岗湿地公园Luogang Wetland Park,0,90.0,,,113.500956698,23.1839579609,3,0.0,萝岗湿地公园,LuogangWetlandPark
1067,广州文艺市民空间Guangzhou Art Civic Space,0,94.0,,,113.3211753647,23.1293608159,3,0.0,广州文艺市民空间,GuangzhouArtCivicSpace
1068,六松园古石桥Ancient Stone Bridge in Liusong Garden,0,0.0,,,113.23742903,23.105073991,0,0.0,六松园古石桥,AncientStoneBridgeinLiusongGarden
1069,望海观音Guanyin Facing the Sea,0,0.0,,,113.512154,22.99454,0,0.0,望海观音,GuanyinFacingtheSea
1070,湖庐自然艺术空间Hulu Natural Art Space,0,0.0,,,113.809336,23.769022,0,0.0,湖庐自然艺术空间,HuluNaturalArtSpace
1071,"杨箕玉虚宫Yuxu Palace, Yangji Village",0,92.0,,,113.3190868896,23.1342259346,11,0.0,杨箕玉虚宫,YuxuPalaceYangjiVillage
1072,广州市地方志新馆New Guangzhou Local Chronicle Museum,0,90.0,,,113.2839801087,23.1976020707,1,0.0,广州市地方志新馆,NewGuangzhouLocalChronicleMuseum
1073,孙中山文献馆Sun Zhongshan Literature Museum,0,96.0,,,113.2772327961,23.1305114317,3,0.0,孙中山文献馆,SunZhongshanLiteratureMuseum
1074,金沙洲大桥Jinshazhou Bridge,0,92.0,,,113.222615,23.157641,20,0.0,金沙洲大桥,JinshazhouBridge
1075,前任·失恋博物馆（广百新翼旗舰馆）Qianren· Shilian Museum (guangbaixinyiqijianguan),0,0.0,,,113.2742837096,23.1297726429,0,0.0,前任失恋博物馆广百新翼旗舰馆,QianrenShilianMuseumguangbaixinyiqijianguan
1076,槎头小岛Chatou Island,0,0.0,,,113.219333,23.185782,0,0.0,槎头小岛,ChatouIsland
1077,金沙洲码头Jinshazhou Pier,0,96.0,,,113.221098,23.161077,0,0.0,金沙洲码头,JinshazhouPier
1078,番禺星空失恋博物馆(番禺旗舰店)Panyu Xingkong Shilian Museum (panyuqijian),0,88.0,,,113.394668,22.943261,0,0.0,番禺星空失恋博物馆番禺旗舰店,PanyuXingkongShilianMuseumpanyuqijian
1079,创客公园O2park Chuangke Park,0,90.0,,,113.297840938,23.0716331562,19,0.0,创客公园,OparkChuangkePark
1080,"广州chi K11艺术空间Chi K11 Art Space, Guangzhou",0,94.0,,,113.332952,23.123892,6,0.0,广州艺术空间,chiKChiKArtSpaceGuangzhou
1081,空中缆车Cable Car,0,96.0,,,113.317716,23.006944,7,0.0,空中缆车,CableCar
1082,幸福悦球展览馆Xingfuyueqiu Exhibition hall,0,0.0,,,113.3104415397,23.2278732596,0,0.0,幸福悦球展览馆,XingfuyueqiuExhibitionhall
1083,"白云山国家级风景名胜区-玻璃桥Glass Bridge, Baiyun Mountain Acenic Area",0,100.0,,,113.308671,23.176297,0,0.0,白云山国家级风景名胜区玻璃桥,GlassBridgeBaiyunMountainAcenicArea
1084,大坂仓OOSAKAKURA,0,88.0,,,113.2576426244,23.0995465772,26,0.0,大坂仓,OOSAKAKURA
1085,狂野地带Wild Zone,0,94.0,,,113.31744,23.009605,3,0.0,狂野地带,WildZone
1086,四会会馆旧址Si Association Site,0,0.0,,,113.249762,23.120938,0,0.0,四会会馆旧址,SiAssociationSite
1087,松鼠攀爬营地,0,0.0,,,113.248311,23.437008,0,0.0,松鼠攀爬营地,
1088,溪流河林场Xiliu River Forest Farm,0,0.0,,,113.788062,23.74559,0,0.0,溪流河林场,XiliuRiverForestFarm
1089,1978美术馆1978 Art Museum,0,86.0,,,113.8505568129,23.3038539271,1,0.0,美术馆,ArtMuseum
1090,洛溪洞Luoxi Cave,0,0.0,,,113.6721712713,23.6794577546,0,0.0,洛溪洞,LuoxiCave
