,景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率,中文名,英文名
929,劝学公园,0,100.0,,,120.024129552,30.3556731614,0,0.0,劝学公园,
930,w摄影基地,0,0.0,,,120.226399,30.179247,0,0.0,摄影基地,w
931,空山美术馆,0,0.0,,,120.1730473752,30.2263121806,0,0.0,空山美术馆,
932,丰收湖公园,0,0.0,,,120.2874337795,30.3357011046,0,0.0,丰收湖公园,
933,武盛古街,0,0.0,,,119.440331,29.934497,0,0.0,武盛古街,
934,富阳博物馆,0,0.0,,,119.944788,30.026888,0,0.0,富阳博物馆,
935,中国昌化鸡血石博物馆,0,0.0,,,119.73594,30.231755,0,0.0,中国昌化鸡血石博物馆,
936,浙江大学艺术与考古博物馆,0,88.0,,,120.077884,30.303277,0,0.0,浙江大学艺术与考古博物馆,
937,浙江省现代陶瓷艺术博物馆,0,0.0,,,120.2227359766,30.1326471529,1,0.0,浙江省现代陶瓷艺术博物馆,
938,状元里,0,0.0,,,119.602827,30.044052,0,0.0,状元里,
939,萧山信息港小镇,0,0.0,,,120.254082,30.209957,0,0.0,萧山信息港小镇,
940,小营江南红巷,0,100.0,,,120.183812,30.258146,0,0.0,小营江南红巷,
941,丁兰智慧小镇,0,0.0,,,120.239801,30.387068,0,0.0,丁兰智慧小镇,
942,大地之野龙坞小森林,0,0.0,,,120.047222,30.183496,0,0.0,大地之野龙坞小森林,
943,彭埠老街,0,94.0,,,120.2319127962,30.2945402898,0,0.0,彭埠老街,
944,杭州印象星空光影艺术馆（南宋御街店）,0,100.0,,,120.177422,30.245431,0,0.0,杭州印象星空光影艺术馆南宋御街店,
945,拱墅区图书馆,0,0.0,,,120.13226646,30.3264342385,0,0.0,拱墅区图书馆,
946,铜鉴湖云栖公园,0,70.0,,,120.079425,30.130703,0,0.0,铜鉴湖云栖公园,
947,由老九柯尔鸭萌宠乐园,0,0.0,,,120.184689,30.330497,0,0.0,由老九柯尔鸭萌宠乐园,
948,鹅溪畲寨,0,0.0,,,119.549362,29.816168,0,0.0,鹅溪畲寨,
949,下姜秘境花园,0,0.0,,,118.731854,29.379139,0,0.0,下姜秘境花园,
950,妙笔智慧乐园,0,100.0,,,119.479349,29.949546,0,0.0,妙笔智慧乐园,
951,钱唐农园,0,94.0,,,120.260751,30.297304,0,0.0,钱唐农园,
952,大嘴蛙萌宠乐园,0,0.0,,,120.25828,30.189086,0,0.0,大嘴蛙萌宠乐园,
953,杭州独角兽星空艺术馆（湖滨银泰in77旗舰店）,0,84.0,,,120.170069,30.25926,0,0.0,杭州独角兽星空艺术馆湖滨银泰旗舰店,in
954,余杭运河街道千亩荷塘,0,0.0,,,120.3195185611,30.5094008898,0,0.0,余杭运河街道千亩荷塘,
955,南阳镇敬天竺禅院,0,0.0,,,120.4434956926,30.2962796633,0,0.0,南阳镇敬天竺禅院,
956,龙坞水库,0,0.0,,,119.8558458182,30.4846484402,0,0.0,龙坞水库,
957,青山村,0,100.0,,,119.8398848157,30.48035104,0,0.0,青山村,
958,西可科技园,0,0.0,,,120.2007592917,30.1954800728,0,0.0,西可科技园,
959,杭州星空恋爱解压馆(湖滨in77店)Hangzhou Star Love And Relief Hall (Hubin In77),0,0.0,,,120.170069,30.25926,0,0.0,杭州星空恋爱解压馆湖滨店,inHangzhouStarLoveAndReliefHallHubinIn
960,艺尚小镇Yishang Town,0,100.0,,,120.2948585166,30.3889994932,0,0.0,艺尚小镇,YishangTown
961,怡乐园Yile Garden,0,0.0,,,120.3525554686,30.3098030057,0,0.0,怡乐园,YileGarden
962,"凤川街道翙岗古村Huigang Ancient Village, Fengchuan Street",0,100.0,,,119.7833347817,29.8197214259,0,0.0,凤川街道翙岗古村,HuigangAncientVillageFengchuanStreet
963,戴公馆Dai Palace,0,80.0,,,119.8448112282,29.8561219763,0,0.0,戴公馆,DaiPalace
964,杭黄铁路展览馆Hangzhou-Huangshan Railway Exhibition Hall,0,0.0,,,119.1988062328,29.741646154,0,0.0,杭黄铁路展览馆,HangzhouHuangshanRailwayExhibitionHall
965,安荣巷·钱皇艺术收藏特色街,0,0.0,,,120.1686269896,30.247919756,0,0.0,安荣巷钱皇艺术收藏特色街,
966,上湖客栈,0,0.0,,,120.1617836775,30.2793971417,0,0.0,上湖客栈,
967,凤凰神殿,0,0.0,,,119.0748563437,29.8489416939,0,0.0,凤凰神殿,
968,1208创意公园1208 Creative Park,0,0.0,,,120.3697525447,30.3223445489,0,0.0,创意公园,CreativePark
969,北湖草荡Beihu Grassland,0,0.0,,,119.9434745326,30.3723226326,0,0.0,北湖草荡,BeihuGrassland
970,中美合作抗战纪念馆Memorial Hall of Sino-U.S. Cooperation in Anti-Japanese War,0,0.0,,,120.166272,29.95128,0,0.0,中美合作抗战纪念馆,MemorialHallofSinoUSCooperationinAntiJapaneseWar
971,纸伞展示馆,0,0.0,,,119.8927046848,30.4447631797,0,0.0,纸伞展示馆,
972,西博会国际花展,0,0.0,,,120.1941374194,30.3461432148,0,0.0,西博会国际花展,
973,城隍庙遗址公园Town God's Temple Site Park,0,0.0,,,119.6802058742,29.8116025053,0,0.0,城隍庙遗址公园,TownGodsTempleSitePark
974,东岳庙Dongyue Temple,0,100.0,,,120.2529943136,30.1812332883,0,0.0,东岳庙,DongyueTemple
975,杭州眼镜博物馆,0,0.0,,,120.1710601628,30.2569597337,0,0.0,杭州眼镜博物馆,
976,宋代玉器博物馆,0,0.0,,,120.169290201,30.2408847508,0,0.0,宋代玉器博物馆,
977,潮音禅院Chaoyin Temple,0,0.0,,,120.317901469,30.30469882,0,0.0,潮音禅院,ChaoyinTemple
978,范仲淹纪念馆Fan Zhongyan Memorial Hall,0,0.0,,,119.6988965578,29.7948495543,0,0.0,范仲淹纪念馆,FanZhongyanMemorialHall
979,东溪德必易园创意产业园,0,0.0,,,120.2238827134,30.2968286978,0,0.0,东溪德必易园创意产业园,
980,卧龙浜公园Wolongbang Park,0,0.0,,,120.1680799906,30.3849107593,0,0.0,卧龙浜公园,WolongbangPark
981,汇林科技创意园Huilin Science and Technology Creative Park,0,0.0,,,120.2458167472,30.2043676106,0,0.0,汇林科技创意园,HuilinScienceandTechnologyCreativePark
982,药王庙Medicine King Temple,0,0.0,,,120.2978154719,30.213022575,0,0.0,药王庙,MedicineKingTemple
983,听雨楼美术馆,0,0.0,,,120.1599921364,30.2363582446,0,0.0,听雨楼美术馆,
984,栖云寺Qiyun Temple,0,0.0,,,120.165714,30.222076,0,0.0,栖云寺,QiyunTemple
985,杭州沿江湿地公园Hangzhou Riverside Wetland Park,0,70.0,,,120.3646313269,30.2684289858,0,0.0,杭州沿江湿地公园,HangzhouRiversideWetlandPark
986,神仙洞探险基地Fairy Cave Exploration Base,0,0.0,,,119.5526339115,29.8537066134,0,0.0,神仙洞探险基地,FairyCaveExplorationBase
987,长谷洞天景区Canggu Dongtian Scenic Area,0,0.0,,,120.1593263412,30.2733988172,0,0.0,长谷洞天景区,CangguDongtianScenicArea
988,临安新四军历史纪念馆Lin'an New Fourth Army Historical Memorial Hall,0,0.0,,,119.7897178783,30.1682341611,0,0.0,临安新四军历史纪念馆,LinanNewFourthArmyHistoricalMemorialHall
989,五福里建筑群Wufuli Architectural Complex,0,100.0,,,120.172566969,30.2591272687,0,0.0,五福里建筑群,WufuliArchitecturalComplex
990,老虎洞山风景区Tiger Cave Mountain Scenic Area,0,0.0,,,120.2038855758,30.1337768059,0,0.0,老虎洞山风景区,TigerCaveMountainScenicArea
991,吴昌硕先生纪念馆,0,0.0,,,120.22343406,30.4405489749,0,0.0,吴昌硕先生纪念馆,
992,基督教磐石堂Christian Panshi Church,0,0.0,,,120.328461,30.298102,0,0.0,基督教磐石堂,ChristianPanshiChurch
993,唯美公园,0,0.0,,,120.1517458424,30.3319252664,0,0.0,唯美公园,
994,元谷创意园Yuangu Creative Park,0,0.0,,,120.1369187488,30.3120408174,0,0.0,元谷创意园,YuanguCreativePark
995,留下古玩藏品一条街Liuxia Street of Antique Collections,0,0.0,,,120.0630737746,30.2472083192,0,0.0,留下古玩藏品一条街,LiuxiaStreetofAntiqueCollections
996,杭州大城北规划展示馆Hangzhou Dachengbei Planning Exhibition Hall,0,0.0,,,120.144665516,30.3320071913,0,0.0,杭州大城北规划展示馆,HangzhouDachengbeiPlanningExhibitionHall
997,气象科普体验馆Meteorological Science Experience Hall,0,0.0,,,120.1755635005,30.2294959738,0,0.0,气象科普体验馆,MeteorologicalScienceExperienceHall
998,显宁寺Xianning Temple,0,0.0,,,120.2019947914,30.37910589,0,0.0,显宁寺,XianningTemple
999,欢潭村Huantan Village,0,90.0,,,120.3183619622,29.9588948016,0,0.0,欢潭村,HuantanVillage
1000,萧山首届迪斯尼童玩嘉年华Disney Children Carnival,0,90.0,,,120.2260078748,30.1417884125,0,0.0,萧山首届迪斯尼童玩嘉年华,DisneyChildrenCarnival
1001,吴理人民俗艺术馆,0,0.0,,,120.1452524551,30.3235333114,0,0.0,吴理人民俗艺术馆,
1002,"萧山进化吉山梅园Jishan Plum Garden, Jinhua Town, Xiaoshan",0,86.0,,,120.3424486399,30.0015010599,0,0.0,萧山进化吉山梅园,JishanPlumGardenJinhuaTownXiaoshan
1003,福济寺Fuji Temple,0,0.0,,,120.2218636156,30.3341102759,0,0.0,福济寺,FujiTemple
1004,梦里水乡Dream Water Town Scenic Area,0,0.0,,,120.1905747924,30.483024607,0,0.0,梦里水乡,DreamWaterTownScenicArea
1005,萧山人民卫士纪念馆,0,0.0,,,120.4466373946,30.1796885629,0,0.0,萧山人民卫士纪念馆,
1006,杭州青年运动史馆,0,0.0,,,120.1720170187,30.2618720866,0,0.0,杭州青年运动史馆,
1007,造否空间盒子美术馆BuilTiFou Boxes Art Museum,0,0.0,,,120.0727073167,30.1417736972,0,0.0,造否空间盒子美术馆,BuilTiFouBoxesArtMuseum
1008,静逸堂画廊Jingyitang Gallery,0,0.0,,,120.1719801849,30.193280073,0,0.0,静逸堂画廊,JingyitangGallery
1009,大井巷历史街区Dajingxiang Historic Block,0,94.0,,,120.1735103226,30.2457205523,0,0.0,大井巷历史街区,DajingxiangHistoricBlock
1010,泗水新村建筑群Architectural Complex of Sishui New Village,0,0.0,,,120.1722741322,30.2545319441,0,0.0,泗水新村建筑群,ArchitecturalComplexofSishuiNewVillage
1011,东湖路市民公园Donghu Road Civic Park,0,0.0,,,120.2941927712,30.3083846177,0,0.0,东湖路市民公园,DonghuRoadCivicPark
1012,渔人码头生态公园Fisherman's Wharf Ecological Park,0,0.0,,,120.2300538661,30.2670039345,0,0.0,渔人码头生态公园,FishermansWharfEcologicalPark
1013,世界硒都展览馆World Selenium City Exhibition Hall,0,0.0,,,120.1289653688,30.2825088297,0,0.0,世界硒都展览馆,WorldSeleniumCityExhibitionHall
1014,临江围垦文化园Linjiang Reclamation Cultural Park,0,0.0,,,120.5835260428,30.3052688777,0,0.0,临江围垦文化园,LinjiangReclamationCulturalPark
1015,珊湖沙水库,0,0.0,,,120.1181961208,30.1849537992,0,0.0,珊湖沙水库,
1016,信雅达·三清上艺术中心Sunyard Art,0,0.0,,,120.2049771813,30.2146950347,0,0.0,信雅达三清上艺术中心,SunyardArt
1017,江南古村落Jiangnan Ancient Village,0,60.0,,,119.8423661964,29.8620914196,0,0.0,江南古村落,JiangnanAncientVillage
1018,富阳革命英雄纪念碑Fuyang Revolutionary Heroes Monument,0,0.0,,,119.978827814,30.0630801069,0,0.0,富阳革命英雄纪念碑,FuyangRevolutionaryHeroesMonument
1019,奥飞欢乐世界Alphaland,0,0.0,,,120.3337053961,30.3159729285,0,0.0,奥飞欢乐世界,Alphaland
1020,杨乃武与小白菜冤案资料陈列馆Exhibition Hall of Materials on the Unjust Case of Yang Naiwu and Xiaobaicai,0,0.0,,,119.975645,30.247399,0,0.0,杨乃武与小白菜冤案资料陈列馆,ExhibitionHallofMaterialsontheUnjustCaseofYangNaiwuandXiaobaicai
1021,杭州海塘遗址博物馆Hangzhou Museum of Seawall Sites,0,98.0,,,120.2775899603,30.3152361821,1,0.0,杭州海塘遗址博物馆,HangzhouMuseumofSeawallSites
1022,钟山石雕艺术馆Zhongshan Stone Carving Art Gallery,0,0.0,,,119.5443501085,29.7701523087,0,0.0,钟山石雕艺术馆,ZhongshanStoneCarvingArtGallery
1023,梦娜斯庄园Muunas Manor,0,0.0,,,120.1621429431,29.9564027962,1,0.0,梦娜斯庄园,MuunasManor
1024,拉姆美术馆Musée l’Amour,0,0.0,,,120.1744339995,30.2551250753,0,0.0,拉姆美术馆,MuselAmour
1025,窑头山Yaotoushan Village,0,0.0,,,119.7057639512,30.4055395301,0,0.0,窑头山,YaotoushanVillage
1026,中国·大麦本草博物馆The Barley Green Museum of China,0,100.0,,,120.0999376219,30.1351008526,0,0.0,中国大麦本草博物馆,TheBarleyGreenMuseumofChina
1027,塘栖古镇步行街Tanglou Ancient Town Pedestrian Street,0,40.0,,,120.1966543948,30.4857361425,0,0.0,塘栖古镇步行街,TanglouAncientTownPedestrianStreet
1028,瓶窑老街Pingyao Old Street,0,92.0,,,119.973625,30.400534,2,0.0,瓶窑老街,PingyaoOldStreet
1029,天竺佛缘步行街Tianzhu Foyuan Pedestrian Street,0,100.0,,,120.112361,30.245337,0,0.0,天竺佛缘步行街,TianzhuFoyuanPedestrianStreet
1030,"杭州市之江凤凰国际创意园区Zhijiang Phoenix International Creative Park, Hangzhou",0,0.0,,,120.071641978,30.1419261457,0,0.0,杭州市之江凤凰国际创意园区,ZhijiangPhoenixInternationalCreativeParkHangzhou
1031,万达金街,0,98.0,,,120.124711,30.33693,1,0.0,万达金街,
1032,西兴历史街区Xixing Historic District,0,70.0,,,120.1831535085,30.2478648617,0,0.0,西兴历史街区,XixingHistoricDistrict
1033,湘湖三期Xianghu Lake Phase III,0,80.0,,,120.2187304642,30.1280486917,1,0.0,湘湖三期,XianghuLakePhaseIII
1034,富春江国家森林公园Fuchunjiang National Forest Park,0,94.0,,,119.513069845,29.547945428,1,0.0,富春江国家森林公园,FuchunjiangNationalForestPark
1035,余杭大径山乡村国家公园Yuhang Dajing Shan Xiangcun National Park,0,80.0,,,119.84594,30.401422,0,0.0,余杭大径山乡村国家公园,YuhangDajingShanXiangcunNationalPark
1036,小古城遗址Xiaogucheng Relic Site,0,0.0,,,119.8879648285,30.3882586131,0,0.0,小古城遗址,XiaoguchengRelicSite
1037,跑马场Racecourse,0,0.0,,,120.0653105255,30.3901213596,0,0.0,跑马场,Racecourse
1038,桐庐纪龙山野营探险基地Tonglu Jilong Shan Yeying Tanxian Base,0,100.0,,,119.555204,29.923472,1,0.0,桐庐纪龙山野营探险基地,TongluJilongShanYeyingTanxianBase
1039,秀山美地休闲农庄Xiushanmeidi Leisure Farm,0,0.0,,,120.1224695273,30.4194844043,0,0.0,秀山美地休闲农庄,XiushanmeidiLeisureFarm
1040,淳安博物馆Chun’an County Museum,0,100.0,,,119.1189367492,29.6011376588,0,0.0,淳安博物馆,ChunanCountyMuseum
1041,"龙坞茶镇·九街Ninth Street, Longwu Tea Town",0,0.0,,,120.0635790572,30.1889925543,0,0.0,龙坞茶镇九街,NinthStreetLongwuTeaTown
1042,拱墅区文化规划馆Gongshu District Cultural Planning Museum,0,0.0,,,120.13481,30.308174,0,0.0,拱墅区文化规划馆,GongshuDistrictCulturalPlanningMuseum
1043,塘超小径Tangchao Trail,0,0.0,,,120.1972990188,30.448916976,0,0.0,塘超小径,TangchaoTrail
1044,鲍家塘Baojiatang Village,0,0.0,,,120.1033468625,30.3690436583,0,0.0,鲍家塘,BaojiatangVillage
1045,"杭州第二棉纺织厂旧址毛主席塑像Statue of Chairman Mao, Site of Hangzhou No. 2 Cotton Mill",0,0.0,,,120.26828,30.177622,0,0.0,杭州第二棉纺织厂旧址毛主席塑像,StatueofChairmanMaoSiteofHangzhouNoCottonMill
1046,拜石揖卉Baishi Yihui Scenic Spot,0,0.0,,,120.13962,30.258009,0,0.0,拜石揖卉,BaishiYihuiScenicSpot
1047,寿昌古镇Shouchang Town,0,100.0,,,119.2286613811,29.3646105362,0,0.0,寿昌古镇,ShouchangTown
1048,杭州jmy球鞋文化馆,0,0.0,,,120.08884,30.169483,0,0.0,杭州球鞋文化馆,jmy
1049,小桐洲村,0,0.0,,,119.8308599728,29.9102659958,0,0.0,小桐洲村,
1050,万亩原生湿地健康文旅大城,0,0.0,,,119.2996,29.46266,0,0.0,万亩原生湿地健康文旅大城,
1051,里洋坞,0,0.0,,,119.611916,29.446568,0,0.0,里洋坞,
1052,铜岭桥村Tonglingqiao Village,0,0.0,,,119.8733386112,30.1968830138,0,0.0,铜岭桥村,TonglingqiaoVillage
1053,富阳花海蓝田Fuyang Flower Sea,0,0.0,,,119.92868,30.00052,0,0.0,富阳花海蓝田,FuyangFlowerSea
1054,"杭州西湖风景名胜区-海月水景公园Haiyue Waterscape Park, Hangzhou West Lake Scenic Area",0,0.0,,,120.1540050949,30.2094378824,1,0.0,杭州西湖风景名胜区海月水景公园,HaiyueWaterscapeParkHangzhouWestLakeScenicArea
1055,云超养犬场,0,0.0,,,120.5140129755,30.1978571321,0,0.0,云超养犬场,
1056,神风谷Shenfeng Valley,0,0.0,,,119.5679,30.412329,0,0.0,神风谷,ShenfengValley
1057,榔树塆Langshuwan Village,0,0.0,,,119.19282,30.25912,0,0.0,榔树塆,LangshuwanVillage
1058,压湖山Yahu Mountain,0,0.0,,,120.2196215514,30.1244277221,0,0.0,压湖山,YahuMountain
1059,"千岛湖风景区-芳菲隐珠公园Fangfei Yinzhu Park, Qiandao Lake Scenic Area",0,100.0,,,119.0528256234,29.6398405825,0,0.0,千岛湖风景区芳菲隐珠公园,FangfeiYinzhuParkQiandaoLakeScenicArea
1060,阆仙洞,0,0.0,山泉与怪石纵横，曲道通幽，别有洞天,,19.690074871,29.8533243757,0,0.0,阆仙洞,
1061,商旅卡全国版,0,0.0,全方位优惠服务尽在一卡中,,0.0,0.0,0,0.0,商旅卡全国版,
1062,杭州旅行跟拍,0,0.0,旅行跟拍,,0.0,0.0,0,0.0,杭州旅行跟拍,
1063,建德富春俱舍,0,0.0,,,0.0,0.0,0,0.0,建德富春俱舍,
1064,杭州扶苏绘画艺术空间Fusu Painting Art Space,0,0.0,,,120.2133889281,30.2687564956,0,0.0,杭州扶苏绘画艺术空间,FusuPaintingArtSpace
1065,龙光桥村Longguangqiao Village,0,0.0,,,120.23563,30.507671,0,0.0,龙光桥村,LongguangqiaoVillage
1066,"华乐城曹勇国际艺术馆Cao Yong International Art Museum, Huale City",0,0.0,,,120.291016,30.350887,0,0.0,华乐城曹勇国际艺术馆,CaoYongInternationalArtMuseumHualeCity
1067,每一天农业合作社,0,0.0,,,119.68974,30.239971,0,0.0,每一天农业合作社,
1068,黑驴庵Heilv Nunnery,0,0.0,,,119.53329,30.357246,0,0.0,黑驴庵,HeilvNunnery
1069,新联航空科普中心Xinlian Aviation Science Center,0,82.0,,,119.219772,29.374181,2,0.0,新联航空科普中心,XinlianAviationScienceCenter
1070,杭州万季景园艺有限公司,0,0.0,,,120.205025,30.322126,0,0.0,杭州万季景园艺有限公司,
1071,赤子坞Chiziwu Village,0,0.0,,,119.963875,30.207241,0,0.0,赤子坞,ChiziwuVillage
1072,黄泥弯Huangniwan Village,0,0.0,,,118.538445,29.50051,0,0.0,黄泥弯,HuangniwanVillage
1073,西山爽气,0,100.0,,,120.13864,30.249533,1,0.0,西山爽气,
1074,大园坪,0,0.0,,,119.2382981496,30.2548368264,0,0.0,大园坪,
1075,邱山大街140No.140 Qiushan Street,0,0.0,,,120.302956,30.424963,0,0.0,邱山大街,NoQiushanStreet
1076,昌化溪(东转线)Changhua Creek (East Transfer Line),0,0.0,,,119.202459,30.184721,0,0.0,昌化溪东转线,ChanghuaCreekEastTransferLine
1077,绍兴上虞少楷园艺,0,0.0,,,120.431157,30.193026,0,0.0,绍兴上虞少楷园艺,
1078,竹源坞Zhuyuanwu Village,0,100.0,,,119.330877,29.967188,1,0.0,竹源坞,ZhuyuanwuVillage
1079,锦坑桥村口Jinkengqiao Village,0,0.0,,,119.286187,30.126641,0,0.0,锦坑桥村口,JinkengqiaoVillage
1080,上安岭Shanganling Village,0,0.0,,,118.759752,29.582285,0,0.0,上安岭,ShanganlingVillage
1081,绿鑫园艺,0,0.0,,,120.205071,30.322003,0,0.0,绿鑫园艺,
1082,杭州新友园艺,0,0.0,,,120.206743,30.324605,0,0.0,杭州新友园艺,
1083,玉屏书院二,0,0.0,,,120.164063,30.263791,0,0.0,玉屏书院二,
1084,北坞坑Beiwukeng Village,0,0.0,,,119.949185,29.772485,0,0.0,北坞坑,BeiwukengVillage
1085,镜洪村Jinghong Village,0,0.0,,,118.919767,29.732992,0,0.0,镜洪村,JinghongVillage
1086,於潜镇图书分馆Yuqian Town Branch Library,0,80.0,,,119.405506,30.194234,0,0.0,於潜镇图书分馆,YuqianTownBranchLibrary
1087,秦公寺Qingong Temple,0,0.0,,,120.040107,29.881986,0,0.0,秦公寺,QingongTemple
1088,梅子坞Meiziwu Village,0,0.0,,,119.554308,30.162987,0,0.0,梅子坞,MeiziwuVillage
1089,径山五峰茶,0,0.0,,,120.309473,30.425204,0,0.0,径山五峰茶,
1090,果道夫家庭农场,0,0.0,,,119.417882,29.735001,0,0.0,果道夫家庭农场,
1091,"萧山区义桥镇湘南村Xiangnan Village, Yiqiao Town, Xiaoshan District",0,0.0,,,120.2034460336,30.0916165995,0,0.0,萧山区义桥镇湘南村,XiangnanVillageYiqiaoTownXiaoshanDistrict
1092,潘家坞Panjiawu Village,0,0.0,,,120.014266,29.818831,0,0.0,潘家坞,PanjiawuVillage
1093,长征桥文化公园Long March Bridge Cultural Park,0,0.0,,,120.139395,30.315431,0,0.0,长征桥文化公园,LongMarchBridgeCulturalPark
1094,"灵栖胜境-霭云洞Aiyun Cave, Spiritual Habitat",0,0.0,,,119.093616,29.391364,0,0.0,灵栖胜境霭云洞,AiyunCaveSpiritualHabitat
1095,普宁牡丹园Puning Peony Garden,0,0.0,,,120.130091,30.436052,1,0.0,普宁牡丹园,PuningPeonyGarden
1096,潘家坞Panjiawu,0,0.0,,,119.2664223719,29.8135971037,0,0.0,潘家坞,Panjiawu
1097,厚屏村Houping Village,0,0.0,,,118.839217,29.770691,0,0.0,厚屏村,HoupingVillage
1098,北京智化寺铜钟,0,100.0,,,120.203447,30.107414,0,0.0,北京智化寺铜钟,
1099,吴松江大师石雕艺术工作室Stone Carving Art Studio of Master Wu Songjiang,0,0.0,,,120.177338,30.247639,0,0.0,吴松江大师石雕艺术工作室,StoneCarvingArtStudioofMasterWuSongjiang
1100,"临安市龙岗镇汽家湾村老年活动中心Elderly Activity Center of Qijiawan Village, Longgang Town, Lin’an City",0,0.0,,,119.137722,30.165589,0,0.0,临安市龙岗镇汽家湾村老年活动中心,ElderlyActivityCenterofQijiawanVillageLonggangTownLinanCity
1101,"临平老城区文化艺术长廊文化艺术交流中心Cultural and Art Exchange Center, Linping Old Town Cultural and Art Corridor",0,0.0,,,120.302533,30.430258,0,0.0,临平老城区文化艺术长廊文化艺术交流中心,CulturalandArtExchangeCenterLinpingOldTownCulturalandArtCorridor
1102,桃源谷基地Taoyuan Valley Development Base,0,0.0,,,119.5350785108,29.8782252597,0,0.0,桃源谷基地,TaoyuanValleyDevelopmentBase
1103,猫宁艺术馆,0,0.0,,,120.1828,30.222877,0,0.0,猫宁艺术馆,
1104,沽桥老集镇展示馆,0,0.0,,,120.1509221104,30.3940188311,0,0.0,沽桥老集镇展示馆,
1105,依洛村Yiluo Village,0,0.0,,,119.8004572886,30.0742973979,0,0.0,依洛村,YiluoVillage
1106,仙杉养生谷Xianshan Health Valley,0,0.0,,,118.774155,29.335295,0,0.0,仙杉养生谷,XianshanHealthValley
1107,黄泥坪,0,0.0,,,119.2877192357,30.2160361557,0,0.0,黄泥坪,
1108,金花坞Jinhuawu Scenic Spot,0,0.0,,,119.350239,29.944968,0,0.0,金花坞,JinhuawuScenicSpot
1109,十一工段,0,0.0,,,120.6232476442,30.3106673814,0,0.0,十一工段,
1110,倒爬坞Daopawu Village,0,100.0,,,119.942737,30.149333,0,0.0,倒爬坞,DaopawuVillage
1111,杭州花园岗园林绿化建设有限公司,0,0.0,,,120.120147,30.324403,0,0.0,杭州花园岗园林绿化建设有限公司,
1112,外居仁Waijuren Village,0,0.0,,,119.818889,30.180401,0,0.0,外居仁,WaijurenVillage
1113,张毛村Zhangmao Village,0,0.0,,,120.171442,29.96851,0,0.0,张毛村,ZhangmaoVillage
1114,浙江监狱陈列馆Zhejiang Prison Exhibition Hall,0,0.0,,,120.313578,30.350771,0,0.0,浙江监狱陈列馆,ZhejiangPrisonExhibitionHall
1115,白峰山村,0,100.0,,,119.802068,30.087964,0,0.0,白峰山村,
1116,"桐庐芦茨湾民族游戏园Ethnic Amusement Park, Luci Bay, Tonglu",0,0.0,,,119.679532,29.692984,0,0.0,桐庐芦茨湾民族游戏园,EthnicAmusementParkLuciBayTonglu
1117,严官药井,0,0.0,,,120.1754809746,30.2356993514,0,0.0,严官药井,
1118,九溪2号桥Jiuxi No.2 Bridge,0,80.0,,,120.122711,30.198373,1,0.0,九溪号桥,JiuxiNoBridge
1119,屏湖村枇杷基地Loquat Base in Pinghu Village,0,0.0,,,119.004967,29.661443,0,0.0,屏湖村枇杷基地,LoquatBaseinPinghuVillage
1120,杭州友情园艺有限公司,0,0.0,,,120.430888,30.192152,0,0.0,杭州友情园艺有限公司,
1121,"九溪1号桥Bridge No.1, Jiuxi",0,90.0,,,120.12358,30.197475,1,0.0,九溪号桥,BridgeNoJiuxi
1122,华侨城芳菲与城销售展示中心,0,0.0,,,120.2260480291,30.3712709644,0,0.0,华侨城芳菲与城销售展示中心,
1123,深坑坞Shenkeng Dock,0,0.0,,,119.326976,29.998894,0,0.0,深坑坞,ShenkengDock
1124,笨鸟的第1个园区,0,0.0,,,120.210765,30.159773,0,0.0,笨鸟的第个园区,
1125,滨江樱花跑道Riverside Sakura Runway,0,100.0,,,120.1564069842,30.197464146,0,0.0,滨江樱花跑道,RiversideSakuraRunway
1126,玉泉寺Yuquan Temple,0,80.0,,,119.5295400636,29.562051418,0,0.0,玉泉寺,YuquanTemple
1127,乌龟山Wugui Mountain,0,0.0,,,120.1640795674,30.2160170614,0,0.0,乌龟山,WuguiMountain
1128,南屏山公园Nanpingshan Park,0,0.0,,,119.2312457165,30.163188358,0,0.0,南屏山公园,NanpingshanPark
1129,千宇科技酷爆卡丁车俱乐部Qianyu Keji Kubaokadingche Club,0,0.0,,,119.0404041675,29.6490292213,0,0.0,千宇科技酷爆卡丁车俱乐部,QianyuKejiKubaokadingcheClub
1130,虎山公园Hushan Park,0,100.0,,,120.2097876539,30.3660293326,0,0.0,虎山公园,HushanPark
1131,大资福庙Dazifu Temple,0,90.0,,,120.1656995025,30.2152805025,0,0.0,大资福庙,DazifuTemple
1132,白马湖国际会展中心Baimahu Guoji Huizhan Center,0,100.0,,,120.208987,30.167279,0,0.0,白马湖国际会展中心,BaimahuGuojiHuizhanCenter
1133,浙江大学医学人体博物馆Zhejiang Daxue Yixue Renti Museum,0,0.0,,,120.090431,30.301947,0,0.0,浙江大学医学人体博物馆,ZhejiangDaxueYixueRentiMuseum
1134,葛岭Geling Mountain,0,94.0,,,120.15143,30.264007,3,0.0,葛岭,GelingMountain
1135,火山云石景区Huoshan Yunshi Scenic Area,0,100.0,,,120.1285041148,29.97063154,0,0.0,火山云石景区,HuoshanYunshiScenicArea
1136,大奇山疯狂蚂蚁冒险森林乐园Daqi Shan Fengkuang Mayi Maoxian Forest Amusement Park,0,0.0,,,119.7275868517,29.7755639161,0,0.0,大奇山疯狂蚂蚁冒险森林乐园,DaqiShanFengkuangMayiMaoxianForestAmusementPark
